"point_id","x","y","slaves_1860","slaves_1850","slaves_1840","slaves_1830","slaves_1820","slaves_1810","slaves_1800","slaves_1790","peak_slave","peak_year","total_1790","total_1800","total_1810","total_1820","total_1830","total_1840","total_1850","total_1860","total_1870"
1,-1969867,1567301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217041,0.61826,0.979931
2,-1944421,1567301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358589,1.02147,1.61902
3,-2122543,1541856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401054,1.12197,3.07224
4,-2097097,1541856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141548,0.395989,1.08432
5,-1995313,1541856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217041,0.61826,22.7017
6,-1969867,1541856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764362,2.17735,25.645
7,-1944421,1541856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16235,20.4026,32.3377
8,-1918975,1541856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68081,16.1823,25.6486
9,-1893529,1541856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44906,9.82496,15.5724
10,-1868083,1541856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29189,3.8574,6.11392
11,-1842637,1541856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253827,0.094083,0.14912
12,-2122543,1516410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94893,8.24977,22.59
13,-2097097,1516410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17124,14.4668,39.6138
14,-2071651,1516410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363308,1.01637,2.78309
15,-1995313,1516410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30724,6.57237,241.329
16,-1969867,1516410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08576,8.79004,234.927
17,-1944421,1516410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73715,13.4942,21.3881
18,-1918975,1516410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,21.5047,34.0846
19,-1893529,1516410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,21.5047,34.0846
20,-1868083,1516410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62198,21.5047,34.0846
21,-1842637,1516410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27597,19.5558,30.9956
22,-1817191,1516410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72762,11.5083,13.1245
23,-1791745,1516410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19379,5.39835,2.49928
24,-1766299,1516410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659949,1.62397,0.751848
25,-2122543,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45878,12.9839,35.0024
26,-2097097,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,21.1194,57.8303
27,-2071651,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96391,16.6843,45.686
28,-2046205,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76491,7.73499,21.1804
29,-2020759,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754925,0.211194,0.578303
30,-1995313,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141548,0.0403213,1.48054
31,-1969867,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06688,11.1407,202.847
32,-1944421,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75658,19.2467,30.5057
33,-1918975,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,21.5047,34.0846
34,-1893529,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,21.5047,34.0846
35,-1868083,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13487,21.5047,34.0846
36,-1842637,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,21.5047,34.0846
37,-1817191,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,17.5564,19.0764
38,-1791745,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
39,-1766299,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
40,-1740853,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97863,12.2511,5.67191
41,-1715407,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51731,8.6552,4.0071
42,-1689962,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06687,5.08605,2.35469
43,-1664516,1490964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641819,1.57935,0.731193
44,-2122543,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33555,25.2968,49.0122
45,-2097097,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,68.7727,136.87
46,-2071651,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,49.6957,105.228
47,-2046205,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,29.3233,71.4376
48,-2020759,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22841,20.2218,55.3726
49,-1995313,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72272,28.471,58.4666
50,-1969867,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84512,13.4143,263.146
51,-1944421,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64806,26.5674,70.3555
52,-1918975,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,27.4432,55.6795
53,-1893529,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38761,24.6222,45.4213
54,-1868083,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81049,22.0032,35.8975
55,-1842637,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,17.0639,17.2047
56,-1817191,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,15.0807,9.66624
57,-1791745,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
58,-1766299,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
59,-1740853,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
60,-1715407,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
61,-1689962,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
62,-1664516,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
63,-1639070,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04752,12.4207,5.7504
64,-1613624,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66568,8.66201,4.17648
65,-1588178,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32118,1.97318,2.64799
66,-1562732,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962795,0.297362,1.09886
67,-1537286,1465518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325758,0.0100611,0.0371793
68,-2122543,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16097,10.7705,32.3908
69,-2097097,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,51.6397,144.576
70,-2071651,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,70.5174,162.001
71,-2046205,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,83.1859,161.415
72,-2020759,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,70.9317,140.451
73,-1995313,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.40743,71.9501,143.001
74,-1969867,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0716,38.5705,242.446
75,-1944421,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22341,26.0519,59.6275
76,-1918975,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,31.602,70.8028
77,-1893529,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.90923,31.602,70.8028
78,-1868083,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,31.3875,70.0225
79,-1842637,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,16.9125,16.3816
80,-1817191,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
81,-1791745,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
82,-1766299,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
83,-1740853,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
84,-1715407,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
85,-1689962,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
86,-1664516,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
87,-1639070,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80086,13.2151,6.60966
88,-1613624,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79254,3.32623,6.60966
89,-1588178,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,6.60966
90,-1562732,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,6.75623
91,-1537286,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40758,1.67015,26.5165
92,-1511840,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1697,1.28782,21.6445
93,-1486394,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9282,0.904384,15.2742
94,-1460948,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69394,0.523179,9.56497
95,-1435502,1440072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470539,0.145327,2.65694
96,-2122543,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56675,8.35554,16.8583
97,-2097097,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,22.533,49.8643
98,-2071651,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,22.283,71.6043
99,-2046205,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,27.9848,124.404
100,-2020759,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72355,85.8829,210.682
101,-1995313,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53454,151.492,346.814
102,-1969867,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23702,50.0947,163.886
103,-1944421,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54453,33.3743,161.879
104,-1918975,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,32.4485,113.844
105,-1893529,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4232,31.6839,74.9645
106,-1868083,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,20.752,32.1223
107,-1842637,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
108,-1817191,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
109,-1791745,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
110,-1766299,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80142,13.8786,6.60966
111,-1740853,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
112,-1715407,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
113,-1689962,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
114,-1664516,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
115,-1639070,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7953,6.60432,6.60966
116,-1613624,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,6.60966
117,-1588178,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,6.60966
118,-1562732,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,10.5819
119,-1537286,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,30.0618
120,-1511840,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,30.0618
121,-1486394,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,30.6473
122,-1460948,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,32.7008
123,-1435502,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78039,1.78529,32.6394
124,-1410056,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03477,1.555,28.4292
125,-1384610,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88738,1.20063,21.9504
126,-1359164,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75084,0.849607,15.5329
127,-1333718,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58174,0.361083,8.93139
128,-1308272,1414626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441583,0,2.49343
129,2076041,1414626,0,0,0,0,0,0,0,0,0,0,15.9722,27.6208,50.7079,28.8341,65.5514,56.9106,38.6973,69.4292,91.451
130,-2122543,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20344,13.3707,14.4721
131,-2097097,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54453,43.8842,49.5523
132,-2071651,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,34.1492,57.6017
133,-2046205,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42657,21.9209,88.7174
134,-2020759,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22341,81.7594,89.5469
135,-1995313,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19038,159.616,312.41
136,-1969867,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.058,24.1659,165.796
137,-1944421,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,35.0483,246.034
138,-1918975,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53724,35.0483,246.034
139,-1893529,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94701,34.8305,237.537
140,-1868083,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,18.5402,52.8377
141,-1842637,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,9.44504
142,-1817191,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
143,-1791745,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80048,12.7625,6.60966
144,-1766299,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79284,3.67745,6.60966
145,-1740853,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79406,5.13698,6.60966
146,-1715407,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79653,8.07166,6.60966
147,-1689962,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,6.60966
148,-1664516,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80145,13.9254,6.60966
149,-1639070,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79288,3.72428,6.60966
150,-1613624,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,6.60966
151,-1588178,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,6.60966
152,-1562732,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,15.9758
153,-1537286,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,30.0618
154,-1511840,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,30.0618
155,-1486394,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,31.2114
156,-1460948,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,32.7008
157,-1435502,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,32.7008
158,-1410056,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,32.7008
159,-1384610,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,32.7008
160,-1359164,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,32.7008
161,-1333718,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.4734,32.7008
162,-1308272,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78763,0.278358,32.6803
163,-1282826,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15421,0,65.4765
164,-1257380,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70017,0,65.3368
165,-1231934,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.7863
166,-1206488,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5819
167,-1181042,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38631
168,-1155596,1389180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146057
169,1999703,1389180,0,0,0,0,0,0,0,0,0,0,94.4458,131.018,194.289,135.129,281.278,175.181,153.643,275.659,363.094
170,2025149,1389180,0,0,0,0,0,0,0,0,0,0,52.1758,90.228,165.646,94.1914,214.135,144.132,126.411,226.802,298.74
171,2050595,1389180,0,0,0,0,0,0,0,0,0,0,60.4577,104.55,191.939,109.142,248.124,648.918,146.477,262.802,346.159
172,2076041,1389180,0,0,0,0,0,0,0,0,0,0,173.446,299.942,550.651,313.117,711.84,852.148,420.225,753.949,993.091
173,2101487,1389180,0,0,0,0,0,0,0,0,0,0,143.725,242.878,440.081,399.332,768.943,529.058,359.742,645.434,850.156
174,2126932,1389180,0,0,0,0,0,0,0,0,0,0,23.9891,38.7737,68.4038,110.228,184.136,93.5864,63.6356,114.172,150.386
175,-2122543,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9864,12.1197,13.1505
176,-2097097,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.90756,41.9158,45.3687
177,-2071651,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,43.6334,53.3388
178,-2046205,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43129,95.7732,251.645
179,-2020759,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32694,185.842,363.009
180,-1995313,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44018,132.657,150.145
181,-1969867,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3558,91.6058,224.587
182,-1944421,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,35.0483,246.034
183,-1918975,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19538,33.3736,227.429
184,-1893529,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,18.5608,62.863
185,-1868083,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,15.2673
186,-1842637,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,10.9872
187,-1817191,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79773,9.49217,6.60966
188,-1791745,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7915,2.08524,6.60966
189,-1766299,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,6.60966
190,-1740853,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,6.60966
191,-1715407,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79193,2.59256,6.60966
192,-1689962,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79636,7.86873,6.60966
193,-1664516,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79556,6.91652,6.60966
194,-1639070,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,6.60966
195,-1613624,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,6.60966
196,-1588178,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,6.60966
197,-1562732,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,21.5311
198,-1537286,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,30.0618
199,-1511840,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,30.0618
200,-1486394,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,31.7788
201,-1460948,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,32.7008
202,-1435502,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,32.7008
203,-1410056,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,32.7008
204,-1384610,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,32.7008
205,-1359164,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,32.7008
206,-1333718,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79125,1.78865,32.7008
207,-1308272,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76953,0.836192,32.7008
208,-1282826,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68207,0,85.8267
209,-1257380,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119445,0,92.2673
210,-1231934,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.2673
211,-1206488,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.2673
212,-1181042,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9531
213,-1155596,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87975
214,-1130150,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04834
215,-1104704,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0971
216,-1079258,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17956
217,-1053813,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27325
218,-1028367,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38942
219,-1002921,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528054
220,-977475,1363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00374506
221,1999703,1363734,0,0,0,0,0,0,0,0,0,0,484.898,479.645,366.894,482.449,808.831,387.293,339.677,609.434,802.737
222,2025149,1363734,0,0,0,0,0,0,0,0,0,0,184.449,318.969,585.583,332.98,756.997,509.527,446.883,801.778,1056.09
223,2050595,1363734,0,0,0,0,0,0,0,0,0,0,188.117,325.312,597.227,339.602,772.05,1715.47,455.769,817.721,1077.09
224,2076041,1363734,0,0,0,0,0,0,0,0,0,0,189.3,327.358,600.983,341.738,776.906,1365.04,458.635,822.864,1083.86
225,2101487,1363734,0,0,0,0,0,0,0,0,0,0,186.265,318.495,581.006,425.486,878.693,674.496,458.635,822.864,1083.86
226,2126932,1363734,0,0,0,0,0,0,0,0,0,0,96.9291,156.667,276.388,445.38,744.009,378.139,257.122,461.318,607.641
227,-2122543,1338288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26949,42.1764,59.601
228,-2097097,1338288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34165,113.382,160.685
229,-2071651,1338288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,46.0739,100.475
230,-2046205,1338288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,248.52,541.127
231,-2020759,1338288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,365.721,759.327
232,-1995313,1338288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,200.15,273.321
233,-1969867,1338288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,177.392,208.519
234,-1944421,1338288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54925,138.701,218.716
235,-1918975,1338288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70936,63.0565,213.7
236,-1893529,1338288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.5363,18.1519
237,-1868083,1338288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,15.2673
238,-1842637,1338288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80175,14.2766,15.2565
239,-1817191,1338288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79538,6.69798,9.72642
