"county","jail_2014","jail_1970","jail_1980","jail_1990","jail_2000","black_1990","black_2000","black_2014","black_2010","jail_2010"
29186,168.59,0,0,255.44,159.82,100000,38940.81,51886.79,51886.79,168.59
29187,456.97,41.53,119.55,67.02,246.06,323.14,1120.45,587.22,710.92,395.48
29189,198.57,43.04,66.27,93.35,132.56,380.14,558.9,525.86,482.33,173.95
29195,562.32,142.56,133.76,167.81,251.26,743.32,1404.29,1462.9,1144.64,439.59
29197,116.82,114.72,69.59,83.16,79.81,"null",0,0,0,99.73
29199,106.84,33.76,57.37,106.6,156.25,"null",0,0,0,142.15
29201,359.28,91.35,153.34,168.38,250.86,1215.71,820.58,1570.86,1570.52,417.18
29203,154.8,23.44,84.49,68.36,207.27,50000,9090.91,0,0,149.09
29205,241.09,23.41,84.73,151.71,243.37,5000,3333.33,2857.14,5000,244.33
29207,258.73,51.94,93.67,111.4,263.91,0,1435.18,1578.95,1578.95,258.73
29209,340.45,16.53,41.81,101.62,159.77,0,0,900.9,1449.28,184.83
29211,24.8,23.3,46.3,220.69,98.51,"null",0,0,0,23.56
29213,521.56,24.84,115.29,132.58,145.28,0,1020.41,1771.65,1591.51,426.76
29215,314.31,104.2,79.75,110.35,124.27,0,0,149.25,149.25,240.88
29217,785.48,108.01,70.39,135.67,165.99,0,0,15714.29,12390.35,558.51
29219,536.14,268.19,77.8,101.98,317.36,460.53,1104.21,2071.56,2777.78,482.12
29221,290.91,81.95,74.21,94.79,273.94,0,0,0,0,283.77
29223,731.17,80.63,121.02,139.96,91.6,"null",0,0,0,471.61
29225,134.28,56.29,68.84,80.08,56.31,0,0,542.01,0,129.21
29227,0,0,0,0,0,"null",0,0,0,0
29229,251.23,51.36,28.64,72.33,117.99,0,0,1098.9,0,194.58
29510,756.38,246.71,259.38,265.69,465.53,553.8,847.01,1365.84,1229.4,553.64
30001,129.79,138.15,97.54,30.01,107.53,0,0,0,0,140.22
30003,443.26,68.7,234.16,180.5,175.51,0,0,0,0,387.2
30005,24.41,265.18,61.99,31.54,127.64,0,0,0,0,24.41
30007,679,68.12,184.44,128.29,244.43,"null",0,11961.67,11961.67,519.64
30009,356.52,24.22,20.53,68.2,291.85,"null",5345.33,3272.61,4768,337.89
30011,228.25,28.59,137.37,66.57,70.85,"null","null",0,0,161.41
30013,600.44,80.36,73.32,116.21,570.15,516.99,1129.94,1237.62,1237.62,600.44
30015,39.07,0,0,55.95,200.75,"null",0,25000,25000,32.36
30017,144.58,70.9,45.56,116.2,244.07,0,0,0,0,159.09
30019,0,0,0,0,0,"null",0,"null","null",0
30021,2554.46,0,37.32,68.37,1274.25,"null",39095.34,19565.22,24416.54,2656.08
30023,371.87,145.08,66.19,130.43,291.96,0,0,2325.58,0,365.68
30025,228.21,28.59,137.36,66.57,70.84,"null",0,0,0,161.38
30027,204.6,79.4,55.5,159.18,181.14,0,0,7357.27,7357.27,204.6
30029,163.77,42.96,57.8,130.84,173.18,0,2500,1351.35,1351.35,161.94
30031,196.7,22.66,34.34,80.88,99.65,0,742.98,983.26,1185.98,158.96
30033,137.86,183.49,55.7,45.36,37.38,"null","null",0,0,107.62
30035,137.89,83.1,55.7,45.35,37.38,0,0,0,0,107.59
30037,0,0,0,0,0,"null","null","null","null",0
30039,106.72,179.96,178.68,225.31,179.89,"null",0,0,0,52.77
30041,556.09,18.75,48.76,99.27,232.11,14285.71,5882.35,1351.35,1639.34,324.89
30043,225.82,0,0,227.58,93.32,0,0,5263.16,5263.16,224.77
30045,204.56,191.57,55.49,159.17,181.16,"null","null",7745,7745,204.56
30047,266.65,277.21,126.43,267.31,166.15,0,0,0,0,231.55
30049,159.17,34.43,65.09,145.6,129.43,0,1250,735.29,735.29,169.29
30051,39.07,0,0,75.64,75.53,"null",0,0,0,32.36
30053,176.99,54.77,52.21,108.04,203.45,0,0,0,0,206.74
30055,0,0,0,0,0,0,0,0,0,0
30057,196.61,0,52.6,26.78,99.66,"null",9981.43,850.32,1487.63,158.97
30059,678.9,77.22,184.42,128.28,244.39,"null","null",28230,28230,519.62
30061,281.92,112.74,192.79,192.12,347.89,"null",0,9090.91,9090.91,149.76
30063,449.9,82.7,86.59,130.75,190.8,1866.67,1347.52,505.05,1179.78,451.28
30065,206.11,0,89.75,187.91,178.28,0,0,0,0,140.26
30067,145.93,59.11,72.66,118.55,165.72,0,0,0,0,154.09
30069,204.57,79.36,55.47,159.01,181.06,"null","null",3580,3580,204.57
30071,78.46,66.27,30.31,190.92,155.88,"null",0,0,0,62.12
30073,158.73,25.8,116.28,103.18,155.48,"null",0,0,0,180.97
30075,90.33,59.77,61.92,109.55,504.73,"null","null","null","null",193.23
30077,166.15,48.86,47.57,170.4,150.39,0,0,0,0,139.68
30079,0,90.25,93.02,0,0,"null","null","null","null",0
30081,187.75,83.97,33.86,71.15,193.8,0,0,990.1,1449.28,185.73
30083,161.4,17.34,32.87,235,135.46,"null",0,0,0,178.27
30085,186.65,51.03,18.56,52.8,0,0,0,5882.35,0,146.32
30087,478.88,87.64,44.09,137.68,329.84,16428.57,5263.16,6060.61,7065.22,447.26
30089,14.68,49.06,59.99,107.65,346.18,0,0,0,0,167.56
30091,43.92,556.04,57.11,98.48,131.12,"null",0,0,0,102.46
30093,333.61,72.46,79.02,119.62,195.63,6250,2222.22,729.93,1030.93,335.99
30095,356.31,0,0,65.92,291.91,"null",10079.05,4745,8215.38,338.22
30097,0,0,0,0,0,"null",0,0,0,0
30099,0,55.62,50.14,0,0,0,0,0,0,0
30101,170.45,57.54,56.18,0,138.44,0,0,0,0,131.08
30103,0,0,0,0,0,"null","null","null","null",0
30105,432.99,134.59,34.53,51.54,171.09,"null",0,0,0,345.52
30107,78.43,66.31,178.89,112,328.78,"null",0,0,0,78.43
30109,2555.72,119.76,37.32,68.4,1274.41,"null",84760.01,42660,65170,2656.09
30111,356.52,133.65,62.23,144.14,291.99,1102.94,2637.84,2175.21,2142.51,337.93
31001,142.67,65.69,55.24,106.34,146.6,0,2573.53,1415.09,1243.09,146.59
31003,158.06,122.45,27.76,86.96,133.95,0,0,0,0,141.79
31005,0,0,0,0,0,"null","null","null","null",0
31007,441.43,91.23,99.78,197.08,233.04,"null","null",2745,"null",371.19
31009,0,0,0,0,0,"null","null","null","null",0
31011,30.94,66.64,74.01,76.61,133.26,"null",0,0,0,53.11
31013,168.18,139.3,177.24,149.31,267.52,0,0,0,0,197.07
31015,0,0,0,0,0,"null","null",0,0,0
31017,45.87,298.11,130.99,52.87,69.89,"null",0,0,0,43.12
31019,323.04,70.53,80.68,149.85,147.29,1165.5,1658.77,2450.98,2449.57,281.02
31021,141.75,75.15,20,28.23,93.45,0,9848.67,2250,2250,149.36
31023,456.89,38.48,50.86,70.5,327.84,37254.9,24369.75,13333.33,13333.33,466.14
31025,300.58,37.48,61.21,88.38,226.9,8750,8717.95,5357.14,6279.07,415.45
31027,78.25,47.36,34.48,90.04,64.71,0,0,11111.11,0,55.1
31029,127.71,43.03,35.83,40.21,83.37,"null",0,0,0,127.44
31031,201.03,0,75.87,118.82,168.39,0,0,4761.9,0,210.71
31033,297.9,63.66,130.8,104.28,196.92,0,16666.67,10000,10000,257.1
31035,128.3,108.46,83.98,83.03,203.73,"null",0,4166.67,6666.67,142.61
31037,294.95,38.49,53.23,223.49,189.01,"null",0,1206.06,2228.86,287.95
31039,0,180.86,0,0,0,0,0,0,0,0
31041,138.14,12.51,69.41,73.22,80.87,0,0,0,0,141.48
31043,746.94,92.42,74.64,369.74,226.86,0,1298.7,164.2,199.2,595.82
31045,146.1,0,145.8,182.23,191.6,0,0,0,0,161.38
31047,402.96,77.53,61.49,210.63,352.06,0,31036.74,1513.89,1504.52,348.21
31049,0,0,71.48,81.43,0,"null",0,"null","null",0
31051,170.21,0,0,114.81,98.35,0,0,0,0,174.09
31053,170.12,39.45,68.86,146.69,173.24,0,0,0,0,170.12
31055,258.56,142.73,60.86,231.41,234.19,1094.71,1075.72,1284.97,1243.79,264.07
31057,168.92,0,153.76,69.44,74.02,"null","null",0,0,137.36
31059,115.34,21.94,64.7,25.05,25.92,0,0,9523.81,9523.81,82.26
31061,108.99,0,105.43,46.88,82.96,"null","null",0,0,164.65
31063,175.44,0,44.94,165.29,339.44,"null",0,0,0,213.55
31065,34.93,0,50.13,47.62,71.74,"null",0,0,0,60.12
31067,179.04,136.05,66,85.04,129.94,0,0,0,0,163.53
31069,390.32,0,59.88,73.21,185.19,"null","null",0,0,390.32
31071,92.56,25.72,23.52,25.39,78.94,"null",0,0,0,94.22
31073,402.82,77.5,61.52,210.6,352.14,"null","null",10500,8442.34,348.33
31075,0,0,0,0,0,"null","null","null","null",0
31077,92.56,25.73,23.52,25.39,78.9,"null",0,0,0,94.22
31079,391.45,98.96,143.92,259.68,300.1,1449.28,3174.6,2008.93,1956.98,346.96
31081,87.41,20.05,111.28,140.98,89.76,0,0,4545.46,5555.56,156.33
31083,48.9,122.95,119.28,124.4,84.6,"null",0,0,0,49
31085,0,0,0,0,0,"null",0,0,0,0
31087,238.24,0,166.04,242.25,205.98,"null",0,0,0,208.69
31089,145.11,14.23,22.18,56.32,74.32,"null",0,0,0,148.08
31091,0,184.16,0,0,0,"null","null","null","null",0
31093,0,0,0,0,0,"null",0,0,0,0
31095,291.81,32.96,44.09,82.2,207.31,"null",0,0,0,269.53
31097,81.2,31.1,87.33,65.09,53.5,"null",0,0,0,79.13
31099,75.41,78.82,64.55,50.4,117.18,"null",0,0,0,93.19
31101,166.38,81,61.23,120.97,156.33,133672.7,12343.33,2848.85,3711.5,149.54
31103,45.88,298.1,130.99,52.88,69.91,"null","null","null","null",43.12
31105,45.81,142.98,87.19,176.54,236.9,"null",0,0,0,338.72
31107,61.88,31.25,81.13,131.27,129.57,"null",0,0,0,100.58
31109,282.13,87.56,87.82,139.72,184.81,1546.56,1992.26,2038.49,1535.64,215.95
31111,454.68,120.86,139.7,137.45,250,2690.21,2759.31,2120.35,1999.09,352.61
31113,453.81,120.92,139.64,137.61,250.35,"null",7956.67,3400,3836.25,351.81
31115,92.46,25.71,23.54,25.39,78.94,"null","null","null","null",94.18
31117,0,0,0,0,0,"null","null",0,0,0
31119,418.93,81.24,75.89,195.44,463.02,1197.6,3729.07,1092.9,1863.35,292.71
31121,142.67,66,54.12,50.48,87.13,"null",0,0,0,102.71
31123,166.94,146.8,138.2,44.12,155.48,"null",0,0,0,176.52
31125,142.68,66,54.12,50.49,87.12,"null","null",0,0,102.72
31127,150.34,0,140.65,148.21,111.27,0,0,1408.45,0,189.96
31129,0,0,0,0,0,"null",0,0,0,0
31131,187.3,33.84,17.82,95.78,89.6,0,0,1176.47,0,154.97
31133,81.2,0,87.34,65.08,53.51,"null","null",0,0,79.14
31135,166.41,0,0,120.95,156.35,"null",25940,2881.11,6442.5,149.57
31137,489.75,36.91,87.81,69.88,217.22,"null",0,3333.33,0,616.69
31139,84.12,87.92,30.8,103.82,149.04,"null",13485,3349.38,3818.57,52.48
31141,294.89,77.6,51.09,96.78,151.94,0,1918.98,2927.69,2594.94,287.97
31143,31.29,138.5,55.68,64.39,60.68,"null",0,0,0,42.14
31145,0,56.67,0,0,0,0,0,0,0,0
31147,152.03,58.78,94.61,181.65,129.25,0,0,0,0,152.03
31149,452.49,0,71.02,86.43,95.6,"null","null",0,0,315.93
31151,485.44,53.49,30.38,48.33,157.63,0,0,4000,9517.05,306.52
31153,121.55,25.43,38.91,98.76,135.46,506.11,782.59,497.88,545.87,133.25
31155,704.66,61.02,52.87,72.67,113.88,0,0,7692.31,0,496.71
31157,441.9,91.36,99.96,196.93,232.56,0,11795.63,1829.26,1881,370.78
31159,172.81,10.98,47.29,75.44,207.75,0,0,1250,2370.69,189.88
31161,492.29,492.73,372.75,473.25,462.58,"null",0,0,0,470.22
31163,92.57,77.46,0,25.38,78.93,"null",0,0,0,94.23
31165,0,0,0,0,0,"null","null",0,0,0
31167,84.11,87.91,30.81,103.84,149.02,0,2303,1365,1501.29,52.48
31169,133.2,69.78,45.83,50.55,63.54,0,0,0,0,100.7
31171,0,0,0,0,0,"null","null","null","null",0
31173,328.2,77.32,349.14,166.62,290.43,0,0,0,0,388.88
31175,92.55,25.73,23.52,25.39,78.93,"null",0,0,0,94.23
31177,141.74,75.15,19.99,28.24,93.46,0,2736.53,952.53,952.53,149.36
31179,0,29.52,65.22,0,0,0,0,0,0,0
31181,230.63,34.83,120.15,87.72,109.12,"null",0,4761.9,0,180.1
31183,92.61,25.72,23.53,25.39,78.93,"null","null","null","null",94.28
31185,264.28,37.53,62.93,182.96,185.49,0,0,0,0,256.37
32001,318.18,121.38,226.53,294.78,359.62,1280.41,699.3,497.51,389.86,259.79
32003,307.57,204.57,143.01,313.08,314.96,1117.43,1347.09,1105.12,965.34,328.19
32005,221.38,378.31,171.58,248.96,252.59,1790.63,2040.82,684.93,1111.11,267.08
32007,337.31,300.44,185.52,212.94,303.98,495.05,2102.1,611,2096.27,334.84
32009,3913.89,0,0,557.34,816.74,"null","null",100000,25000,214.59
32011,300.08,165.02,309.16,293.83,346.89,"null",0,0,0,371.2
32013,421.87,251.7,209.15,298.21,477.73,1724.14,1369.86,675.68,1020.41,416.97
32015,254.65,494.13,168.54,203.93,647.16,0,0,0,0,322.2
32017,2948.4,0,0,0,321.13,0,0,27544.91,0,1926.56
32019,180.32,234.15,123.83,366.96,326.89,5128.2,1047.12,192.68,636.13,263.07
32021,764.19,137.36,229.89,500.38,626.44,3061.22,1693.12,4411.77,3405.87,732.86
32023,593.18,167.97,105.31,109.71,310.1,0,435.23,529.8,519.68,464.18
32027,312.76,744.42,238.52,346.26,292.52,25000,0,0,0,312.76
32029,283.75,0,0,0,159.19,0,0,0,0,202.73
32031,352.98,287.59,181.17,359.36,350.82,2084.45,2642.48,2025.07,1582.66,304.38
32033,312.45,65.66,190.08,204.49,232.98,0,0,0,0,308.57
32510,512.85,0,112.6,233.55,295.61,329.49,340.53,1535.31,1220.21,435.32
33001,281.19,143.45,84.4,135.53,131.24,0,769.23,330.03,434.78,237.52
33003,187.76,73.39,110.23,123.67,160.59,0,1666.67,534.76,1692.31,181.47
33005,265.94,40.03,57.25,193.05,195.37,1027.4,1809.96,2988.51,2608.4,231.04
33007,187.19,59.39,37.59,118.41,156.59,0,0,961.54,621.12,161.83
33009,199.93,68.13,69.66,115.4,139.77,0,1135.44,211.42,262.12,225.5
33011,201.07,91.42,78.75,164.92,219.39,837.26,1237.77,847.08,1113.07,218.48
33013,158.22,78.02,62.85,175.35,170.46,334.45,5199.31,812.46,1413.13,209.23
33015,149.6,48.02,47.58,86.03,106.53,801.6,2385.01,1034.13,1200.8,159.84
33017,251.99,74.25,49.51,78.72,148.8,716.85,2757.35,2412.65,3286.21,233.21
33019,291.17,70.37,98.98,146.02,179.46,0,1298.7,425.53,755.49,296.02
34001,491.44,185.52,166.47,443,621.14,1845.35,1531.03,1470.33,1311.24,618.41
34003,131.81,46.39,44.12,165.07,116.87,1516.38,928.41,858.23,820.36,123.09
34005,171.91,65.04,75.07,130.6,170.85,508,515.95,517.53,538.91,174.58
34007,442.18,76.63,94.14,383.92,445.83,1587.33,1554.87,1329.27,1110.89,396.38
34009,412.31,86.86,140.54,314.87,291.48,1936.29,2093.1,1431.36,1682.38,398.77
34011,544.62,114.1,156.62,488.37,472.92,1908.9,1257.27,1223.27,1098.56,532.73
34013,399.66,197.23,199.91,343.18,336.01,733.57,798.96,632.15,683.61,286.19
34015,183.24,58.54,45.31,151.15,150.56,839.4,1110.38,636.41,759.92,210.1
34017,240.5,139.61,108.1,225.27,369.24,1107.41,1852.13,1378.92,1611.21,280.25
34019,92.37,58.77,54.58,100.94,111.71,1202.13,693,816.66,849.98,111.57
34021,314.96,143.16,133.66,532.8,370.3,1721.37,1412.85,974.28,1377.78,399.62
34023,158.49,47.89,59.07,202.48,197.69,1434.45,994.76,639.17,672.96,200.26
34025,169.86,104.88,101.74,176.63,272.14,1302.7,1791.21,1215.01,1136.33,195.46
34027,93.09,36.21,51.22,99.31,80.14,950.74,911.14,689.89,931.36,118.94
34029,187.22,82.16,60.14,144.31,120,1758.15,1079.85,1017.08,1035.35,151.76
34031,313.52,126.05,120.33,533.76,553.06,2075.89,2009.24,1503.1,1217.19,320.35
34033,795.9,114.63,233.89,570.62,626.88,3260.68,2441.96,2471.64,2666.81,639.07
34035,97.12,41.76,49.83,137.05,121.76,1344.29,835.85,333.98,437.71,105.52
34037,155.8,28.06,57.42,170.42,138.16,2604.76,1953.49,891.6,1105.26,151.15
34039,215.36,83.55,58.85,278.15,264.12,938.75,1162.57,586.66,858.36,290
34041,171.44,55.5,45.14,223.1,185.96,2500,2892.66,704.93,911.22,187.92
35001,598.02,128.37,93.44,283.98,353.53,1474.08,1541.35,2074.2,2074.2,598.02
35003,251.26,782.47,191.96,160.3,79.19,0,0,0,0,241.46
35005,666.33,174.08,170.3,252.41,454.61,1341.46,3748.73,1222.49,954.76,617.98
35006,0,0,0,106.5,0,0,0,0,0,0
35007,609.07,215.18,73.03,163.2,333,7777.78,0,0,0,525.82
35009,769.02,62.39,137.95,187.88,599.72,750.14,1424.43,2073.73,2150.8,896.44
35011,813.01,0,0,334.66,468.92,"null",0,0,0,813.01
35013,357.8,121.24,59.42,160.87,313.81,454.89,1483.17,583.88,1033.15,399.37
35015,740.35,104.42,189.4,241.35,436.95,1401.87,1262.06,1814.88,1692.14,656.2
35017,422.18,59.99,99.68,161.18,286.67,0,0,1036.27,0,383.48
35019,304.98,786.52,356.75,295.76,3326.96,0,0,70769.23,70769.23,14496
35021,0,0,0,0,0,0,0,0,0,0
35023,1056.8,420.17,312.33,121.38,393.51,"null",0,37500,37500,1056.8
35025,736.34,211.47,175.85,320.84,371.23,1990.39,2908.86,2177.65,1509.13,702.58
35027,1134.18,0,67.96,120.65,47.75,2564.1,2380.95,6862.74,2268.04,734.43
35028,200.02,20.76,25.51,44.63,96.92,0,0,1574.8,0,156.29
35029,810.26,0,0,96.5,572.49,1427.76,3213.05,5113.64,2681.99,237.22
35031,366.19,88.59,212.27,374.88,97.86,1123.6,700.28,250,299.4,501.42
35033,517.61,0,176.49,147.98,407.44,"null",0,1399,1399,495.13
35035,603.52,59.93,81.87,167.43,374.34,328.24,679.24,1075.88,1488.47,570.89
35037,1089.59,77.81,117.4,428.59,643.32,0,4421.77,3296.7,5882.35,680.15
35039,570.74,35.99,24.02,183.63,120.7,0,1162.79,1136.36,1136.36,473.61
35041,715.25,74.72,140.57,368.11,441.83,2857.14,919.38,970.87,1159.79,646.46
35043,231.59,100.87,125.21,167.69,123.33,0,581.96,420.36,675.32,195.23
35045,724.65,83.52,140.09,367.77,575.2,1968.5,2578.8,1963.53,2583.19,692.55
35047,517.67,83.38,84.74,327.94,407.46,0,0,318.56,318.56,495.01
35049,270.01,213.62,81.27,260.98,473.48,259.07,3200,1048.62,2257.34,288.57
35051,797.19,214.36,193.66,281.49,416.05,0,3809.52,4615.38,6428.57,514.93
35053,426.25,120.01,116.16,127.01,277.59,0,13888.89,1307.19,5371.09,406.11
35055,375.8,91.39,40.78,153.55,128.8,0,0,0,0,315.58
35057,377.71,359.83,0,242.67,3147.46,26250,80357.14,13375.8,13375.8,377.71
35059,454.55,144.61,99.22,185.11,216.11,"null","null",0,0,373.45
35061,431.15,55.82,207.53,96.86,266.02,451.61,255.72,734.21,490.88,380.67
36001,355.2,148.39,149.66,285.5,357.86,1919.08,1937.46,1697.89,1238.41,260.84
36003,178.57,38.38,51.62,105.03,157.89,1048.39,1910.83,4850.75,3165.74,290.3
36007,378.86,48.47,53.83,171.7,275.79,1755.01,3389.83,2053.69,2340.03,344.98
36009,201.68,49.53,63.08,144.62,203.77,735.29,2605.86,2886.84,3102.08,184.54
36011,361.13,49.52,69.59,119.06,171.19,556.3,913.41,553.1,1013.51,332.31
36013,304.38,61.89,85.27,118.25,252.61,1193.32,2612.89,2565.13,2736.69,285.03
36015,361.4,49.13,101.01,216.91,344.17,676.25,2162.16,2556.47,2556.47,361.4
36017,326.53,37.46,57.95,88.6,147.02,0,944.44,6703.91,5449.83,286.33
36019,294.31,62.15,44,82.51,209.08,300.59,235.94,584.04,586.96,255.39
36021,258.24,58.94,79.28,255.36,276.65,2388.85,2608.27,1759.93,2187.1,264.07
36023,214.56,42.24,69.72,104.41,197.62,963.02,2083.33,2687.41,2124.06,196.01
36025,263.72,37.15,47.41,74.54,138.07,516.61,744.05,455.24,606.8,243.31
36027,136.42,88.51,51.88,142.02,165.61,749.27,657.89,409.58,542.55,144.64
36029,206.64,82.95,77.61,139.48,244.86,735.42,1061.99,761.21,782.02,222.19
36031,238.99,49.94,55.03,74.3,77.83,170.07,555.56,1139.6,1008.65,229.48
36033,330.23,67.64,82.77,137.53,179.63,95.69,480.77,315.35,257.55,297.87
36035,310.14,44.13,57.56,143.46,339.79,0,758.35,1758.5,1469.25,287.09
36037,175.45,45.7,59.14,141.93,173.05,1411.04,2525.25,781.25,1130.11,170.63
36039,143.1,55.36,55.53,143.15,137.22,824.74,354.61,365.11,362.4,135.47
36041,135.82,0,0,92.54,85.94,0,0,0,0,118.5
36043,62.9,29.73,46.3,85.27,121.71,4647.89,2111.61,697.67,697.67,73.34
36045,169.41,78.32,78.18,129.55,200.49,224.82,795.44,634.29,808.69,169.7
36049,188.96,15.08,64.55,119.3,186.46,0,3571.43,571.43,879.92,191.67
36051,240.03,74.54,70.77,164.01,168.69,345.72,295.86,1602.56,1389.85,247.09
36053,193.52,57.61,102.13,113.19,233.63,1176.47,1050.9,1493.78,517.93,211.49
36055,269.7,55.43,61.76,178.02,282.71,923.81,1264.29,1038.42,1133.75,271.95
36057,568.06,58.7,90.56,354.17,361.57,12820.51,6220.51,3581.27,4276.83,492.17
36059,140.53,74.66,82.93,204.74,161.52,1547.98,666.07,662.57,676.46,161.37
36061,194.17,256.12,159.81,351.99,277.29,686.38,591.55,451.74,525.17,210.3
36063,228.26,85.26,79.75,147.22,250.06,1008.74,1954.4,1699.88,2012.4,261.58
36065,250.09,51.41,75.29,175.83,300.16,1290.4,1983.09,1822.07,1822.07,256.49
36067,372.19,96.5,83.44,153.49,269.27,939.79,681.9,709.32,732.54,296.88
36069,309.05,78.36,93.86,169.04,252.79,2371.86,2064.51,1972.28,1823.07,306.34
36071,209.58,80.4,102.96,202.65,249.61,1323.99,1395.63,906.33,871.22,202.54
36073,229.41,64.14,117.72,262.69,289.07,1158.97,1138.56,1048.79,1025.39,254.2
36075,184.82,47.87,61.82,108.18,144.52,359.71,1817.92,737.62,1190.48,177.38
36077,165.97,50.95,43.37,83.21,147.26,165.02,995.58,784.31,1123.9,160.81
36079,162.93,21.33,19.76,84.09,117.61,636.04,1998.26,1057.08,1354.79,140.9
36083,194.64,77.48,51.22,97.86,283.24,1287.04,2601.03,1311.43,1543.62,214.67
36087,108.67,51.57,49.9,106.21,123.67,659.99,472.82,340.36,404.85,116.66
36089,213.49,49.69,51.78,88.16,113.69,127.59,80.39,584.8,424.49,170.68
36091,124.09,42.09,64.76,120.76,116.64,2988.95,1808.66,899.97,844.13,119.84
36093,308.06,39.2,62,215.95,334.16,2065.49,2164.84,1442.44,1592.35,309.11
36095,195.69,73.27,73.56,95.14,350.18,1102.94,7886.9,1069.52,1069.52,195.69
36097,206.53,61.41,124.11,138.99,146.82,0,1666.67,1092.9,1379.31,205.47
36099,311.92,42.48,92.19,142.29,242.22,611.11,844.51,1069.18,815.22,264.93
36101,237.23,69.64,69.51,127.74,167.01,578.51,1501.16,1719.9,2666.67,210.76
36103,140.61,48.33,64.25,138.48,151.62,1114.88,1092.23,623.81,801.16,166.59
36105,358.34,46.04,205.3,323.58,342.29,1481.3,1012.87,1101.18,1141.79,312.58
36107,201.26,44.77,80.69,132.39,229.67,3166.5,2441.08,2236.42,2663.23,204.36
36109,88.75,56.2,38.33,79.65,99.74,627.89,775.84,27.56,168.31,90.29
36111,276.42,83.89,85.51,147.85,205.54,760.31,1319.04,1460.2,1354.66,251.03
36113,235.31,100.35,121.46,130.25,191.62,1435.9,3460.21,3242.32,3063.73,236.31
36115,264.65,45.77,105.05,124.27,170.83,315.53,473.72,559.28,1102.09,242.8
36117,177.46,93.37,74.89,135.91,242.93,1435.13,2339.32,1924.98,2068.22,204.73
36119,193.95,80.63,104.55,262.18,189.9,1157.68,811.78,660.3,798.23,202.74
36121,212.75,17.66,21.75,89.22,168.9,110.68,84.66,44.98,53.47,198.33
36123,263.49,25.53,138.61,294.06,242.6,12962.96,4310.34,2392.34,2577.32,262.73
37001,372.31,86.31,47.13,166.41,248.37,598.46,663.35,1051.11,908.94,327.24
37003,320.7,40.82,97.62,72.69,115.5,132.45,291.55,1207.12,843.61,245.56
37005,402.99,40.22,35.82,149.3,466.23,1186.44,10606.06,5217.39,4166.67,314.63
37007,267.96,29.03,69.98,162.25,334.76,302.22,551.14,353.76,659.1,340.43
37009,913.98,300.6,37.73,82.71,119.89,0,3604.19,17469.88,16348.09,632.42
37011,301.26,0,0,96,59.05,0,159.74,135.5,139.66,221.18
37013,298.79,40.93,67.95,200.83,293.09,403.22,752.46,486.52,621.46,276.39
37015,0,41.66,42.8,0,0,0,0,0,0,0
37017,314.1,167.17,78.76,218.87,283.76,365.76,591.11,572.45,511.05,314.47
37019,365.81,40.36,56.59,136.55,210.5,312.45,703.34,1213.79,1244.55,410.74
37021,257.73,93.43,86.36,134.88,181.37,754.03,1178.12,894.23,1096.24,246.63
37023,316.54,0,40.25,67.28,72.52,337.92,344.85,679.04,1124.59,228.75
37025,300.9,39.35,63.46,141.54,169.61,821.16,845.96,728.42,769.12,263.93
37027,228.76,87.21,58.73,114.62,214.18,520.33,1698.34,1589.02,2263.08,213.1
37029,235.72,20.25,83.27,182.34,277.99,612.98,1174.77,1941.19,1443.72,405.16
37031,329.89,74.68,64.45,65.35,210.19,226.44,901.54,1083.28,974.47,292.86
37033,3.47,112.5,31.89,93.88,173.53,152.78,399.03,457.49,381.42,3.47
37035,263.31,62.93,54.46,123.21,124.25,593.8,791.91,982.19,985.06,223.21
37037,109.63,10.74,57.58,95.33,100.31,308.03,350.75,271.54,252.79,98.81
37039,441.08,119.07,115.29,159.04,183.86,1296.19,1353.01,3076.92,2137.55,563.45
37041,256.5,106.79,137.02,282.1,252.22,545.33,595.24,468.46,592.11,268.32
37043,471.7,63.31,91.21,81.32,120.77,0,4651.16,2739.73,3278.69,339.2
37045,428.56,116.66,81.18,159.67,212.84,539.55,713.53,960.25,763.75,167.85
37047,399.6,0,86.77,156.28,284.77,388.7,291.02,776.2,561.05,367.24
37049,382.61,83.89,70.5,124.51,212.78,359.76,643.86,785.41,747.13,329.49
37051,323.29,103.75,86.54,147.73,179.45,338.85,339.95,651.14,493.67,261.52
37053,185.33,94.65,98.94,103.32,131.3,299.79,254.3,388.35,952.38,199.05
37055,344.11,66.96,77.56,248.6,495.6,719.16,2877.7,1709.4,2436.61,366.71
37057,229.61,53.9,55,128.75,202.18,606.59,1012.49,911.16,911.16,229.61
37059,172.27,0,38.95,70.19,122.63,370.83,530.79,561.48,771.35,215.26
37061,366.06,38.39,69.49,159.57,212.72,273.63,459.78,577.2,566.43,324.83
37063,242.81,107.51,120.01,227.33,272.43,494.13,632.55,530.2,632.01,234.81
37065,491.09,86.78,108.08,204.74,416.71,430.94,671.11,822.05,938.62,473.17
37067,305.88,93.48,92.89,193.87,334.17,651.89,1080.99,673.74,676.54,342.05
37069,330.46,95.81,75.65,46.32,254.15,277.91,574.96,837.12,750.63,279.77
37071,292.11,53.01,72.77,159,253.08,541.19,772.32,876.53,876.9,301.95
37073,0,39.87,0,0,0,0,0,0,0,0
37075,130.6,25.34,39.5,124.68,120.37,"null",0,0,0,130.6
