"county","jail_2014","jail_1970","jail_1980","jail_1990","jail_2000","black_1990","black_2000","black_2014","black_2010","jail_2010"
19021,196.66,0,62.6,53.27,138.71,0,1754.39,1129.94,800.84,169.39
19023,134.2,0,0,30.97,100.88,0,0,0,0,108.01
19025,33.43,24.88,72.83,21.26,69.02,0,0,0,0,50.69
19027,55.69,16.16,10.19,41.14,88.59,0,5263.16,2439.02,2439.02,72.45
19029,197.51,31.12,45.9,96.69,212.61,0,5869.56,4444.44,4743.59,177.17
19031,155,39.21,17.25,94.8,144.11,0,23188.41,4109.59,14473.68,228.72
19033,267.1,43.79,28.61,88.72,177.01,1234.57,1418.44,2050.11,1728.11,235.12
19035,138.43,20.07,35.15,38.45,89.15,0,0,0,0,114.22
19037,53.17,49.3,34.28,58.92,49.87,0,0,0,0,52.66
19039,295.76,114.03,37,73.02,141.02,"null",0,15000,15000,299.93
19041,127.81,63.92,43.73,64.01,80.37,0,0,1075.27,1492.54,57.62
19043,128.52,0,36.32,26.83,48.43,0,0,0,0,105.26
19045,140.96,56.93,70.47,114.91,159.42,585.59,1983.47,471.7,608.47,143.28
19047,83.5,45.92,29.11,53.76,104.72,0,1010.1,471.7,595.24,102.65
19049,37.23,33.27,12.95,84.39,107.38,0,0,122.4,214.84,51.91
19051,135.92,147.4,36.71,28.79,138.46,"null",0,0,0,144.01
19053,56.78,50.83,55.12,73.97,63.5,0,0,0,0,42.12
19055,54.63,69.74,34.18,31.83,55.61,0,0,0,0,60.2
19057,213.61,50.6,39.76,72.4,179.05,614.97,917.43,733.33,771.26,210.98
19059,126.56,40.17,20.61,72.02,86.96,0,0,0,0,90.01
19061,194.1,1.95,22.13,60.29,110.68,1486.99,2777.78,1513.51,1417.3,180.07
19063,31.62,12.23,36.4,32.02,122.19,0,0,0,0,77.5
19065,148.32,13.03,27.13,49.28,149.23,0,2063.49,2057.61,3240.74,151.63
19067,61.61,25.72,23.44,77.74,178.52,0,3571.43,1226.99,1279.53,71.95
19069,0,12.91,47.7,0,0,0,0,0,0,0
19071,92.94,36.87,43.03,21.42,163.43,"null",0,0,0,110.86
19073,126.72,0,27.94,56.43,125,0,12500,2941.18,6250,110.72
19075,66.52,11.93,40.74,31.81,45.85,"null",0,2040.82,0,60.11
19077,138.76,87.54,34.09,78.63,99.41,0,0,0,0,118.53
19079,73.84,0,0,0,0,0,0,1470.59,0,0
19081,87.68,0,0,40.88,99.25,0,0,0,0,75.04
19083,139.83,0,53.34,58.99,70.16,0,4950.5,1195.22,2272.73,318.83
19085,88.38,54.68,51.47,39.61,90.5,0,0,0,0,101.15
19087,123.13,18.33,52.13,63.09,67.75,0,449.74,921.66,927.39,102.36
19089,53.38,15.99,15.48,66.04,68.55,0,0,0,0,58.82
19091,51.17,69.3,55.96,61.51,151.27,0,25000,5882.35,5882.35,80.36
19093,166.71,0,0,47.09,99.32,"null",0,0,0,166.51
19095,9.7,22.51,22.99,64.62,107.56,0,0,7792.21,0,176.74
19097,65.65,0,27.92,40.09,51.81,0,6250,2941.18,2941.18,67.43
19099,123.67,28.37,23.33,58.57,126.97,0,0,166.11,0,117.09
19101,109.9,41.53,23.34,58.94,110.83,0,0,0,0,138.03
19103,97.46,40.34,38.04,74.36,106.41,0,0,0,0,97.46
19105,99.58,8.57,31.04,49.13,110.81,0,0,724.64,932.84,108.4
19107,31.82,25.82,39.7,69.3,140.57,0,14285.71,2631.58,2777.78,59.5
19109,120.4,0,0,16.86,78.01,0,0,0,0,126.53
19111,195.96,0,0,97.38,210.48,275.48,659.25,682.59,332.96,158.34
19113,158.65,66.89,40.05,84.71,106.13,1420.87,2310.92,1955.08,2085.44,158.12
19115,177.38,48.72,48.53,96.85,119.72,0,6015.04,3296.7,4285.71,162.72
19117,35.06,0,0,82.86,160.14,"null",0,0,0,35.06
19119,100.27,13.54,31.38,50.09,186.94,"null",0,0,0,127.96
19121,82.31,0,32.09,45.87,130.61,0,0,0,0,85.23
19123,147.71,67.92,60.49,69.29,194.24,0,2361.11,796.81,836.82,152.66
19125,170.5,6.36,23.47,68.4,86.85,0,2061.86,1398.6,1398.6,143.15
19127,318.19,4.08,61.34,70.47,160.65,0,1317.52,3454.23,5753.97,474.1
19129,103.11,0,70.82,71.45,87.36,0,0,0,0,100.64
19131,47.51,0,0,16.15,62.09,"null",0,0,0,137.49
19133,264.35,0,46.34,57.09,162.18,0,0,0,0,238.25
19135,162.17,133.49,112.53,72.06,250.31,0,0,0,0,154.76
19137,63.02,0,65.62,63.16,184.97,0,0,0,0,83.91
19139,533.74,46.17,32.94,109.33,422.44,0,3468.21,5535.06,8527.13,245.93
19141,189.55,0,0,20.48,74.75,0,0,3076.92,7267.44,158.74
19143,79.3,0,76.18,85.41,135.24,"null",0,0,0,84.99
19145,80.99,145.8,70.21,89.22,130.25,0,627.38,283.29,335.28,94.58
19147,90.56,13.24,12.99,38.96,68.5,0,0,0,0,87.98
19149,109.71,21.2,14.63,42.02,108.89,0,0,1923.08,3492.65,152.61
19151,118.04,56.52,35.28,44.98,96.78,"null",0,0,0,104.61
19153,272.76,66.5,57.25,81.46,212.63,637.57,1596.94,1422.87,1217.53,243.18
19155,270.6,0,61.19,70.65,136.51,1104.8,4796.41,1845.02,4123.98,266.54
19157,192.34,17.71,19.38,26.74,60.48,0,1242.24,1376.15,1305.29,130.21
19159,466.12,27.09,55.51,99.27,111.36,"null",0,0,0,359.99
19161,33.43,56.75,19.09,21.27,69.02,"null",0,0,0,50.69
19163,258.96,71.54,52.55,126,219.49,1172.14,1794.87,1509.87,1540.44,249.05
19165,113.22,23.59,34.41,63.46,119.76,0,0,0,0,119.63
19167,82.76,0,30.21,47.02,56.84,0,3079.71,775.19,1234.57,84.28
19169,102.66,20.69,27.7,64.8,76.71,147.37,561.8,746.27,801.56,113.3
19171,139.81,0,0,0,172.6,0,3265.31,4054.05,4358.35,152.41
19173,106.75,40.41,29.71,46.24,146.88,"null",0,0,0,86.09
19175,115.22,13.14,96.23,92.43,130.14,0,0,1219.51,0,120.44
19177,111.56,83.13,103.01,90.66,133.53,"null",0,5555.56,0,92.57
19179,415.73,51.92,60.29,62.21,0,0,881.06,588.24,536.19,264.37
19181,71.66,55.48,34.87,59.15,76.78,1960.78,1190.48,675.68,675.68,69.09
19183,207.48,0,26.17,100.44,208.03,0,0,0,0,205.07
19185,544.81,63.65,88.93,57.53,108.14,"null",0,0,0,381.5
19187,201.64,81.6,63.8,128.38,171.57,0,710.27,1100.63,997.45,201.16
19189,76.37,0,25.24,27.74,82.59,0,0,970.87,0,78.71
19191,64.62,39.26,7.09,54.09,53.42,0,0,680.27,0,66.71
19193,345.27,104.41,46.15,184.78,265.68,1077.38,2337.47,1178.13,1720.54,311.38
19195,84.07,57.89,55.07,64.49,158.66,0,5882.35,2857.14,5882.35,98.51
19197,142.99,80.04,32.37,31.86,55.06,0,0,0,0,133.1
20001,575.04,11.91,58.08,159.7,261.56,1855.51,962.57,555.56,555.56,575.04
20003,697.47,0,0,0,217.5,0,0,2439.02,0,515.79
20005,546.29,61.61,36.57,121.19,213.55,423.08,462.16,2702.7,2586.21,513.01
20007,133.33,0,0,79.51,42.94,0,0,0,0,121.16
20009,542.12,38.16,104.99,183.25,220.27,5844.75,2078.61,1013.51,1064.33,446.89
20011,497.57,33.9,206.29,278.1,348.92,1333.33,1677.49,581.4,1097.18,451.71
20013,403.56,78.37,86.62,180.06,406.89,3431.37,9747.02,980.39,2789.12,377.1
20015,313.86,59.66,56.21,85.8,15.64,988.97,1063.83,2420.86,3822.31,425.08
20017,3111.65,0,0,0,2788.2,0,80000,37142.86,50694.45,3316.63
20019,440.31,76.89,92,177.07,268.6,0,0,0,0,346.42
20021,540.09,109.72,59.43,97.91,209.24,0,8116.88,3007.52,6944.44,404.5
20023,0,0,0,0,0,"null","null","null","null",0
20025,160.38,60.83,66.23,105.5,437.32,"null",0,0,0,128.76
20027,140.28,18.02,17.78,237.76,229.84,0,0,0,0,246.53
20029,478.72,39.93,63.16,156.3,409.39,0,8620.69,1587.3,4464.29,410.26
20031,245.01,123.85,133.03,160.56,163.28,0,6250,1666.67,2380.95,254.16
20033,0,0,0,0,0,"null",0,0,0,0
20035,404.59,71.72,152.14,237.5,308.8,858.37,1660.11,1772.15,1631.81,388.74
20037,295.62,46.67,15.27,84.19,352.25,943.4,3726.71,3418.8,3053,318.21
20039,303.21,37.38,53.23,141.18,156.33,"null",0,7142.86,0,252.38
20041,216.05,96.69,79.02,177.17,67.95,7692.31,5164.32,621.12,1165.25,234.54
20043,332.36,95.47,25.03,61.11,124.66,0,0,1829.27,1829.27,268.1
20045,163.63,75.03,67.31,88.32,108.96,797.17,896.45,695.61,891.67,175.91
20047,221.61,38.57,70.4,105.06,204.65,"null",0,0,0,232.84
20049,132.98,0,0,183.91,199.49,"null",0,0,0,118.69
20051,309.79,24.55,56.56,78.69,102.75,2857.14,860.22,1685.39,1685.39,243.27
20053,333.89,85.35,63.75,120.48,160.99,0,0,309.6,566.34,291.04
20055,409.34,89.2,147.39,204.34,299.37,1484.38,1369.05,2203.86,2203.86,437.34
20057,534.35,7.39,57.28,146.74,323.17,1045.75,2295.92,1230.77,1505.94,453.79
20059,302.76,34.53,13.27,179.65,290.49,0,1705.43,711.74,714.29,333.34
20061,463.02,166.71,101.84,329.65,405.66,324.84,564.3,954.81,837.71,432.99
20063,357.46,527.37,173.77,26,81.81,"null",0,0,0,266.38
20065,601.6,37.48,41.29,49.43,343.64,0,9706.96,1492.54,2380.95,514.71
20067,549.34,82.85,48.87,40.75,340.2,"null",28571.43,13333.33,13333.33,509.43
20069,539.06,0,59.25,172.8,503.74,0,89973.33,5257.27,5257.27,500.46
20071,264.2,0,0,0,0,"null","null",0,0,0
20073,509.73,116.5,219.02,338.75,416.76,220000,15277.78,5263.16,5263.16,509.73
20075,367.65,0,0,186.51,826.36,0,10000,11111.11,12500,381.74
20077,497.22,22.13,62.4,265.31,132.99,276470.6,31764.71,13333.33,13333.33,347.72
20079,374.04,73.36,87.56,134.14,236.81,1405.75,3519.93,894.85,2166.28,346.74
20081,188.32,45.15,64.12,115.99,384.85,"null",25000,12500,20000,210.24
20083,261.32,0,0,113.45,109.29,0,0,0,0,261.55
20085,569.9,0,0,122.38,510.12,0,28571.43,4545.46,9337.35,551.25
20087,240.54,0,35.94,66.64,367.36,0,19444.44,1960.78,3431.37,256.03
20089,228.18,0,0,42.77,93.2,"null",0,0,0,185.5
20091,176.66,23.83,31.05,139.15,160.95,1111.59,1673.74,732.85,1157.73,216.18
20093,165.98,0,148.29,258.12,245.64,0,0,0,0,176.41
20095,256.57,19.81,25.73,92.87,190.25,33333.33,14285.71,4545.46,6250,168.24
20097,1245.33,40.75,81.14,240.96,343.47,0,33333.33,18181.82,18181.82,1208.46
20099,313.36,156.04,86.58,232.74,418.45,1112.93,1680.67,891.53,1958.04,373.87
20101,198.02,62.42,107.89,75.36,233.83,"null",0,0,0,153.59
20103,383.98,87.28,4.91,0,81,906.05,2593.07,6091.64,5397.11,611.46
20105,429.65,0,0,51.26,144.51,"null",0,12500,12500,314.59
20107,293.66,46.02,42.41,59.93,262.76,0,0,1886.79,0,230
20109,57.9,236.29,170.31,126.42,55.65,0,0,0,0,57.9
20111,521.96,150.47,88.42,154.18,466.46,1326.12,4234.53,2545.97,2604.92,574.3
20113,147.24,66.9,37.41,91.22,181.48,0,0,917.43,917.43,146.7
20115,108.46,0,0,46.42,59.09,0,0,0,0,103.59
20117,334.73,27.49,84.93,148.71,160.78,"null",0,0,0,282.3
20119,539.12,0,59.25,172.82,503.8,"null",39349.33,2108.5,2108.5,500.47
20121,162.07,36.05,73.19,134.49,153.77,771.35,1797.39,1038.06,1038.06,168.25
20123,287.13,66.49,114.38,137.19,363.72,0,0,4761.9,0,643.34
20125,678.87,86.03,84.42,209.41,324.29,887.92,1891.07,2175.44,2069.26,582.22
20127,175.8,55.93,49.07,108.23,153.03,0,0,0,0,189.29
20129,420.83,185.36,90.58,113.1,100.68,0,0,0,0,311.55
20131,202.02,48.21,70.51,80.36,164.62,5000,3151.26,3333.33,4152.82,176.41
20133,357.75,37.26,73.52,179.23,270.23,0,3153.15,1117.32,4239.77,475.01
20135,167.41,36.51,93.91,45.81,274.31,"null",0,0,0,169.01
20137,81.86,293.61,70.3,113.7,132.87,0,0,0,0,101.02
20139,209.35,94.42,81.23,118.41,180.83,0,4347.83,1123.6,1694.92,231.12
20141,225.84,0,0,54.92,421.25,"null",141666.7,66666.66,66666.66,340.1
20143,765.17,87.64,155.17,117.98,1401.87,"null",53333.33,7843.14,35897.44,1453.1
20145,196.16,75.64,109.55,115.12,175.67,561.8,361.97,680.27,626.57,188.36
20147,120.81,22.59,40.72,82.33,80.63,0,0,0,0,96.18
20149,148.46,240.75,69.98,63.76,110.62,0,1449.28,444.44,546.45,139.89
20151,410.91,117.27,97.05,174.19,285.76,0,1492.54,0,0,348.32
20153,403.77,0,198.68,52.6,69.78,0,0,0,0,307.17
20155,280.4,81.89,116.23,155.69,303.41,811.96,1465.84,425.79,692.21,298.09
20157,147.71,85.25,57.23,87.23,288.49,"null",0,0,0,179.64
20159,477.78,13.65,63.92,118.79,336.37,0,4629.63,819.67,1488.1,539
20161,130.3,54.1,24.75,40.99,86.23,79.12,538.61,311.53,504.42,125.07
20163,225.52,0,44.27,89.85,481.26,0,0,0,0,198.29
20165,0,67.25,0,0,0,"null",0,0,0,0
20167,433.84,17.77,36.93,246.29,391.38,20000,3846.15,1265.82,1724.14,311
20169,635.35,145.74,124.23,180.91,480.9,1054.85,3288.49,2175.39,3876.52,544.44
20171,367.12,77.25,102.09,80.19,145.86,"null",0,5381.54,0,282.46
20173,357.95,96.69,76.66,116.47,343.17,684.62,1505.57,1284.18,1427.76,482.31
20175,430.24,61.43,143.91,252.48,309.79,534.59,1424.5,1655.63,2649.33,464.43
20177,442.74,102.53,94.42,159.78,309.86,774.81,1530.36,1354.63,1396.94,404.41
20179,68.31,0,0,0,171.72,"null",0,0,0,92.84
20181,531.07,21.66,114.36,142.59,305.95,0,0,0,0,416.55
20183,186.57,0,88.52,141.69,260.94,0,0,0,0,179.69
20185,0,29.3,0,0,0,0,0,0,0,0
20187,230.95,373.69,240.96,249.31,2103.01,"null",0,0,0,882.35
20189,169.44,0,34.48,231.33,244.29,0,0,20000,20000,254.17
20191,1022.14,178.62,93.63,220.37,313.15,0,4545.46,16836.73,12426.04,720.24
20193,342.34,88.85,44.43,86.79,159.03,0,0,3389.83,0,287.63
20195,357.46,527.47,173.78,25.99,81.81,"null",0,0,0,266.33
20197,91.12,0,39.15,35.65,122.66,0,0,1851.85,0,191.18
20199,331.49,159.49,180.19,229.31,260.64,"null",0,0,0,329.24
20201,212.51,19.73,21.29,26.62,85.61,0,0,0,0,180.9
20203,367.18,77.25,102.09,80.18,145.84,"null","null",1581.05,0,282.43
20205,672.12,0,0,110.15,612.95,0,14912.28,39583.33,38988.09,862.14
20207,104.22,76.31,187.2,182.56,152.7,0,0,0,0,157.27
20209,320.08,108.04,78.51,214.22,316.47,509.1,656.8,631.91,397.47,220.8
21001,563.24,99.03,198.89,389.14,460.71,1880.94,1971.67,1966.67,1966.67,563.24
21003,544.9,91.76,198.27,192.86,316.28,3166.67,2584.88,1612.9,2631.58,597.11
21005,282.42,52,85,69.97,295.93,705.57,5865.52,4643.96,4643.96,282.42
21007,840.5,40.65,82.63,104.65,1020.98,1547.39,4666.67,2525.25,2799.48,942.51
21009,539.27,96.26,81.42,172.68,328.26,490.48,1169.79,1966.74,1271.01,311.3
21011,724.81,91.24,144.05,579.12,620.74,2318.34,4754.38,1030,3831.59,681.93
21013,389.9,230.48,135.68,222.4,274.54,407.33,723.14,611,1232.03,361.11
21015,310.2,20.03,104.7,209.08,216.82,5323.19,4034.09,1180.36,2011.24,312.28
21017,233.05,88.84,130.41,208.47,223.05,484.23,693.18,1079.19,1079.19,233.05
21019,776.94,95.06,40.59,146.64,356.23,845.84,1065.89,2049.18,1343.41,735.18
21021,1474.05,0,224.76,440.9,698.11,1034.26,2604.97,2973.13,3246.15,1392.24
21023,590.28,47.51,148.24,249.81,473.56,6625,18868.85,10294.05,10998,594.38
21025,1079.35,24.76,71.18,117.23,505.38,0,0,5449.56,8747.62,878.02
21027,1038.59,116.37,80.91,169.1,311.09,760.87,1003.77,7027.67,6708.33,1004.77
21029,516.74,58.81,72.15,120.67,265.17,3333.33,7424.24,4096.83,5410.96,464.76
21031,491.64,87.17,218.31,332.5,382.81,3846.15,1886.79,1724.14,1960.78,524.87
21033,0,165.35,195.44,0,0,0,0,0,0,0
21035,601.34,64.33,54.4,118.58,446.76,339.46,2719.39,2504.17,2847.28,609.91
21037,930.64,47.89,84.28,164.47,277.85,1844.48,7195,7271.84,5879,844.52
21039,499.51,0,102.44,268.01,1693.82,23908.34,101433.1,14974.47,139749.8,3585.82
21041,558.02,120.72,74.96,111.58,547.33,0,2547.5,999.03,1851.47,593.69
21043,821.46,184.1,33.12,166.44,558.67,0,0,13333.33,0,955.14
21045,2030.91,180.79,110.58,179.18,1242.91,0,0,34482.76,36093.75,1970.18
21047,1019.91,30.09,100.11,240.26,1000.02,603.81,2099.43,2210.73,2309.75,1125
21049,284.15,54.15,222.03,280.25,554.34,296.74,1509.05,1204.82,2053.57,770.57
21051,1368.18,231.39,180.28,234.44,518.41,0,0,2155.69,1864.8,1564.03
21053,31.01,40.49,95.3,302.78,172.74,0,0,2380.95,0,62.17
21055,1968.98,39.67,42.31,122.72,306.16,0,3225.81,50684.93,36718.75,1313.77
21057,563.2,172.24,186.71,389.11,460.81,1277.42,1531.93,2096.88,2096.88,563.2
21059,989.21,119.77,113.94,351.25,548.38,2448.04,3717.9,6994.66,6222.78,964
21061,0,18.49,85.71,0,0,0,0,0,0,0
21063,361.45,201.73,0,196.3,294.17,"null",57750,32.76,34.06,371.61
21065,234.07,163.07,101.67,149.54,236.23,"null",0,0,0,219.39
21067,547.59,168.55,240.3,335.13,282.28,1011.25,1106.89,1617.96,1581.84,523.65
21069,590.24,118.55,151.93,249.87,473.48,1344,6499.76,4193.42,2983.33,594.44
21071,561.31,91.42,47.5,115.88,498.32,1474.44,825.33,549.45,549.45,533.95
21073,810.97,53.98,125.52,624.63,771.02,1231.72,2371.89,1755.62,1961.43,832.97
21075,499.51,137.65,276.39,267.98,1693.43,855.78,3427.37,867.42,5275.95,3586.5
21077,0,0,38.9,0,0,0,0,0,0,0
21079,405.99,276.53,157.01,304.92,336.29,1226.33,3699.34,998.31,1588.85,325.91
21081,1828.89,135.36,38.67,285.99,607.97,0,29069.77,18705.04,27407.41,1756.97
21083,457.63,102.44,95.41,227.25,554.31,0,4824.98,2013.42,2896.08,411.77
21085,1294.13,164.36,126.49,397.82,869.62,33333.33,45000,76556.77,73015.88,1312.51
21087,1002.95,155.21,54.42,182.4,548.47,515.99,2835.02,5997.28,5245.94,891.22
21089,519.8,24.9,49.17,173.45,410.27,0,4137.93,1339.29,1456.31,504.05
21091,1038.41,24.22,163.73,115.36,311.12,0,2848.01,12057.79,12840.7,1004.93
21093,723.77,85.37,59.31,205.32,631.24,341.35,1991.81,1567.8,1747.36,830.05
21095,1151.39,364.03,156.62,213.78,380.99,558.94,966.18,1995.56,3890.16,1175.33
21097,233.04,120.47,130.38,208.47,223.05,1291.45,1769.26,2745.66,2745.66,233.04
21099,1197.81,35.67,151.72,476.99,766.26,0,0,3668.26,0,1100.06
21101,1479.44,172.17,146.28,148.96,1014.96,1620.76,4659.67,6802.99,6021.25,1369.82
21103,558.07,90.9,83.37,111.57,547.35,0,1535.39,744.56,1243.15,593.65
21105,499.48,268.89,196.88,268.05,1693.51,1696.49,8261.09,2091.04,12555.76,3585.73
21107,1190.05,154.1,119.6,246.45,536.41,877.29,2892.56,5351.68,5351.68,1190.05
21109,846.79,260.6,120.14,18.3,360.35,"null",0,3030.3,0,706.68
21111,361.05,150.19,131.81,182.17,329.78,742.44,914.48,793.17,1005.96,373.15
21113,491.82,187.92,97.99,218.39,388.97,1518.99,1755.42,646.2,2040.82,623.93
21115,361.46,18.8,68.6,196.43,294.06,1327.27,7173.68,289.02,353.07,371.56
21117,565.44,204.22,105.91,252.9,381.71,938.97,2537.81,3346.53,2465.6,427.97
21119,664,153.03,47.65,111.53,270.19,0,1869.31,681.3,1469.09,631.73
21121,0,115.62,115.9,274.19,0,0,0,0,0,0
21123,1161.77,31.94,119.63,476.51,883.46,3265.31,3105.59,8750,7739.94,1232.8
21125,806.31,206.53,173.65,302.89,761.78,3443.71,4526.75,1917.81,3235.29,773.23
21127,361.33,0,0,196.46,294.08,5686.67,33693.75,424.76,612.76,371.5
21129,1079.33,80.8,71.2,117.25,505.49,0,0,829.66,1111.68,877.9
21131,0,60.78,153.98,143.8,0,0,0,0,0,0
21133,419.22,65.12,133.62,181.86,275.11,1234.57,1666.67,3174.6,3174.6,437.59
21135,716.28,41.77,62.68,143.01,138.12,0,34848.48,12195.12,21969.7,718.83
21137,405.93,151.61,152.04,304.95,336.28,1580.25,4950.86,885.19,1375.55,325.87
21139,821.88,106.93,54.53,83.44,718.82,"null",244025.7,37120.42,68136.25,853.35
21141,650.08,169.48,129.61,179.11,430.97,527.58,2176.1,2559.73,2170.28,644.52
21143,0,52.94,58.68,0,0,0,0,0,0,0
21145,822.12,192.31,67.27,388.31,718.79,1161.87,2426.7,2555.78,2678.25,853.52
21147,474.55,139.06,65.08,209.22,375.45,0,0,0,0,474.55
21149,0,0,50.66,0,0,0,0,0,0,0
21151,454.86,176.46,75.42,214.74,319.66,457.42,3609.34,1268.23,1338.69,434.32
21153,361.41,156.55,161.76,196.42,293.96,16050,29118.75,536.79,1157.69,371.63
21155,1281.13,149,56.58,220.41,762.55,511.76,2274.89,4552.88,4169.22,1223.37
21157,686.19,31.43,84.85,230,701.86,0,54761.9,17757.01,21404.11,763.18
21159,361.53,94.63,133.51,196.46,293.97,"null",8784,17.17,17.78,371.67
21161,590.16,272,148.23,249.88,473.58,277.3,1247.07,997.59,736.38,594.42
21163,733.58,117.67,63.23,145.24,335.02,0,499.5,3205.13,3776.84,738.55
21165,0,85.32,0,0,0,0,0,0,0,0
21167,0,152.11,0,0,0,0,0,0,0,0
21169,539.4,0,81.4,172.67,328.29,1070.59,2735.84,4677.83,3263.77,311.34
21171,279.25,71.08,171.72,213.41,327.14,4566.8,1941.75,3048.78,2627.84,311.3
21173,724.89,192.08,97.68,579.21,620.78,1600.4,2441.77,538.43,1948.33,681.94
21175,361.33,103.81,68.58,196.37,294.02,172.02,416.94,28.65,29.21,371.58
21177,1201.1,78.56,119.6,216.61,396.26,264.14,550.25,3876.58,3115.08,1134.62
21179,412.4,137.13,41.3,259.9,550.91,821.68,1407.74,1145.27,1254.95,439.86
21181,233.07,154.28,130.4,208.45,222.99,3675.15,5991.18,12650.4,12650.4,233.07
21183,410.54,136.81,103.16,274.37,355.7,0,2651.52,591.72,657.89,402.59
21185,217.29,31.78,45.55,166,226.09,814.98,2954.09,714.6,2308.4,155.6
21187,0,66.3,0,0,0,0,0,0,0,0
21189,1079.84,71.79,103.65,117.21,505.34,0,0,4852.94,8329.44,877.94
21191,310.13,34.93,75.99,232.68,216.89,0,12052.04,7868.16,17303.13,312.28
21193,663.91,72.88,72.48,200.26,270.17,437.5,848.6,370.73,733.6,631.69
21195,701.76,175.11,59.04,166.14,317.54,0,3092.01,6544.5,4848.48,617.67
21197,1510.21,201.21,173.74,256.08,342.29,0,0,7142.86,0,1060.45
21199,508.09,28.24,97.34,246.01,428.48,2175.07,2375.3,827.81,2919.71,502.81
21201,232.85,0,130.45,208.58,222.87,"null",32900,32130,32130,232.85
21203,767.05,167.36,85.79,289.2,695.07,0,0,2127.66,3225.81,920.03
21205,594.67,116.54,114.78,274.34,497.85,0,0,1866.67,598.8,588.16
21207,936.94,218.14,85.19,210.97,220.02,0,1839.83,4705.88,4662.7,669.84
21209,259.15,98.49,125.11,241.28,269.09,435.26,3204.6,667.69,604.61,256.72
21211,282.44,69.85,128.56,69.98,295.93,206.56,1483.26,1241.06,1241.06,282.44
21213,2043.32,0,166.48,641.08,1220.08,1642.79,4931.51,3728.81,4867.07,1856.33
21215,282.48,0,0,70,295.9,1304.89,12187.29,7042.09,7042.09,282.48
21217,1002.88,140.21,79.44,182.37,548.38,313.06,1240.21,2085.12,1851.16,891.03
21219,1410.46,173.83,44.27,134.23,313.6,0,901.6,755.29,755.29,960.43
21221,1020.08,79.08,68.39,340.08,135.27,534.76,129.03,5430.68,5596.56,1124.97
21223,558.01,120.7,74.95,111.58,547.2,"null",10091.25,3533.33,7881.81,593.65
21225,491.47,50.42,161.88,250.23,432.61,174.81,959.56,354.82,426.65,502.58
21227,482.71,176.38,135.81,387.73,625.54,1041.67,2978.95,1837.11,2022.32,540.11
21229,1280.96,48.61,56.58,220.4,762.43,537.59,3042.87,6389.07,5764.57,1223.29
21231,1664.27,143.35,77.33,149.4,444.44,0,3220.61,1968.5,1195.22,1004.7
21233,3110.6,53.35,86.94,217.79,797.86,0,0,11750.6,8560.09,2310.81
21235,318.2,116.93,91.29,161.52,274.78,0,0,1219.51,4915.05,246.86
21237,1079.66,126.46,216.76,117.26,505.5,0,0,6445.26,10905.71,877.93
21239,494.87,80.07,124.96,173.25,306.67,596.27,1782.22,3651.99,3283.54,427.56
22001,29.96,113.3,145.16,186.55,492.19,578.72,1637.66,110.71,137.4,99.57
22003,258.38,75.74,155.78,317.32,232.54,495.56,511.7,406.23,373.59,245.77
22005,588.14,104.29,161.46,311.05,449.45,921.65,1252.12,1338.88,1465.91,605.58
22007,416.78,27.69,102.68,252.42,438.85,570.52,1095.27,945.89,954.91,508.2
22009,4499.85,168.75,88.68,1033.53,4326.74,2594.91,7950.05,7943.59,8263.26,4403.48
22011,531.71,138.67,139.4,342.64,406.82,1971.73,1347.69,2184.04,1498.35,564.95
22013,543.1,278.02,221.88,337.37,486.45,549.74,877.83,891.22,806.04,542.32
22015,1392.65,195.28,193.33,221.75,490.98,746.2,1346.68,3730.24,3215.99,1370.77
22017,767.92,232.48,278.42,288.29,601.55,626.2,1092.7,1083.45,1402.14,931
22019,958.09,199.58,151.51,292.24,764.24,857.6,2315.69,2083.21,2196.57,933.7
22021,696.27,149.81,443.2,750.54,1255.41,2019.8,3083.99,1929.82,6469.12,2238.39
22023,669.79,186.49,271.51,231.12,274.96,1111.11,2471.48,1530.61,3007.52,452
22025,405.34,74.48,205.69,373.22,2852.96,768.25,6240.04,479.72,23935.71,12111.17
22027,5426.71,194.24,207.22,294.28,1542.03,481.39,2472.4,231.14,558.75,5134.58
22029,4816.44,46.8,244.34,494.06,2361.4,847.58,4637.49,7293.18,6134.32,4258.81
22031,681.81,0,208.78,602.6,543.24,1000,1036.52,75.57,444.48,643.83
22033,572.79,186.89,274.55,390.92,546.12,857.4,1179.16,817.58,806.24,621.58
22035,20069.42,801.09,1121.18,2895.4,14846.42,4299.79,4142.16,19263.22,15189.52,23016.8
22037,1077.51,192.9,227.99,428.34,943.33,578.4,203.37,1715.38,1715.38,1077.51
22039,106.87,48.94,157.59,298.88,401.07,845.78,1276.6,324.78,286.94,68.47
22041,6457.49,67.8,200.74,869.31,2248.56,1967.39,5437.84,12795.28,13264.3,6290.62
22043,621.08,178.12,232.49,244.72,256.75,875.18,1396.99,1753.13,1227.68,458.75
22045,1084.71,70.34,141.5,152.47,711.33,1156.86,2188.67,6.57,838.18,994.7
22047,427.97,186.42,492.43,455.34,497.91,810.03,687.94,443.89,503.67,426.01
22049,10079.26,114.3,148.54,320.92,323.26,881.81,771.43,21264.01,13118.55,6265.54
22051,326.02,85.15,118.98,216.91,226.26,865.64,679.94,761.48,837.76,345.32
