"point_id","x","y","total_1860","total_1830","slaves_1830","total_1790","slaves_1790","slaves_1860","free_blacks_1860","total_1910","black_1910","total_1970","jail_1970","black_1970","total_2010","black_2010","jail_2010","jail_black_2010","total_2014","total_prison_2014","black_2014","jail_2014","jail_black_2014","prison_2014"
12638,1338107.731,-1333537.971,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8497,-2198880.709,-86685.9313,0.0811405,0,0,0,0,0,0,1.0088646,0.0039281,2.113399983,0.002986,0.0143246,0.0056226,0,0.0000171,0,0,0,0,0,0,0
8658,-2122542.829,-112131.8913,0.5679835,0,0,0,0,0,0,7.0620527,0.0274967,14.79379845,0.020901999,0.100272201,0.039358199,0,0.0001197,0,0,0,0,0,0,0
10632,-1639069.589,-468375.3313,1.0385859,0,0,0,0,0,0.003366,2.543541,0.0355245,20.00724411,0.0353265,0.654881716,0,0,0,0,0,0,0,0,0,0
9115,-2097096.869,-188469.7713,0.8114051,0,0,0,0,0,0,10.0886459,0.039281,21.13399887,0.029859999,0.143245995,0.056226004,0,0.000171,0,0,0,0,0,0,0
8654,-2224326.669,-112131.8913,2.8399177,0,0,0,0,0,0,35.3102608,0.1374835,73.96899414,0.104509994,0.501361013,0.196791008,0,0.0005985,0,0,0,0,0,0,0
6603,-1791745.349,218665.5887,10.684,0,0,0,0,0,0,103.4179993,1.01875,77.06800079,0.129500002,0.564249992,0,0,0,0,0,0,0,0,0,0
6763,-1791745.349,193219.6287,8.0481215,0,0,0,0,0,0,103.4179993,1.01875,77.06800079,0.129500002,0.564249992,0,0,0,0,0,0,0,0,0,0
6764,-1766299.389,193219.6287,8.733016,0,0,0,0,0,0,103.4179993,1.01875,77.06800079,0.129500002,0.564249992,0,0,0,0,0,0,0,0,0,0
6923,-1791745.349,167773.6687,7.6695004,0,0,0,0,0,0,103.4179993,1.01875,77.06800079,0.129500002,0.564249992,0,0,0,0,0,0,0,0,0,0
6924,-1766299.389,167773.6687,7.6695004,0,0,0,0,0,0,103.4179993,1.01875,77.06800079,0.129500002,0.564249992,0,0,0,0,0,0,0,0,0,0
7083,-1766299.389,142327.7087,19.3722878,0,0,0,0,0,0.0062913,103.4179993,1.01875,77.06800079,0.129500002,0.564249992,0,0,0,0,0,0,0,0,0,0
7242,-1766299.389,116881.7487,101.1422501,0,0,0,0,0,0.05025,103.4179993,1.01875,77.06800079,0.129500002,0.564249992,0,0,0,0,0,0,0,0,0,0
8812,-2147988.789,-137577.8513,3.4890416,0,0,0,0,0,0,43.3811798,0.1689083,90.87619781,0.128398001,0.615957797,0.241771787,0,0.0007353,0,0,0,0,0,0,0
10381,-1715407.469,-417483.4113,6.9239058,0,0,0,0,0,0.02244,16.9569397,0.23683,133.3816223,0.235509992,4.365878105,0,0,0,0,0,0,0,0,0,0
10508,-1664515.549,-442929.3713,18.1909885,0,0,0,0,0,0.058956,44.5505066,0.622217,350.4298706,0.618749023,11.47035217,0,0,0,0,0,0,0,0,0,0
10382,-1689961.509,-417483.4113,49.2541466,0,0,0,0,0,0.15963,120.6255035,1.6847225,948.8283081,1.675332427,31.05727005,0,0,0,0,0,0,0,0,0,0
10509,-1639069.589,-442929.3713,64.0146561,0,0,0,0,0,0.207468,156.7746277,2.1896012,1233.173706,2.177397013,40.36452484,0,0,0,0,0,0,0,0,0,0
8655,-2198880.709,-112131.8913,49.6579895,0,0,0,0,0,0,617.4251709,2.4039974,1293.400635,1.827431917,8.766654968,3.441031218,0,0.0104652,0,0,0,0,0,0,0
8656,-2173434.749,-112131.8913,49.7391281,0,0,0,0,0,0,618.434021,2.4079254,1295.51416,1.830417991,8.780979157,3.446653843,0,0.0104823,0,0,0,0,0,0,0
8657,-2147988.789,-112131.8913,51.4430809,0,0,0,0,0,0,639.6201782,2.4904156,1339.895508,1.893123984,9.081796646,3.564728499,0,0.0108414,0,0,0,0,0,0,0
10383,-1664515.549,-417483.4113,78.3345566,0,0,0,0,0,0.253878,191.8446503,2.6794086,1509.031128,2.664474487,49.39395905,0,0,0,0,0,0,0,0,0,0
10384,-1639069.589,-417483.4113,78.680748,0,0,0,0,0,0.255,192.6925049,2.6912501,1515.700195,2.676249981,49.61225128,0,0,0,0,0,0,0,0,0,0
12610,1490783.491,-1231754.131,0.0485856,2.06412,0.2635221779,0,0,0.0095968,0.0024,5.0455904,1.0197216,78.03202057,0.232230395,3.118412733,0.085612796,0.021401601,0.0007328,0.0008352,0.032104544,0.032104544,0,0.0002912,0,0.0000096
12026,701958.731,-799172.8113,1.8099869,67.8566,26.7124938965,0,0,0.9946934,0.0288638,2.318054,1.2673039,3.100317001,0.0019306,0.483692586,0.171432599,0.029348601,0.0017892,0.0009308,0.108545899,0.108545899,0.008385601,0.000924,0.0001458,0.0000282
12103,676512.771,-824618.7713,4.5249672,21.5499,10.2731580734,0,0,2.4867334,0.0721595,5.795135,3.1682599,7.750792503,0.0048265,1.209231496,0.428581536,0.0733715,0.004473,0.002327,0.271364749,0.271364749,0.020964,0.00231,0.0003645,0.0000705
766,574728.931,1211058.029,22.9426117,701.073,0,532.187,0,0,0.154044,50.863533,0.021324,16.09209633,0,0.142156005,0,0,0,0,0.272303253,0.272303253,0.036308002,0.000448,0,0
1003,523837.011,1160166.109,26.9575691,577.838,0,397.176,0,0,0.1810017,59.7646523,0.0250557,18.90821457,0,0.1670333,0,0,0,0,0.319956332,0.319956332,0.042661902,0.0005264,0,0
221,-977474.629,1363733.789,0,808.831,0,484.898,0,0,0,0.3187449,0.0010383,0.476105124,0.0012624,0,0.337214679,0,0.0000822,0,0.330217749,0.330217749,0.0018189,0.0000807,0,0.0000249
10991,-1511839.789,-544713.2113,0.0629446,0,0,0,0,0,0.000204,0.4966304,0.0064206,0.23601839,0.000244,0.00069,0.488514811,0.0022992,0.0011204,0.0000128,0.441546351,0.441546351,0.0009854,0.0014142,0.000007,0.0001262
12622,1516229.451,-1257200.091,1.3782901,0,0,0,0,0.0479271,0.0198023,122.1978912,24.6963825,1889.837891,5.624330044,75.52406311,2.073435068,0.518320024,0.017747501,0.020227501,0.777531922,0.777531922,0,0.0070525,0,0.0002325
6765,-1740853.429,193219.6287,9.4179096,0,0,0,0,0,0,103.2038345,1.0102074,76.89829254,0.128205001,0.560252488,0.95570755,0.0183175,0.018412501,0,0.843630314,0.843630314,0.0028725,0.0248725,0.0007925,0.0000975
12108,1210877.931,-824618.7713,0.1606089,50.3757,13.6452493668,0,0,0.0448121,0.0000777,0.5367087,0.1088615,0.766439319,0.0009422,0.129511505,0.976351917,0.022617299,0.0071141,0.0004078,0.916057229,0.916057229,0.072370395,0.0063436,0.0005948,0.000311
12596,1490783.491,-1206308.171,1.7141608,3.03122,0.3869906366,0,0,0.3385871,0.084675,178.01474,35.9770546,2753.067139,8.193379402,110.0214996,3.015175581,0.753737629,0.025808299,0.029414702,1.130681872,1.130681872,0,0.0102557,0,0.0003381
12241,676512.771,-875510.6913,3.1749413,0,0,0,0,2.0128396,0.192126,4.6361079,2.5346079,9.422044754,0.0197016,2.158199072,1.447120786,0.854270339,0,0,1.135981917,1.135981917,0.765018821,0,0,0.000402
9411,-2071650.909,-239361.6913,0.3729786,0,0,0,0,0,0.0028632,37.0099678,0.6918477,0.88824302,0.002016,0.0276138,1.213268995,0.011511,0.0030072,0.0001104,1.14650476,1.14650476,0,0.0030171,0,0.0001248
882,498391.051,1185612.069,9.7828751,2.847,0,0,0,0,0.0654687,22.0329437,0.0090627,7.904839516,0,0.064774796,1.011405468,0.0045295,0,0,1.221933603,1.221933603,0.0319319,0.0015484,0,0
12178,676512.771,-850064.7313,15.051115,42.536,11.5217075348,0,0,8.4724836,0.3461411,19.7034588,10.7720833,31.9901619,0.044130798,6.195311546,2.285368681,0.846142948,0.012524399,0.0065156,1.611807823,1.611807823,0.632463336,0.006467999,0.0010206,0.0004989
12195,-646677.149,-875510.6913,0.073885,0,0,0,0,0.000511,0.0002555,2.950444,0.040131,4.397407055,0.0112315,0.0237405,1.788990021,0.011886,0.001351,0,1.683735251,1.683735251,0.0130165,0.000245,0,0.000182
12611,1516229.451,-1231754.131,3.0209777,0,0,0,0,0.212036,0.0664311,278.1381836,56.2121544,4301.515137,12.80170155,171.9024963,4.703352928,1.175750494,0.040258199,0.045883801,1.763743401,1.763743401,0,0.015997801,0,0.0005274
128,-1308272.109,1414625.709,0,0,0,0,0,0,0,24.2670078,0.0178012,67.81703186,0.056364097,0.018870799,0.784608901,0,0.0008404,0,1.798051477,1.798051477,0,0.002483,0,0.0001528
1002,472945.091,1160166.109,0.0580761,0.12196,0,0,0,0,0,0.7486974,0,1.918256402,0,0.007845299,1.820529938,0.0081531,0,0,1.99116838,1.99116838,0.029701799,0.0024444,0,0
11324,-1206488.269,-621051.0913,0.484275,0,0,0,0,0,0,6.6815629,0.0739728,4.533441067,0.019047599,0.018196199,2.104994059,0.009589801,0.022245299,0.003597,2.003341198,2.003341198,0,0.021172799,0,0.0003069
1495,701958.731,1058382.269,0.0054696,0.343013,0,0,0,0,0.0002804,1.6380455,0.0025612,1.828635216,0.001803,0.0081102,2.450414181,0.0116176,0.0063904,0,2.552347422,2.552347422,0.025023002,0.007902,0,0.0003218
12104,701958.731,-824618.7713,46.1546669,3.71245,1.8968020678,0,0,25.3646812,0.7360269,59.1103745,32.3162498,79.05808258,0.0492303,12.33416176,4.285815239,0.733714998,0.04473,0.02327,2.713647366,2.713647366,0.209639996,0.0231,0.003645,0.000705
884,549282.971,1185612.069,257.5308228,32.0768,0,24.2309,0,0,1.729144,570.9431763,0.2393619,180.6337738,0,1.595701098,0,0,0,0,3.056603909,3.056603909,0.407557309,0.0050288,0,0
2085,778296.611,956598.4287,5.5588155,1.87102,0,0,0,0,0,16.8702183,0.078376,14.56649208,0.0214184,0.0149708,3.520379305,0.0053584,0.0077508,0,3.198883534,3.198883534,0.0107164,0.0033324,0,0.0001224
765,549282.971,1211058.029,270.1492615,0.0876587,0,0,0,0,1.8138682,598.9180908,0.2510901,189.484436,0,1.673886895,0,0,0,0,3.206370831,3.206370831,0.427526712,0.0052752,0,0
12177,651066.811,-850064.7313,56.1095963,32.6183,8.8352994919,0,0,30.835495,0.8947778,67.70784,24.8018303,96.10982513,0.059848599,14.9944706,5.314410687,0.909806609,0.055465199,0.028854799,3.364922762,3.364922762,0.259953588,0.028643999,0.0045198,0.0008742
9699,1643459.251,-264807.6513,1.7006727,0,0,0,0,0.7346112,0.0526022,3.3495109,1.2546742,10.79082489,0.0043552,2.857265949,3.006676912,0,0.0123496,0,3.406300068,3.406300068,0,0.0124606,0,0.0005072
885,1948810.771,1185612.069,41.6498108,959.007,0,1231.76,0,0,0.0110855,39.3013496,0.0329991,45.84074783,0.018533601,0.0195334,5.186772347,0.0111268,0.0065303,0.000014,3.812582493,3.812582493,0,0.0048202,0,0.0004582
130,2101486.531,1414625.709,0.3291456,0,0,0,0,0,0.0003807,1.0933996,0.0007469,1.35405314,0.0007772,0.0111296,3.755524159,0.0213544,0.0060625,0.0001052,3.99042201,3.99042201,0.0213544,0.0064884,0.0000913,0.0007179
67,-1537285.749,1465517.629,0.0093015,0,0,0,0,0,0.0000182,8.2987537,0.0039364,5.495520115,0.0015574,0.0009126,4.013774395,0.011473799,0.0131716,0,4.042457581,4.042457581,0.0019123,0.0152776,0,0.0005915
8018,-2224326.669,-10348.0513,0.162281,0,0,0,0,0,0,2.0177293,0.0078562,20.26764488,0.028636199,1.854747772,4.276839733,0.523094416,0.0130226,0.006604,4.467405796,4.467405796,0.723891199,0.0151486,0.0086876,0.000353
654,269377.411,1236503.989,0.1345288,929.346,0,619.152,0,0,0,35.2610016,0.0120568,3.180917501,0.0041132,0.0025872,4.410492897,0.012818399,0.0056112,0.0000784,4.825778961,4.825778961,0.0205072,0.0040656,0.0000616,0.0009884
11,-1842637.269,1541855.509,0.086019,0,0,0,0,0,0,22.8863907,0.025886,37.88127136,0.032956999,0.092912003,4.708985806,0.059645005,0.01568,0.000639,5.528339863,5.528339863,0.014316,0.015273,0.000158,0.000751
12409,-443109.469,-1002740.491,0.2102092,0,0,0,0,0.0002896,0.0060804,1.595,0.0297264,5.602471352,0.0089124,0.0012384,6.172206879,0.029627999,0.025425199,0.0053868,5.767893791,5.767893791,0.042699199,0.0167816,0.0004544,0.0007988
280,-799352.909,1338287.829,0,112.29,0,74.8101,0,0,0,13.633728,0.0150008,30.82034683,0.041479997,0.048361599,6.058052063,0.008010401,0.020930398,0,5.789782524,5.789782524,0,0.0250648,0,0.0004488
12128,-595785.229,-850064.7313,0.365203,0,0,0,0,0.0025258,0.0012629,10.491291,0.0293408,14.23293495,0.247320801,0.0146704,7.219168663,0.066034094,0.019047301,0,5.935265541,5.935265541,0.095374897,0.021382799,0,0
12293,1287215.811,-900956.6513,0.064349,0,0,0,0,0.0107248,0,1.0694786,0.5775597,3.050023794,0.0042862,0.291083783,6.636694908,0.073676899,0.0312276,0.0025497,6.171223164,6.171223164,0.060672097,0.031555899,0.0022793,0.0013237
1366,854634.491,1083828.229,1.9280072,121.572,0,20.7352,0,0,0.0096208,43.354435,0.0761796,57.42088699,0.0376684,1.390701175,7.29821682,0.031511199,0.031695999,0.0000728,6.523017883,6.523017883,0.163864404,0.031029601,0.0004536,0.0007588
11421,-952028.669,-646497.0513,8.3297491,0,0,0,0,0.0308388,0.0287835,13.1788063,0.1088379,4.865806103,0.024486901,0.0264492,7.071115971,0.126126602,0.175723508,0.011132101,6.802592278,6.802592278,0.085439101,0.360161126,0.013671001,0.0010602
6762,-1817191.309,193219.6287,7.6695004,0,0,0,0,0,0,103.4179993,1.01875,77.06800079,0.129500002,0.564249992,8.527056694,0.089111008,0.039583501,0.000462,7.389201164,7.389201164,0.078825995,0.043829501,0.000418,0.002167
169,-1155596.349,1389179.749,0,281.278,0,94.4458,0,0,0,7.8772488,0.0057784,18.60675812,0.0107074,0,8.536910057,0.0205034,0.011191,0,7.641524315,7.641524315,0,0.0130262,0,0
883,523837.011,1185612.069,670.4978638,1.09002,0,0,0,0,4.501936,1486.486694,0.6231939,470.2915039,0,4.154509544,0,0,0,0,7.951254845,7.951254845,1.060193658,0.0130816,0,0
353,-519447.349,1312841.869,0,0,0,0,0,0,0,22.3082581,0.0111264,16.92683029,0.0062496,0.17431201,7.680863857,0.033379201,0.039883204,0,8.304051399,8.304051399,0.029668799,0.045254402,0.0009408,0
12580,-137757.949,-1180862.211,52.6816559,11.5475,1.474249959,0,0,0.0611775,0.57681,237.3474731,0.6467175,10.62832451,0.0056925,0,6.550293922,0.125972405,0.0258996,0.0040002,8.313290596,8.313290596,0.141701996,0.043730997,0.0063958,0.0187128
288,2152378.451,1338287.829,0.9874368,0,0,0,0,0,0.0011421,3.2801991,0.0022407,4.062159538,0.0023316,0.033388801,8.820943832,0.038240999,0.0142395,0.0001884,9.365879059,9.365879059,0.137030691,0.0152289,0.0005856,0.0016848
9412,-2046204.949,-239361.6913,3.108155,0,0,0,0,0,0.02386,308.4163818,5.7653975,7.402024746,0.016799999,0.230115011,10.11057472,0.095924996,0.025060002,0.00092,9.554206848,9.554206848,0,0.0251425,0,0.00104
12303,-723015.029,-926402.6113,0.424311,0,0,0,0,0.0029346,0.0014673,16.9439793,0.2304666,25.25368118,0.064500898,0.136338309,10.27391338,0.068259604,0.0077586,0,9.66945076,9.66945076,0.074751899,0.001407,0,0.0010452
12102,651066.811,-824618.7713,165.6138,4.79354,1.8870292902,0,0,91.0144424,2.6410377,199.8473511,73.2053986,283.6790161,0.176649898,44.25787354,15.68608284,2.68539691,0.163711801,0.085168198,9.931949616,9.931949616,0.767282367,0.084545992,0.0133407,0.0025803
12492,-392217.549,-1079078.371,1.213212,0,0,0,0,0,0,29.1899929,0.022906,3.284294128,0.023829,0.040547002,12.20047474,0.047424,0.034410998,0.000468,10.29744911,10.29744911,0.011856,0.031161001,0.000065,0.000871
12480,-61420.069,-1053632.411,4.8046851,48.2402,12.9758443832,0,0,0.752892,0,6.6104932,0.892917,32.42687607,0.027368,1.427574992,12.28937817,0.082181998,0.047189999,0.000632,11.74255371,11.74255371,0.041090999,0.041081,0.000334,0.003287
11879,-850244.829,-773726.8513,0.263875,0,0,0,0,0.001825,0.0009125,16.9154625,0.1005,15.69656181,0.040275,0.022687499,12.54425049,0.142875001,0,0,12.32516193,12.32516193,0.090487495,0.0087375,0,0
11219,-1384609.989,-595605.1313,0.7238629,0,0,0,0,0,0.002346,12.5689478,0.0631603,25.94412231,0.028740799,0.1671893,13.28341198,0.066147998,0.046073601,0.0009729,12.46482754,12.46482754,0,0.043235399,0,0.0024564
10121,-1766299.389,-366591.4913,16.4880104,0,0,0,0,0,0.0305325,174.3704681,0.8339225,955.7211914,6.213450432,33.17801666,31.48947144,1.442617536,0.071759999,0.005175,12.78482246,12.78482246,0.522329986,0.0460575,0.0036225,0.0009775
8495,1796135.011,-61239.9713,11.8453836,102.695,32.2665901184,60.723,16.5096,4.2757969,0.3937232,20.5863152,8.6187725,12.97356987,0.0040064,5.353838444,13.53019905,4.361800194,0.0288416,0.0227616,13.40815163,13.40815163,4.914225578,0.034139201,0.021864001,0.0011808
12127,-621231.189,-850064.7313,0.631189,0,0,0,0,0.0043654,0.0021827,25.2052231,0.3428334,37.56642151,0.095949099,0.202811688,15.28308582,0.101540402,0.0115414,0,14.38390923,14.38390923,0.11119809,0.002093,0,0.0015548
6925,-1740853.429,167773.6687,7.6695004,0,0,0,0,0,0,99.7087021,0.8707939,74.12862396,0.107070603,0.495013297,16.55285263,0.317259103,0.318904489,0,14.61167717,14.61167717,0.049751703,0.430791676,0.0137261,0.0016887
12597,1516229.451,-1206308.171,4.0567164,0,0,0,0,0.3386224,0.1008061,380.802002,77.5772934,5794.67627,17.24202156,231.4858856,22.30243683,2.407051325,0.108329095,0.0680895,14.65726662,14.65726662,0.230211586,0.0555395,0.0015318,0.0015851
11698,-875690.789,-722834.9313,0.455976,0,0,0,0,0.0031536,0.0015768,30.6088409,0.2527848,11.30122757,0.056872804,0.061430402,16.42323685,0.292939216,0.408131987,0.025855202,15.79957008,15.79957008,0.198439196,0.836503208,0.031751998,0.0024624
12129,-570339.269,-850064.7313,1.000614,0,0,0,0,0.0069204,0.0034602,28.7449245,0.0803904,38.99659729,0.677630365,0.040195201,19.77968979,0.180925801,0.052187402,0,16.26194,16.26194,0.26131621,0.0585864,0,0
6604,-1766299.389,218665.5887,10.684,0,0,0,0,0,0,103.4179993,1.01875,77.06800079,0.129500002,0.564249992,15.00867939,0.507175803,0.069667205,0.0026373,16.51839066,16.51839066,0.224099711,0.097987197,0.0011859,0.0048498
2231,778296.611,931152.4687,1.1933364,0.194586,0,0,0,0,0.0016588,11.2922688,0.0234192,11.57329845,0.0273776,0.024483601,16.49021339,0.158479601,0.0296476,0,17.95890236,17.95890236,0.150144011,0.033617202,0,0.0009088
11514,-926582.709,-671943.0113,22.2126656,0,0,0,0,0.0822368,0.076756,35.143486,0.2902344,12.97548389,0.065298401,0.070531204,18.85630798,0.336337626,0.468595982,0.029685602,18.14024735,18.14024735,0.227837592,0.960429549,0.036456,0.0028272
12027,727404.691,-799172.8113,1.1305746,259.453,127.532020569,0,0,0.2981403,0.0219423,6.2772818,2.2210798,35.74162674,0.027699899,5.792601585,16.99329758,5.22625494,0.0638166,0.0388107,18.17238998,18.17238998,5.178454399,0.077865005,0.041241601,0.0061023
6602,-1817191.309,218665.5887,10.3765211,0,0,0,0,0,0,103.4179993,1.01875,77.06800079,0.129500002,0.564249992,20.44842529,0.314636201,0.094922401,0.0016335,18.73184586,18.73184586,0.213623911,0.111111201,0.0011321,0.005495
11325,-1181042.309,-621051.0913,4.5639248,0,0,0,0,0,0,62.9686661,0.6971376,42.72424698,0.179509208,0.171485394,19.83797455,0.090376601,0.209645107,0.033899002,18.87997246,18.87997246,0,0.199537605,0,0.0028923
11326,-1155596.349,-621051.0913,4.6960001,0,0,0,0,0,0,64.7909088,0.717312,43.96063995,0.184704006,0.176448003,20.4120636,0.092992,0.215711996,0.034880001,19.4263382,19.4263382,0,0.205311984,0,0.002976
9852,-1689961.509,-315699.5713,22.6580009,0,0,0,0,0,0.0235,192.6925049,2.6912501,1515.700195,2.676249981,49.61225128,23.00522804,0.909549058,0.114575192,0.013396,20.12276268,20.12276268,0.87830478,0.087349795,0.006304,0.0071314
9700,-2071650.909,-290253.6113,6.5892887,0,0,0,0,0,0.0505832,653.8427734,12.2226429,15.69229317,0.035615999,0.487843812,21.43441963,0.20336099,0.053127199,0.0019504,20.25491714,20.25491714,0,0.053302102,0,0.0022048
281,1974256.731,1338287.829,78.665802,1168.45,0,778.242,0,0,0.0909873,261.3225098,0.1785091,323.6187134,0.185750812,2.659974337,23.25338364,0.0786549,0.037546899,0.0003824,21.26316452,21.26316452,0.110131204,0.0345833,0.000478,0.003824
12563,-137757.949,-1155416.251,147.5086365,11.5475,1.474249959,0,0,0.171297,1.615068,664.572937,1.8108089,29.75931168,0.015939001,0,18.25966835,0.351162016,0.072197996,0.011150999,23.21100044,23.21100044,0.395636976,0.122098491,0.0178573,0.052246802
12282,396607.211,-900956.6513,26.6985626,257.505,125.41381073,0,0,20.730442,0.3985095,75.1451569,34.7914696,137.9664154,0.097045496,38.37301636,25.96471787,16.74367905,0.258271515,0.140341491,23.52897263,23.52897263,13.84398365,0.255220503,0.000909,0.010505999
279,-824798.869,1338287.829,0,0,0,0,0,0,0,42.8058968,0.0470981,69.89154816,0.078677997,0.078506,27.09875488,0.033216301,0.0432177,0,26.43971634,26.43971634,0.0460198,0.052274495,0,0.0006897
12028,1007310.251,-799172.8113,0.5172508,255.334,130.457824707,0,0,0.1874408,0.0096584,2.4613645,0.705602,39.16633606,0.088179201,5.017336369,20.3531456,0.397596419,0.154211611,0.0129076,26.75255203,26.75255203,0.283997208,0.197093993,0.0079396,0.0125416
2229,701958.731,931152.4687,5.4395609,0.317918,0.0001153125,0,0,0,0.001845,34.5247269,0.0055359,37.09872055,0.0063405,0.0110709,26.02996826,0.129443392,0.0956214,0.007458299,27.27733803,27.27733803,0.470704496,0.106515005,0.031172399,0.0044217
550,116701.651,1261949.949,0.7910661,752.785,0,501.523,0,0,0.0007956,24.010807,0.0239139,35.33958054,0.024444301,0.046104003,28.63586426,0.217916206,0.059806,0.0258842,27.34421158,27.34421158,0.349446893,0.061077595,0.043139197,0.0041616
1483,345715.291,1058382.269,2.0077093,2.38584,0,0,0,0,0.0056862,57.1234436,0.0285876,41.74473953,0.0062694,0.010718999,27.84031105,0.066328205,0.084412798,0.0014094,27.5584259,27.5584259,0.132651001,0.067381196,0.0021384,0.0025758
1964,2101486.531,982044.3887,11.7093258,0,0,0,0,0,0.0193334,7.656034,0.0075652,8.631531715,0,0.0050436,27.88561058,0.143003196,0.100639202,0.0053054,27.72453308,27.72453308,0,0.108713403,0,0.0015414
4346,-1282826.149,574909.0287,364.0426025,0,0,0,0,0,0,4902.310059,1.4875731,8997.171875,2.064702511,13.81371307,38.31235123,0.0038661,0.129409209,0,27.80633163,27.80633163,0.0019327,0.076911397,0,0.0019944
566,-1969867.069,1236503.989,20.4630013,0,0,0,0,0,0,428.630249,0.4455,867.8014526,0.245000005,1.781749964,17.63050079,0,0.065749995,0,28.60466003,28.60466003,0,0.107000008,0,0.00425
762,320269.331,1211058.029,0.8334406,0.937567,0,0,0,0,0,146.7981262,0.0434906,44.15014648,0.0189921,0.072965197,27.15099716,0.0713818,0.042909198,0.0002828,29.07140541,29.07140541,0.121746004,0.041422002,0.0002222,0.0049821
12256,-494001.389,-900956.6513,0.757055,0,0,0,0,0,0.186162,50.62286,0.899251,161.4606628,1.19730401,4.225922585,34.28853989,0.281408995,0.022894999,0.001995,29.98182297,29.98182297,0.183521003,0.020026,0.001292,0.004465
12196,-519447.349,-875510.6913,0,0,0,0,0,0,0,50.8892937,0.9039839,162.3104553,1.203605533,4.248164654,34.46900558,0.282890111,0.023015499,0.0020055,30.13962173,30.13962173,0.184486896,0.0201314,0.0012988,0.0044885
12504,-86866.029,-1079078.371,1.54458,14.9207,2.5316057205,0,0,0.225895,0.005792,8.1935501,0.529118,34.63389587,0.019537,1.38893497,29.38814163,0.27275601,0.209463999,0.010644,30.15805435,30.15805435,0.219273001,0.206241995,0.008557,0.018719001
12240,651066.811,-875510.6913,81.7547379,40.9618,11.0952939987,0,0,51.8306198,4.9472446,119.379776,65.2661514,242.6176453,0.507316232,55.57362747,38.71012115,22.31953239,0,0,30.79553604,30.79553604,20.06350517,0,0,0.0108981
1364,803742.571,1083828.229,6.3348808,2.34392,0,0,0,0,0.0316112,39.7468262,0.0297804,67.39289856,0,0.049633998,30.74505615,0.085918799,0,0,31.40377808,31.40377808,0.114558399,0,0,0.0043332
220,-1002920.589,1363733.789,0,0,0,0,0,0,0,23.587122,0.0768342,122.8218384,0.0308476,0.544549227,31.96387672,0.049245,0.0970883,0.000804,31.93399048,31.93399048,0.094214395,0.165880591,0.0011055,0.0076834
12427,14917.811,-1002740.491,10.885313,48.9274,13.252948761,0,0,6.6402292,0,42.8416824,14.0463009,87.96821594,0.042692401,16.92678261,32.91965485,3.480447292,0.223779589,0.065570399,31.98222733,31.98222733,5.046152115,0.178235993,0.078782395,0.012787201
7084,-1740853.429,142327.7087,7.6695004,0,0,0,0,0,0,95.1084976,0.687301,70.48325348,0.079253994,0.409146965,37.08145142,0.710718989,0.714405,0,32.73285675,32.73285675,0.111452997,0.965052962,0.030748999,0.003783
12304,-697569.069,-926402.6113,1.4777,0,0,0,0,0.01022,0.00511,59.0088806,0.80262,87.94813538,0.224629998,0.474810034,35.77980042,0.237720013,0.027020002,0,33.67470551,33.67470551,0.260329992,0.0049,0,0.00364
12329,472945.091,-926402.6113,32.0960922,121.898,47.9723548889,0,0,18.0110836,0.1911264,75.1765671,29.71492,253.7151794,0.323462397,38.10948944,36.77793503,7.055491447,0.293179214,0.155462414,33.92594528,33.92594528,9.769137383,0.313185602,0.232387215,0.0142512
12335,676512.771,-926402.6113,99.2169189,0,0,0,0,62.9012375,6.0039377,144.8783722,79.2064972,294.4389038,0.615675032,67.44371796,45.22252655,26.69594955,0,0,35.49943542,35.49943542,23.90683746,0,0,0.0125625
7699,1796135.011,65989.8287,27.5207233,0,0,0,0,9.3640976,0.8276628,28.5529022,9.6425896,31.7303772,0.0300324,8.369251251,23.84833336,0.440006405,0.047469601,0.0041904,35.55249786,35.55249786,0.88001281,0.065889597,0.0034176,0.0021372
30,-1995313.029,1490963.589,0.0516114,0,0,0,0,0,0,12.3250008,0,13.19045258,0.0047958,0.0034206,34.20904922,0.211243823,0.034315202,0.001419,35.76231766,35.76231766,0.422487646,0.037192799,0.0013116,0.001563
5775,1821580.971,371341.3487,2.9756689,0,0,0,0,0,0.1139351,7.6193886,0.5572245,22.98126602,0.019961501,1.841464758,27.18013382,0.162999302,0.108386196,0.0027423,37.73433685,37.73433685,0.0203749,0.155582503,0.0002916,0.0098826
12252,-748460.989,-900956.6513,1.66769,0,0,0,0,0.011534,0.005767,66.5957413,0.905814,99.25576019,0.253511012,0.535857022,40.38005829,0.268284023,0.030493999,0,38.00431061,38.00431061,0.29380101,0.00553,0,0.004108
764,396607.211,1211058.029,1.1292574,1.13575,0,0,0,0,0,14.5580053,0,37.29943085,0,0.152547494,35.39919281,0.1585325,0,0,38.71716309,38.71716309,0.577535033,0.047529999,0,0
24,-1766299.389,1516409.549,1.6218104,0,0,0,0,0,0.0012212,68.862587,0.10153,138.2221527,0.257048398,0.390073985,42.67537308,0.153786004,0.136632413,0.0014768,39.08079147,39.08079147,0.076878801,0.1348432,0.000568,0.0094572
