"county","black_pop_1980","total_pop_1980","black_pop_2010","total_pop_2010","black_pop_2000","total_pop_2000","black_pop_1960","total_pop_1960","black_pop_1910","total_pop_1910"
20065,138,3995,99,2597,95,2946,195,5586,595,8700
20067,3,6977,47,7829,17,7909,1,5269,21,1087
20069,6,5138,26,6006,11,5904,14,4380,14,3121
20071,8,1845,6,1247,3,1534,14,2087,2,1335
20073,0,8764,23,6689,11,7673,0,11253,32,16060
20075,2,2514,8,2690,13,2670,15,3144,25,3360
20077,24,7778,22,6034,15,6536,32,9541,37,14748
20079,495,30531,564,34684,522,32869,476,25865,415,19200
20081,1,3814,12,4256,8,4307,1,2990,9,993
20083,21,2269,20,1916,19,2085,20,3115,67,2930
20085,23,11644,73,13462,67,12657,23,10309,153,16861
20087,51,15207,104,19126,69,18426,100,11252,451,15826
20089,4,5241,5,3077,1,3791,2,7217,0,18148
20091,3161,270269,23636,544179,11780,451086,943,143792,611,18288
20093,3,3435,23,3977,25,4531,1,3108,1,3206
20095,3,8960,14,7858,18,8673,11,9958,32,13386
20097,3,4046,17,2553,7,3278,0,4626,8,6174
20099,1179,25682,1008,21607,1064,22835,1269,26805,1756,31423
20101,0,2472,8,1750,0,2155,1,3060,1,2603
20103,5508,54809,7171,76227,7160,68691,4412,48524,4071,41207
20105,0,4145,9,3241,4,3578,85,6011,27,10142
20107,35,8234,43,9656,60,9570,66,8274,323,14735
20109,25,3478,21,2756,18,3046,52,4036,298,4240
20111,764,35108,819,33690,815,35935,497,26928,786,24927
20113,184,26855,294,29180,240,29554,67,24285,3,21521
20115,58,13522,104,12660,63,13361,22,15143,132,22415
20117,6,12787,27,10117,25,10965,14,15598,244,23880
20119,0,4788,31,4575,18,4631,3,5505,32,5055
20121,617,21618,426,32787,436,28351,717,19884,873,20030
20123,16,8117,13,6373,36,6932,12,8866,46,14089
20125,2742,42281,2059,35471,2199,36252,2997,45007,2966,49474
20127,19,6419,25,5923,21,6104,62,7392,317,12397
20129,4,3454,14,3233,7,3496,3,3354,20,1333
20131,33,11211,57,10178,53,10717,48,12897,164,19072
20133,221,18967,197,16512,148,16997,310,19455,376,23754
20135,3,4498,18,3107,2,3454,2,5470,0,5883
20137,15,6689,165,5671,241,5953,15,8035,28,11614
20139,18,15319,48,16295,36,16712,20,12886,362,19905
20141,8,5959,8,3858,3,4452,23,7506,69,12827
20143,7,5971,49,6091,33,6163,14,6779,42,11811
20145,198,8065,325,6973,362,7233,225,10254,81,8859
20147,15,7406,23,5642,15,6001,20,8709,67,14150
20149,27,14782,227,21604,121,18209,19,11957,132,17522
20151,141,10275,114,9656,95,9647,255,12122,218,11156
20153,1,4105,8,2519,9,2966,0,5279,0,6380
20155,1472,64983,1930,64511,1865,64790,1200,59055,904,37853
20157,1,7569,25,4980,15,5835,2,9768,8,17447
20159,108,11900,128,10083,124,10761,92,13909,132,15106
20161,6764,63505,4530,71115,4325,62843,1896,41914,311,15783
20163,16,7006,24,5181,64,5685,33,9734,79,11282
20165,2,4516,8,3307,11,3551,3,6160,14,7826
20167,35,8868,54,6970,37,7370,39,11348,54,10800
20169,1464,48905,1814,55606,1660,53597,1742,54715,509,20338
20171,9,5782,19,4936,5,5120,6,5228,2,3047
20173,31764,366531,46167,498365,41367,452869,20469,343231,2652,73095
20175,790,17071,774,22952,852,22510,298,15930,2,4091
20177,11842,154916,15280,177934,15337,169871,9513,141286,5722,61874
20179,0,3544,3,2556,4,2813,1,4267,29,5651
20181,16,7759,39,6010,24,6760,18,6682,16,4549
20183,1,5947,10,3853,5,4536,0,7776,5,15365
20185,23,5694,13,4437,7,4789,17,7451,127,12510
20187,5,2339,13,2235,15,2406,3,2108,2,1034
20189,38,4736,16,5724,51,5463,66,4400,81,2453
20191,142,24928,230,24132,183,25946,241,25316,328,30654
20193,19,8451,49,7900,35,8180,0,7358,7,5455
20195,4,4165,13,3001,6,3319,4,5473,26,5398
20197,51,6867,29,7053,32,6885,128,6648,708,12721
20199,14,2045,2,1485,11,1749,32,2069,36,2759
20201,0,8543,25,5799,7,6483,5,10739,8,20229
20203,1,3041,19,2234,2,2531,1,2765,3,2006
20205,29,12128,31,9409,38,10332,3610,82833,85,19810
20207,27,4600,12,3309,31,3788,0,5423,24,9450
20209,41506,172335,39742,157505,44724,157882,30922,185495,11172,100068
21001,524,15233,503,18656,440,17244,778,14699,1475,16503
21003,176,14128,164,19956,191,17800,265,12269,910,14882
21005,474,12567,433,21421,449,19111,386,8618,734,10146
21007,311,8798,238,8249,238,8286,407,8291,1585,12690
21009,1693,34009,1630,42173,1556,38033,2106,28303,3590,25293
21011,319,10025,152,11591,205,11085,472,9114,1336,13988
21013,858,34330,644,28691,720,30060,1271,35336,2920,28447
21015,219,45842,2992,118811,1306,85991,149,21940,478,9420
21017,1943,19405,1198,19985,1343,19360,2608,18178,5642,17462
21019,1078,55513,1401,49542,1267,49752,921,52163,822,23444
21021,2313,25066,2121,28432,2680,27697,2287,21257,4153,14668
21023,46,7738,29,8488,51,8279,63,7422,339,10308
21025,43,17004,43,13878,63,16100,49,15490,260,17540
21027,611,16861,409,20059,534,18648,691,14734,1581,21034
21029,226,43346,484,74319,233,61236,223,15726,679,9487
21031,42,11064,48,12690,68,13010,72,9586,561,15805
21033,825,13473,668,12984,628,13060,923,13073,2520,14063
21035,871,30031,1392,37191,1218,34177,644,20972,1069,19867
21037,817,83317,2290,90336,1394,88616,823,86803,735,59369
21039,53,5487,39,5104,51,5351,84,5608,393,9048
21041,171,9270,163,10811,197,10155,232,7978,530,8110
21043,7,25060,147,27720,35,26889,11,20817,110,21966
21045,22,14818,85,15955,51,15447,45,14327,278,15479
21047,17112,66878,15707,73955,17148,72265,12462,56904,15956,38845
21049,1789,28322,1708,35613,1582,33144,1953,21075,4462,17987
21051,347,22752,915,21730,1178,24556,455,20748,494,17789
21053,10,9321,39,10272,10,9634,30,8886,94,8153
21055,75,9207,76,9315,61,9384,109,8648,588,13296
21057,388,7289,178,6856,244,7147,478,7835,1024,9846
21059,3390,85949,4626,96656,3982,91545,3107,70588,5195,41020
21061,163,9962,169,12161,67,11644,102,8085,439,10469
21063,0,6908,268,7852,2,6748,0,6330,1,9814
21065,13,14495,29,14672,17,15307,41,12466,106,12273
21067,27121,204165,42972,295803,35116,260512,20037,131906,14879,47715
21069,228,12323,183,14348,195,13792,364,10890,1027,16066
21071,202,48764,294,39451,546,42441,327,41642,99,18623
21073,3371,41830,5128,49285,4463,47687,2473,29421,3746,21135
21075,1495,8971,1609,6813,1798,7752,1983,11256,3356,14114
21077,108,4842,113,8589,125,7870,100,3867,274,4697
21079,582,10853,346,16912,453,14792,888,9747,2284,11894
21081,26,13308,178,24662,57,22384,59,9489,292,10581
21083,1542,34049,1607,37121,1645,37028,1573,30021,2899,33539
21085,83,20854,264,25746,120,24053,80,15834,333,19958
21087,374,11043,224,11258,301,11518,609,11249,1343,11871
21089,144,39132,257,36910,212,36891,151,29238,257,18475
21091,104,7742,75,8565,71,8392,146,5330,566,8512
21093,9899,88917,12275,105543,11178,94174,4597,67789,1826,22696
21095,1927,41889,643,29278,869,33202,4055,51107,564,10566
21097,463,15166,385,18846,454,17983,573,13704,1750,16873
21099,1211,15402,885,18199,1081,17445,1495,14119,1991,18173
21101,2973,40849,3590,46250,3181,44829,3392,33519,6818,29352
21103,652,12740,419,15416,497,15060,863,10987,1792,13716
21105,630,6065,452,4902,521,5262,92,9745,1766,11750
21107,3169,46174,3086,46920,2887,46519,3381,38458,6573,34291
21109,0,11996,16,13494,7,13495,0,10677,22,10734
21111,109702,685004,154246,741096,130928,693604,78350,610947,45794,262920
21113,1055,26146,1499,48586,1222,39041,1254,13625,2962,12613
21115,20,24432,56,23356,59,23445,1,19748,47,17482
21117,3767,137058,7359,159720,5810,151464,3861,120700,3228,70355
21119,128,17940,118,16346,129,17649,170,17362,157,10791
21121,322,30239,346,31883,262,31795,390,25258,1059,22116
21123,546,11922,444,14193,473,13373,548,10346,785,10701
21125,309,38982,417,58849,331,52715,254,24901,657,19872
21127,31,14121,33,15860,15,15569,41,12134,163,20067
21129,35,7754,185,7887,300,7916,52,7420,234,9531
21131,6,14882,22,11310,9,12401,0,10941,132,8976
21133,302,30687,85,24519,129,25277,729,30102,17,10623
21135,29,14545,37,13870,29,14092,20,13115,141,16887
21137,762,19053,565,24742,592,23361,909,16503,2955,17897
21139,16,9219,21,9519,14,9804,78,7029,670,10627
21141,2195,24138,1767,26835,2025,26573,2316,20896,5349,24977
21143,319,6490,441,8314,543,8080,532,5924,1799,9423
21145,6083,61310,7224,65565,7128,65514,6207,57306,7934,35064
21147,195,15634,1009,18306,108,17080,0,12463,NULL,NULL
21149,52,10090,55,9531,36,9938,60,9355,750,13241
21151,3185,53352,3611,82916,3150,70872,2586,33482,5698,26951
21153,1,13515,18,13333,20,13332,1,11156,54,13654
21155,1416,17910,1604,19820,1661,18212,1370,16887,2266,16330
21157,6,25637,49,31448,37,30125,10,16736,135,15771
21159,1,13925,896,12929,4,12578,2,10201,4,7291
21161,1348,17765,1120,17490,1203,16800,1829,18454,2868,18611
21163,1466,22854,948,28602,1088,26349,842,18938,655,9783
21165,51,5117,116,6306,90,6556,11,4276,40,6153
21167,833,19011,765,21331,769,20817,872,14596,2171,14063
21169,278,9484,154,10099,165,10037,331,8367,794,10453
21171,358,12353,231,10963,324,11756,351,11799,705,13663
21173,1063,20046,731,26499,784,22554,1312,13461,3192,12868
21175,21,12103,600,13923,611,13948,7,11056,34,16259
21177,1633,32238,1426,31499,1480,31839,1343,27791,2911,28598
21179,1776,27584,2183,43437,2064,37477,1745,22168,2935,16830
21181,119,7157,41,7135,57,6813,193,6677,896,10601
21183,228,21765,196,23842,171,22916,338,17725,1288,27642
21185,1410,27795,2620,60316,1943,46178,1212,13388,1078,7248
21187,204,8924,91,10841,119,10547,354,8237,943,14248
21189,5,5709,13,4755,5,4858,15,5369,75,7979
21191,42,10989,53,14877,71,14390,89,9968,261,11985
21193,639,33763,435,28712,482,29390,1040,34961,214,11255
21195,320,81123,349,65024,312,68736,564,68264,332,31679
21197,106,11101,79,12613,82,13237,94,6674,337,6268
21199,564,45803,727,63063,604,56217,622,34403,1187,35986
21201,5,2265,4,2282,1,2266,18,2443,70,4121
21203,3,13973,19,17056,23,16582,2,12334,125,14473
21205,239,19049,349,23333,345,22094,53,6097,59,9438
21207,109,13708,82,17565,95,16315,142,11076,207,10861
21209,1521,21813,2468,47173,1769,33061,1771,15376,4044,16956
21211,2628,23328,3146,42074,2942,33337,2479,18493,3991,18041
21213,1781,14673,1625,17327,1676,16405,1606,11548,2165,11460
21215,157,5929,258,17061,133,11766,356,5680,758,7567
21217,1135,21178,1216,24512,1159,22927,917,16285,1429,11961
21219,1439,11874,996,12460,1048,11971,1881,11364,5343,16488
21221,1175,9384,1171,14339,1233,12597,1505,8870,3322,14539
21223,2,6253,27,8809,24,8125,3,5102,142,6512
21225,3290,17821,1808,15007,2015,15637,1324,14537,2414,19886
21227,5913,71828,10311,113792,7934,92522,4420,45491,6113,30579
21229,1082,10764,742,11717,820,10916,1148,11168,1779,13940
21231,365,17022,316,20813,297,19923,391,14700,739,17518
21233,871,14832,563,13621,660,14120,1137,14244,2643,20974
21235,205,33396,205,35637,123,35865,150,25815,1111,31982
21237,2,6698,10,7355,17,7065,0,6534,56,9864
21239,1375,17778,1230,24939,1256,23208,1563,11913,3724,12571
22001,9902,56427,11175,61773,10740,58861,9817,49931,6546,31847
22003,4383,21390,5985,25764,6259,25440,4751,19867,NULL,NULL
22005,11262,50068,23846,107215,15539,76627,1,1772,11255,23887
22007,6995,22084,7141,23421,7371,23388,7417,17991,10105,24128
22009,10532,41393,12398,42073,12233,41481,10448,37606,12039,34102
22011,4756,29692,4655,35654,4261,32986,4295,19191,NULL,NULL
22013,6939,16387,6076,14353,6897,15752,8255,16726,9464,21776
22015,15236,80721,24461,116979,20468,98310,10,2956,16735,21738
22017,95242,252358,120264,254969,112483,252161,81486,223859,36142,58200
22019,36284,167223,47782,192768,44025,183577,30239,145475,16562,62767
22021,1969,10761,1746,10132,1890,10560,2503,9004,3465,8593
22023,524,9336,119,6839,388,9991,434,6909,538,4288
22025,3175,12287,3280,10407,2962,10920,4015,11421,5195,10415
22027,8002,17095,8733,17195,7982,16851,9755,19407,14938,25050
22029,8056,22981,8513,20822,7637,20247,9462,20467,11941,14278
22031,11556,25727,10449,26656,10748,25494,13949,24248,17932,27689
22033,114741,366191,199505,440171,165526,412852,72993,230058,21342,34580
22035,7201,11772,5356,7759,6339,9421,8800,14433,10390,11637
22037,9240,19015,9108,20267,10057,21360,10907,20198,14536,20055
22039,8027,33343,9632,33984,10122,35434,8478,31639,NULL,NULL
22041,7735,24141,6537,20767,6721,21263,10589,26088,5264,11989
22043,2840,16703,3470,22309,2222,18698,3222,13330,4869,15958
22045,17640,63752,23435,73240,22574,73266,14781,51657,14474,31262
22047,15414,32159,16454,33387,16560,33320,14615,29939,19145,30954
22049,5522,17321,4853,16274,4291,15397,5127,15828,3996,13818
22051,63001,454592,113887,432552,104121,455466,31625,208769,6785,18247
22053,6146,32168,5468,31594,5591,31435,6313,29825,NULL,NULL
22055,30334,150017,57073,221578,45346,190503,20317,84656,10734,28733
22057,9127,82483,12746,96318,11349,89974,6513,55381,7973,33111
22059,1585,17004,1769,14890,1742,14282,1614,13011,1953,9402
22061,14590,39763,18925,46735,16934,42509,11928,28535,7289,18485
22063,3952,58806,6505,128026,3874,91814,4038,26974,1377,10627
22065,9364,15975,7381,12093,8283,13728,10650,16444,9455,10676
22067,13980,34803,13133,27979,13451,31021,15778,33709,13971,18786
22069,14450,39863,16362,39566,15017,39080,15529,35653,20334,36455
22071,308149,557515,206871,343829,325947,484674,233514,627525,89262,339075
22073,40582,139241,56216,153720,49526,147250,32727,101663,14153,25830
22075,5540,26049,4715,23042,6258,26757,6339,22545,6847,12524
22077,10001,24045,8284,22802,8601,22763,12048,22488,17147,25289
22079,36308,135282,42113,131613,38445,126337,33769,111351,21445,44545
22081,3797,10433,3595,9091,3936,9622,4746,9978,6212,11402
22083,7851,22187,7454,20725,7974,20981,10561,23824,10463,15769
22085,4694,25280,4026,24233,3958,23459,4380,18564,4164,19874
22087,2411,64097,6350,35897,5122,67229,2339,32186,1933,5277
22089,9479,37259,14051,52780,12130,48072,5733,21219,6720,11207
22091,5059,9827,5974,11203,5517,10525,5081,9162,4573,9172
22093,10156,21495,11180,22102,10476,21216,9047,18369,13164,23009
22095,12175,31924,24576,45924,19268,43044,9511,18439,8126,14338
22097,31965,84128,34442,83384,36952,87700,35008,81493,31234,66661
22099,13185,40214,16039,52160,15535,48583,10817,29063,9836,23070
22101,18515,64253,17765,54650,17009,53500,14950,48833,21266,39368
22103,13861,110869,26645,233740,18929,191268,10532,38643,6731,18917
22105,24295,80698,36654,121097,28519,100588,20111,59434,9135,29160
22107,4659,8525,2967,5252,3665,6618,7665,11796,15613,17060
22109,14598,94393,21139,111860,18594,104503,10401,60771,11194,28320
22111,6166,21167,6182,22721,6373,22803,6482,17624,7448,20451
22113,6425,48458,8286,57999,7624,53807,5008,38855,4500,26390
22115,9764,53475,7443,52334,8962,52531,2422,18301,3716,17384
22117,13308,44207,14625,47168,13851,43926,14892,44015,5458,18886
22119,13937,43631,13823,41207,13735,41831,13677,39701,9900,19186
22121,7626,19086,8972,23788,7666,21601,7294,14796,9223,12636
22123,2099,12922,1822,11604,2325,12314,3178,14177,2724,6249
22125,7061,12186,7263,15625,7633,15111,8190,12395,11012,13449
22127,4873,17253,4702,15313,5411,16894,4995,16034,3931,18357
23001,238,99657,3931,107702,683,103793,95,86312,73,59822
23003,822,91331,455,71870,281,73938,1288,106064,51,74664
23005,1003,215789,6781,281674,2815,265612,648,182751,428,112014
23007,13,27098,71,30768,72,29467,4,20069,17,19119
23009,43,41781,221,54418,130,51791,13,32293,33,35575
23011,122,109889,687,122151,404,117114,99,89150,139,62863
23013,33,32941,197,39736,94,39618,33,28575,73,28981
23015,9,25691,109,34457,57,33616,3,18497,18,18216
23017,23,48968,212,57833,95,54755,23,44345,30,36256
23019,278,137015,1159,153923,708,144919,746,126346,246,85285
23021,7,17634,53,17535,36,17235,7,17379,7,19887
23023,176,28795,254,35293,323,35214,121,22793,103,18574
23025,31,45028,192,52228,121,50888,12,39749,19,36301
23027,26,28414,137,38786,68,36280,18,22632,15,23383
23029,24,34963,140,32856,88,33941,20,32908,59,42905
