"county","total_1960","black_1960","total_1910","black_1910","total_2010","black_2010","total_2000","black_2000","total_1980","black_1980"
36087,136803,6854,46873,1534,311687,37058,286753,31472,259530,18016
36089,111239,96,89005,56,111944,2420,111931,2664,114254,230
36091,89096,811,61917,697,219607,3269,200635,2725,153759,1409
36093,152896,2171,88235,288,154727,14710,146555,9953,149946,4682
36095,22616,81,23855,224,32749,435,31582,403,29710,252
36097,15044,106,14004,184,18343,159,19224,279,17686,72
36099,31984,326,26972,122,35251,1607,33342,758,33733,337
36101,97691,790,83362,357,98990,1540,98726,1347,99217,893
36103,666784,33035,96138,2771,1493350,111224,1419369,98553,1284231,71741
36105,45272,1879,33808,64,77547,7039,73966,6292,65155,4446
36107,37802,189,25624,242,51125,375,51784,282,49812,277
36109,66164,1241,33647,533,101564,4020,96501,3508,87085,2721
36111,118804,4003,91769,2026,182493,10982,177749,9646,158158,6474
36113,44002,147,32223,25,65707,590,63303,395,54854,240
36115,48476,539,47778,197,63216,1893,61042,1785,54795,913
36117,67989,1517,50179,194,93772,2887,93765,3044,84581,2728
36119,808891,60455,283055,8986,949113,138118,923459,131132,866599,104815
36121,34793,807,31880,88,42155,2375,43424,2395,39895,1020
36123,18614,121,18642,134,25348,203,24621,139,21459,130
37001,85674,14740,28712,7173,151131,28369,130800,24544,99319,19113
37003,15625,1067,11592,910,37198,2043,33603,1557,24999,1668
37005,7734,209,7745,340,11155,140,10677,131,9587,203
37007,24962,11961,25465,13326,26948,13090,25275,12295,25649,11935
37009,19768,191,19074,550,27281,161,24384,162,22325,182
37011,12009,151,NULL,NULL,17797,709,17167,598,14409,136
37013,36014,13276,30877,12941,47759,12223,44958,13051,40355,12783
37015,24350,14447,23039,13503,21282,13296,19773,12326,21024,12441
37017,28881,11958,18006,8392,35190,12268,32278,12235,30491,11801
37019,20278,7159,14432,5406,107431,12291,73143,10516,35777,8287
37021,130074,14040,49798,7982,238318,15211,206330,15425,160934,13997
37023,52701,3700,21408,2570,90912,6012,89148,5984,72504,5213
37025,68137,10811,26240,6095,178011,27219,131063,15961,85895,12201
37027,49552,3492,20579,2416,83029,4086,77415,4223,67746,3874
37029,5598,2357,5640,2213,9980,1316,6885,1189,5829,1876
37031,30940,3684,13776,2292,66469,4041,59383,4151,41092,3859
37033,19912,9549,14858,7651,23719,8020,23501,8583,20705,9016
37035,73191,6770,27918,3471,154358,13041,141685,11862,105208,9746
37037,26785,8408,22635,7668,63505,8392,49329,8422,33415,8987
37039,16335,317,14136,503,27444,350,24298,387,18933,401
37041,11729,5462,11303,6159,14793,5070,14526,5450,12558,5210
37043,5526,49,3909,158,10587,64,8775,70,6619,34
37045,66048,14779,29494,5779,98078,20332,96287,20155,83435,17400
37047,48973,16254,28020,8955,58098,17713,54749,16934,51037,15394
37049,58773,16742,25594,14310,103505,23193,91436,22966,71043,19287
37051,148418,37690,35284,15353,319431,117117,302963,105731,247160,75726
37053,6601,2083,7693,2598,23547,1361,18190,1318,11089,1758
37055,5935,403,4841,495,33920,834,29967,797,13377,827
37057,79493,8622,29404,3744,162878,14421,147246,13463,113162,11319
37059,16728,2065,13394,2350,41240,2593,34835,2368,24599,2556
37061,40270,15142,25442,9281,58505,14773,49063,14198,40952,14003
37063,111995,35862,35276,12383,267587,101577,223314,88109,152785,55424
37065,54226,28096,32010,19453,56552,32435,55606,31949,55988,28433
37067,189428,45659,47311,14027,350670,91227,306067,78388,243683,59403
37069,28755,12718,24692,11564,60619,16212,47260,14193,30055,12301
37071,127074,16560,37063,8502,206086,31431,190365,26405,162568,19868
37073,9254,5009,10455,4693,12197,4044,10516,4120,8875,4664
37075,6432,0,4749,0,8861,17,7993,15,7217,1
37077,33110,14717,25102,12239,59916,19652,48498,16943,34043,14941
37079,16741,8424,13083,6096,21362,7964,18974,7820,16117,7298
37081,246520,51159,60497,15379,488406,158899,421048,123253,317154,79374
37083,58956,31926,37646,24328,54691,29109,57370,30151,55286,26053
37085,48236,13032,22174,6442,114678,23973,91025,20481,59570,13850
37087,39711,867,21020,567,59036,624,54033,684,46495,743
37089,36163,1961,16262,1815,106740,3224,89173,2725,58580,2122
37091,22718,13398,15436,9098,24669,14933,22601,13459,23368,12810
37093,16356,7931,NULL,NULL,46952,15716,33646,12664,20383,8875
37095,5765,2435,8840,3701,5810,1836,5826,2043,5873,2088
37097,62526,11125,34315,7456,159437,19047,122660,16762,82538,14264
37099,17780,341,12998,603,40271,745,33121,552,25811,520
37101,62936,14116,41401,10169,168878,25546,121965,19090,70599,13915
37103,11005,5163,8721,4096,10153,3289,10381,3724,9705,4212
37105,26561,5884,11376,3526,57866,11565,49040,10032,36718,8098
37107,55276,21847,22769,10225,59495,24121,59648,24115,59819,22795
37109,28814,3523,17132,2797,78265,4340,63780,4108,42372,3832
37111,26742,1373,13538,2080,44996,1708,42151,1753,35135,1549
37113,14935,278,12191,576,33922,447,29811,357,20178,382
37115,17217,118,20132,432,20764,240,19635,162,16827,135
37117,27139,13554,17797,8838,24505,10651,25593,11611,25948,11555
37119,272111,66701,67031,25481,919628,282804,695454,193838,404270,107006
37121,13906,38,17245,343,15579,58,15687,34,14428,18
37123,18408,4580,14967,3660,27798,5231,26822,5857,22469,5517
37125,36733,9666,17010,5637,88247,11839,74769,11589,50505,10693
37127,61002,24205,33727,14104,95840,35650,87420,29664,67153,22089
37129,71742,19865,32037,15302,202667,29907,160307,27203,103471,22371
37131,26811,17093,22323,13062,22099,12895,22086,13125,22584,13709
37133,82706,10511,14125,4238,177772,27672,150355,27790,112784,22775
37135,42970,10131,15064,4926,133801,15928,118227,16298,77055,13326
37137,9850,3611,9966,3773,13144,2632,12934,3178,10398,3238
37139,25630,10114,16693,8357,40661,15355,34897,13975,28462,10383
37141,18508,8886,15471,7620,52217,9269,41082,9689,22215,8623
37143,9178,4303,11054,5589,13453,3347,11368,3182,9486,3581
37145,26394,9306,17356,7474,39464,10646,35623,10049,29164,9159
37147,69942,30467,36340,18106,168148,57257,133798,45019,90146,30966
37149,11395,1422,7640,1094,20510,918,18324,1079,12984,1191
37151,61497,5105,29491,3421,141752,8176,130454,7342,91728,5755
37153,39202,11774,19673,9225,46639,14269,46564,14215,45481,12104
37155,89102,26256,51945,22518,134168,32637,123339,30973,101610,25600
37157,69629,14649,36442,10474,93643,17655,91928,17987,83426,17186
37159,82817,13917,37521,9074,138428,22392,130340,20562,99186,15607
37161,45091,5391,28385,4288,67810,6854,62899,7066,53787,6550
37163,48013,17251,29982,10043,63431,17128,60161,18018,49687,16735
37165,25183,10374,15363,8473,36157,13943,35998,13434,32273,11361
37167,40873,4482,19909,2132,60585,6630,58100,6657,48517,5649
37169,22314,2258,20151,2569,47401,1916,44711,2084,33086,2373
37171,48205,2795,29705,2632,73673,2749,71219,2965,59449,2929
37173,8387,70,10403,185,13981,76,12968,221,10283,105
37175,16372,854,7191,638,33090,1292,29334,1235,23417,1240
37177,4520,1974,5219,1642,4407,1683,4149,1636,3975,1550
37179,44670,9562,33277,9337,201292,23558,123677,15480,70380,11787
37181,32002,14017,19425,10004,45422,22645,42954,20749,36748,15926
37183,169082,43851,63229,25870,900993,186510,627846,123820,301327,65573
37185,19652,12306,20266,13207,20972,10970,19972,10882,16232,9653
37187,13488,6083,11062,5503,13228,6587,13723,6716,14801,6410
37189,17529,228,13556,246,51079,877,42695,680,31666,425
37191,82059,30106,35698,15579,122623,38499,113329,37422,97054,31620
37193,45269,2694,30282,2591,69340,2830,65632,2733,58657,2804
37195,57716,23207,28269,12350,81234,31686,73814,29032,63132,22981
37197,22804,1128,15428,1174,38406,1192,36348,1246,28439,1354
37199,14008,136,12072,233,17818,145,17774,101,14934,197
39001,19982,60,24755,184,28550,87,27330,48,24328,36
39003,103691,7322,56580,1030,106331,12639,108473,13225,112241,10975
39005,38771,138,22975,25,53139,398,52523,424,46178,312
39007,93067,2119,59547,217,101497,3586,102728,3247,104215,3060
39009,46998,1014,47798,1240,64757,1774,62223,1485,56399,1653
39011,36147,55,31246,36,45949,132,46611,110,42554,37
39013,83864,2071,76856,1782,70400,2834,70226,2553,82569,1592
39015,25178,537,24832,1288,44846,384,42285,389,31920,411
39017,199076,10315,70271,1781,368130,26972,332807,17531,258787,12072
39019,20857,314,15761,25,28836,139,28836,155,25598,115
39021,29714,1099,26351,1410,40097,892,38890,894,33649,979
39023,131440,12251,66435,5583,138333,12128,144742,12954,150236,13173
39025,80530,999,29551,865,197363,2284,177977,1621,128483,921
39027,30004,680,23680,939,42040,932,40543,886,34603,714
39029,107004,1718,76619,967,107841,2405,112075,2468,113572,1409
39031,32224,356,30121,97,36901,395,36655,399,36024,414
39033,46775,327,34036,77,43784,378,46966,279,50075,301
39035,1647895,255310,637425,8763,1280122,380198,1393978,382634,1498400,341003
39037,45612,259,42933,376,52959,238,53309,208,55096,170
39039,31508,17,24498,23,39037,725,39500,692,39987,219
39041,36107,877,27182,671,174214,5837,109989,2774,53840,1259
39043,68000,4421,38327,311,77079,6644,79551,6876,79655,5888
39045,63912,475,39201,449,146156,8702,122759,3274,93678,319
39047,24775,778,21744,1231,29030,586,28433,589,27467,724
39049,682962,80235,221567,14006,1163414,247225,1068978,191196,869132,131016
39051,29301,36,23914,6,42698,183,42084,103,37751,40
39053,26120,1238,25745,1875,30934,812,31069,839,30098,913
39055,47573,1032,14670,9,93389,1198,90895,1110,74474,990
39057,94642,6514,29733,3970,161573,11681,147886,9414,129769,8792
39059,38579,688,42716,489,40087,590,40792,623,42024,637
39061,864121,123437,460732,24300,802374,205952,845303,198061,873224,165994
39063,53686,268,37860,249,74782,1158,71295,789,64581,523
39065,29633,198,30407,556,32058,259,31945,224,32719,211
39067,17995,571,19076,612,15864,330,15856,348,18152,470
39069,25392,4,25119,8,28215,117,29210,169,28383,101
39071,29716,862,28711,1379,43589,604,40875,612,33477,683
39073,20168,154,23650,143,29380,217,28241,259,24304,117
39075,21591,7,17909,8,42366,126,38943,127,29416,10
39077,47326,534,34206,284,59626,614,59487,575,54608,577
39079,29372,247,30791,708,33225,193,32641,193,30592,207
39081,99201,5314,65423,1647,69709,3879,73894,4200,91564,5047
39083,38808,380,30181,323,60921,496,54500,367,46304,294
39085,148700,1963,22927,237,230041,7306,227511,4527,212801,2944
39087,55438,1798,39488,1789,62450,1278,62319,1302,63849,1541
39089,90242,1285,55590,432,166492,5701,145491,2990,120981,2036
39091,34803,714,30084,777,45858,742,46005,786,39155,711
39093,217500,12234,76037,1521,301356,25799,284664,24203,274909,19813
39095,456931,42863,192728,1918,441815,83926,455054,77268,471741,63901
39097,26454,1568,19902,745,43435,2862,40213,2511,33004,1523
39099,300480,34949,116151,2083,238823,37433,257555,40884,289487,41075
39101,60221,1493,33971,232,66501,3807,66217,3805,67974,2241
39103,65315,612,23598,114,172332,2027,151095,1323,113150,709
39105,22159,337,25594,690,23770,206,23072,159,23641,206
39107,32559,7,27536,115,40814,101,40924,39,38334,17
39109,72901,1386,45047,1109,102506,2084,98868,1932,90381,1768
39111,15268,7,24244,90,14642,61,15180,40,17382,6
39113,527080,61886,163763,5481,535153,111870,559062,111030,571697,94561
39115,12747,495,16097,147,15054,432,14897,508,14241,554
39117,19405,10,16815,56,34827,121,31628,85,26480,32
39119,79159,3376,57488,1686,86074,3256,84585,3392,83340,3514
39121,10982,3,18601,44,14645,368,14058,940,11310,3
39123,35323,303,22360,31,41428,324,40985,265,40076,245
39125,16792,295,22730,502,19614,173,20293,194,21302,238
39127,27864,301,35396,563,36058,93,34078,74,31032,64
39129,35855,805,26158,695,55698,1881,52727,3391,43662,569
39131,19380,313,15723,717,28709,258,27695,246,22802,242
39133,91798,2438,30307,192,161419,6687,152061,4840,135856,3571
39135,32498,111,23834,265,42270,180,42337,136,38223,140
39137,28331,5,29972,26,34499,94,34726,58,32991,22
39139,117761,6853,47667,253,124475,11709,128852,12151,131205,9373
39141,61215,3121,40069,2382,78064,4840,73345,4544,65004,3416
39143,56486,797,35171,146,60944,1712,61792,1650,63267,1322
39145,84216,1666,48463,1016,79499,2129,79195,2163,84545,2389
39147,59326,771,42421,157,56745,1305,58683,1033,61901,1168
39149,33586,380,24663,231,49423,935,47910,714,43089,503
39151,340345,18303,122987,752,375586,28537,378098,27219,378823,24111
39153,513569,41256,108253,757,541781,78120,542899,71608,524472,56831
39155,208526,11731,52766,208,210312,17417,225116,17778,241863,14605
39157,76789,793,57035,194,92582,719,90914,663,84614,654
39159,22853,314,21871,264,52300,1231,40909,1149,29536,565
39161,28840,97,29119,327,28744,250,29659,222,30458,113
39163,10274,16,13096,213,13435,39,12806,45,11584,9
39165,65711,909,24497,729,212693,6940,158383,4327,99276,1711
39167,51689,843,45422,1378,61778,664,63251,585,64266,780
39169,75497,1075,38058,70,114520,1712,111564,1749,97408,1244
39171,29968,4,25198,5,37642,363,39188,283,36369,9
39173,72596,380,46330,150,125488,3022,121065,1540,107372,1308
39175,21648,0,20760,21,22615,44,22908,32,22651,13
41001,17295,26,18076,27,16134,57,16741,39,16134,11
41003,39165,75,10663,1,85579,759,78153,658,68211,441
41005,113038,99,29931,11,375992,3082,338391,2233,241919,768
41007,27380,70,16106,25,37039,195,35630,185,32489,173
41009,22379,9,10580,1,49351,207,43560,105,35646,35
41011,54955,40,17959,17,63043,258,62779,194,64047,74
41013,9430,1,9315,8,20978,35,19182,8,13091,3
41015,13983,9,2044,1,22364,67,21137,32,16992,13
41017,23100,18,NULL,NULL,157733,568,115367,222,62142,38
41019,68458,31,19674,11,107667,317,100399,177,93748,130
41021,3069,15,3701,1,1871,3,1915,3,2057,0
41023,7726,3,5607,3,7445,14,7935,8,8210,4
41025,6744,6,4059,2,7422,19,7609,10,8314,4
41027,13395,16,8016,8,22346,101,20411,117,15835,39
41029,73962,32,25756,41,203206,1372,181269,724,132456,173
41031,7130,5,NULL,NULL,21720,138,19009,50,11599,35
41033,29917,6,9567,4,82713,347,75726,202,58855,48
41035,47475,456,8554,21,66380,432,63775,404,59117,344
41037,7158,4,4658,8,7895,39,7422,10,7532,3
41039,162890,336,33783,13,351715,3369,322959,2506,275226,1618
41041,24635,10,5587,2,46034,193,44479,132,35264,44
41043,58867,14,22662,2,116672,534,103069,327,89495,135
41045,22764,74,8601,14,31313,370,31615,387,26896,77
41047,120888,226,39780,58,315335,3371,284834,2539,204692,1258
41049,4871,0,4357,5,11173,55,10995,15,7519,11
41051,522813,16082,226261,1081,735334,41401,660486,37434,562640,29844
41053,26523,4,13469,2,75403,424,62380,263,45203,164
41055,2446,0,4242,1,1765,4,1934,4,2172,3
41057,18955,10,6266,1,25250,85,24262,54,21164,35
41059,44352,250,20309,55,75889,638,70548,582,58861,134
41061,18180,74,16191,21,25748,132,24530,124,23921,104
41063,7102,11,8364,1,7008,26,7226,2,7273,5
41065,20205,45,16336,31,25213,106,23791,71,21732,65
41067,92237,54,21522,7,529710,9616,445342,5119,245808,1091
41069,2722,0,2484,2,1441,0,1547,1,1513,0
41071,32478,22,18285,6,99193,872,84992,721,55332,136
42001,51906,330,34319,325,101407,1561,91292,1105,68292,705
42003,1628587,134122,1018463,34217,1223348,161861,1281666,159058,1450085,150246
42005,79524,880,67880,495,68941,553,72392,592,77768,713
42007,206948,11153,78353,1235,170539,10676,181412,10811,204441,11393
42009,42451,162,38879,365,49762,238,49984,178,46784,154
42011,275414,4689,183222,1007,411442,20143,373638,13778,312509,7722
42013,137270,1126,108858,786,127089,2129,129144,1535,136621,956
42015,54925,57,54526,234,62622,311,62761,251,62919,83
42017,308567,5488,76530,1832,625249,22376,597635,19495,479211,11950
42019,114639,513,72689,217,183862,2021,174083,1367,147912,731
42021,203283,3526,166131,640,143679,5222,152598,4322,183263,3398
42023,7586,11,7644,31,5085,13,5974,21,6674,6
42025,52889,34,52846,27,65249,976,58802,353,53285,30
42027,78580,611,43424,265,153990,4638,135758,3544,112760,1468
42029,210608,17374,109213,10622,498886,30623,433501,27040,316660,23085
42031,37408,17,36638,24,39988,484,41765,329,43362,246
42033,81534,260,93768,315,81642,1862,83382,1239,83578,165
42035,37619,19,31545,209,39238,625,37914,197,38971,129
42037,53489,71,48467,119,67295,1246,64151,516,61967,198
42039,77956,991,61565,355,88765,1547,90366,1437,88869,1091
42041,124816,1847,54479,1788,235406,7527,213674,5048,178541,2457
42043,220255,21172,136152,6536,268100,48386,251798,42580,232317,31275
42045,553154,38529,117906,11897,558979,110260,550864,79981,555007,49989
42047,37328,24,35871,34,31946,89,35112,52,38338,13
42049,250682,6994,115517,392,280566,20155,280843,17202,279780,12414
42051,169340,8055,167449,5852,136606,6325,148644,5223,159417,6041
42053,4485,0,9435,8,7716,1389,4946,110,5072,11
42055,88172,1716,59775,1716,149618,4700,129313,3016,113629,2086
42057,10597,84,9703,94,14845,151,14261,94,12842,96
42059,39424,360,28882,389,38686,1282,40672,1585,40476,316
42061,39457,958,38304,305,45913,2392,45586,2342,42253,969
42063,75366,439,66210,183,88880,2434,89605,1407,92281,952
42065,46792,31,63090,105,45200,157,45932,59,48303,37
42067,15874,10,15013,171,24636,151,22821,85,19188,17
42069,234531,763,259570,696,214437,5423,213295,2793,227908,1109
42071,278359,3574,167029,2299,519445,19035,470658,12993,362346,6972
42073,112965,2815,70032,699,91108,3501,94643,3416,107150,3042
42075,90853,350,59565,215,133568,2885,120327,1548,108582,462
42077,227536,957,118832,247,349497,21440,312090,11097,272349,4134
42079,346972,1081,343186,924,320918,10767,319250,5408,343079,2311
42081,109367,1245,80813,1182,116111,5203,120044,5189,118416,1749
42083,54517,75,47868,251,43450,1046,45936,860,50635,96
42085,127519,5022,77699,621,116638,6726,120293,6318,128299,5447
42087,44348,119,27785,172,46682,300,46486,226,46908,96
42089,39567,588,22941,185,169842,22348,138687,8343,69409,982
42091,516682,18834,169590,6021,799874,69351,750097,55969,643621,30864
42093,16730,35,14868,77,18267,256,18236,185,16675,21
42095,201412,2297,127667,615,297735,14986,267066,7400,225418,3974
42097,104138,143,111420,237,94528,1921,94556,1439,100381,162
42099,26582,4,24136,73,45969,296,43602,189,35718,28
42101,2002512,529240,1549008,84459,1526006,661839,1517550,655824,1688210,638878
42103,9158,11,8033,72,57369,3322,46302,1513,18271,55
42105,16483,47,29729,54,17457,67,18080,52,17726,30
42107,173027,358,207894,242,148289,3967,150336,3147,160630,310
42109,25922,156,16800,4,39702,428,37546,307,33584,145
42111,77450,132,67717,246,77742,1863,80023,1275,81243,57
42113,6251,26,11293,2,6428,168,6556,144,6349,40
42115,33137,62,37746,114,43356,156,42238,128,37876,46
42117,36614,77,42829,73,41981,333,41373,250,40973,177
42119,25646,649,16249,59,44947,3324,41624,2878,32870,919
42121,65295,414,56359,541,54984,571,57565,626,64444,316
42123,45582,69,39573,75,41815,149,43863,90,47449,47
42125,217271,9134,143680,5888,207820,6757,202897,6606,217074,7525
42127,28237,383,29236,20,52822,1644,47722,757,35237,82
42129,352629,7090,231304,2641,365169,8562,369993,7446,392294,6439
42131,16813,46,15509,12,28276,208,28080,149,26433,74
42133,238336,5301,136405,2113,434972,24344,381751,14095,312963,9079
44001,37146,57,17602,153,49875,398,50648,349,46942,117
44003,112619,325,36378,266,166158,2405,167090,1558,154163,605
44005,81891,3593,39335,1881,82888,2864,85433,3184,81383,3012
44007,568778,13275,424353,6391,626667,53040,621602,40685,571349,23056
44009,59054,1082,24942,838,126979,1482,123546,1132,93317,794
45001,21417,6851,34804,22522,25417,7187,26167,7926,22627,7456
45003,81038,21310,41849,22850,160099,39354,142552,36442,105625,26152
45005,11362,7183,NULL,NULL,10419,7672,11211,7960,10700,6690
45007,98478,19218,69568,26335,187126,30020,165740,27491,133235,22895
45009,16274,9085,18544,12874,15987,9837,16658,10411,18118,10371
45011,17659,7639,34209,24647,22621,10015,23478,9990,19868,8236
45013,44187,16969,30355,26376,162233,31290,120937,29005,65364,21504
45015,38196,18920,23487,18231,177843,44514,142651,37985,94727,23362
45017,12256,8197,16634,12739,15175,6459,15185,7393,12206,6702
45019,216382,78488,88594,56033,350209,104239,309969,106918,276974,95251
45021,35205,7465,26179,8510,55342,11278,52537,10801,40983,7988
45023,30888,12325,29425,19140,33140,12387,34068,13168,30148,11630
45025,33717,12476,26301,10557,46734,15253,42768,14206,38161,12456
45027,29490,20122,32188,23393,34971,17504,32502,17273,27464,15778
45029,27816,14214,35390,22296,38892,15178,38264,16140,31776,14436
45031,52928,23475,36027,21283,68681,28573,67394,28104,62717,25152
45033,30584,14118,22615,11539,32062,14782,30722,13932,31083,13018
45035,24383,11892,17891,10982,136555,35266,96413,24176,58761,14865
45037,15735,9153,28281,20114,26985,10030,24595,10209,17528,8725
45039,20713,12318,29442,22377,23956,14167,23454,13859,20700,12083
45041,84438,36484,35671,20340,136885,56506,125761,49474,110163,41306
45043,34798,18137,22270,16110,60158,20214,55797,21541,42461,19030
45045,209776,36786,68377,20861,451225,81497,379616,69455,287913,50842
45047,44346,13125,34225,21302,69661,21846,66271,21036,57847,16714
45049,17425,9382,25126,16120,21090,11359,21386,11906,18159,9545
45051,68247,18199,26995,6668,269291,36202,196629,30468,101419,22443
45053,12237,7616,NULL,NULL,24777,11406,20678,10895,14504,8289
45055,33585,13355,27094,16444,61697,15188,52647,13840,39015,12163
45057,39352,10613,26650,13115,76652,18278,61351,16479,53361,12923
45059,47609,14064,41550,22753,66537,16933,69567,18245,52214,15165
45061,21832,14366,25318,17251,19220,12359,20119,12787,18929,11586
45063,60726,10460,32040,11638,262391,37522,216014,27274,140353,13856
45065,8629,5318,NULL,NULL,10233,5083,9958,5365,7797,4729
45067,32014,17582,20596,11208,33062,18476,35466,19984,34179,17775
45069,28529,13812,31189,18928,28933,14729,28818,14618,31634,14649
45071,29416,10427,34586,22040,37508,11626,36108,11958,31242,9884
45073,40204,4291,27337,6848,74273,5613,66215,5550,48611,4837
45075,68559,41181,55893,36794,92501,57535,91582,55736,82276,46082
45077,46030,4600,25422,5430,119224,7854,110757,7559,79292,5849
45079,200102,64845,55143,29533,384504,176538,320677,144809,269735,104050
45081,14554,5330,20943,11189,19875,5230,19181,5753,16150,5702
45083,156830,34660,83465,26410,284307,58565,253791,52775,201861,40870
45085,74941,34997,38472,28103,107456,50414,104646,48850,88243,38966
45087,30015,8891,29911,15471,28961,9066,29881,9278,30751,9057
45089,40932,27171,37626,23214,34423,22637,37217,24660,38226,23806
45091,78760,22181,47718,25275,226073,43003,164614,31532,106720,23755
47001,60032,1964,17717,921,75129,2847,71330,2766,67346,2594
47003,23150,2760,22667,5486,45058,3564,37586,3189,27916,3008
47005,10662,316,12452,340,16489,321,16537,348,14901,368
47007,7811,455,6329,391,12876,470,12367,458,9478,320
47009,57525,2760,20809,1221,123010,3380,105823,3077,77770,2582
47011,38324,1994,16336,1717,98963,4219,87965,3511,67547,2668
47013,27936,263,27387,1887,40716,125,39854,120,34923,170
47015,8537,200,10825,580,13801,168,12826,187,10234,187
47017,23476,3161,23971,5051,28522,2879,29475,3050,28285,3243
47019,41578,435,19838,660,57424,760,56742,566,50205,426
47021,9428,623,10540,1593,39105,564,35912,532,21616,595
47023,9569,1284,9090,1571,17131,1569,15540,1558,12727,1367
47025,19067,304,23504,819,32213,282,29862,224,24595,314
47027,7289,166,9009,289,7861,104,7976,115,7676,112
47029,23390,712,19399,1051,35662,669,33565,669,28792,668
47031,28603,1010,15625,1624,52796,1845,48014,1724,38311,1340
47033,14594,3565,16076,3611,14586,1843,14532,2088,14941,2828
47035,19135,2,9327,63,56053,161,46802,59,28676,6
47037,399743,76437,149478,46710,626681,173730,569891,147696,477811,106369
47039,8324,532,10093,1019,11757,338,11731,407,10857,481
47041,10774,275,15434,835,18723,250,17423,250,13589,268
47043,18839,1365,19955,3079,49666,2056,43156,1978,30037,1672
47045,29537,4359,27721,5685,38335,5477,37279,4795,34663,4101
47047,24577,16927,30257,22702,38413,10784,28806,10355,25305,12804
47049,13288,2,7446,98,17959,31,16625,18,14826,2
47051,25528,2271,20491,3126,41052,2109,39270,2157,31983,2279
47053,44699,9623,41630,9547,49683,9340,48152,9497,49467,9450
47055,22410,4003,32629,10867,29485,3012,29447,3476,24625,3452
47057,12506,177,13888,483,22657,107,20659,67,16751,136
47059,42163,1073,31083,1369,68831,1373,62909,1329,54422,1233
47061,11512,15,8322,143,13703,37,14332,20,13787,2
47063,33092,2053,13650,1610,62544,2527,58128,2396,49300,2341
47065,237905,47241,89267,26026,336463,67900,307896,62005,287740,55840
47067,7757,99,10778,481,6819,24,6786,33,6887,38
47069,21517,8391,23011,10098,27253,11281,28105,11516,23873,8725
47071,17397,1084,17521,2170,26026,896,25578,944,22280,986
47073,30468,1050,23587,1805,56833,740,53563,830,43751,826
47075,23393,14336,25910,17710,18787,9465,19797,10106,20318,10420
47077,16115,1713,17030,1918,27769,2187,25522,2042,21390,1901
47079,22275,3322,25434,5921,32330,2599,31115,2787,28656,3148
47081,11862,634,16527,2430,24690,1120,22295,1009,15151,817
47083,4794,362,6224,910,8426,193,8088,268,6871,331
47085,11511,571,13908,1201,18538,463,17929,527,15957,629
47087,9233,34,15036,302,11638,30,10984,16,9398,21
47089,21493,926,17755,1639,51407,1048,44294,1027,31284,922
47091,10765,138,13191,377,18244,378,17499,424,13745,86
47093,250523,22709,94187,12709,432226,38045,382032,32987,319694,28006
47095,9572,2202,8704,3268,7832,2171,7954,2481,7455,1437
47097,21844,8258,21105,9554,27815,9720,27101,9236,24555,7597
47099,28049,511,17569,969,41869,642,39926,587,34110,508
47101,6269,122,6033,854,12161,199,11367,165,9700,156
47103,23829,3156,25908,5502,33361,2269,31340,2304,26483,2637
47105,23757,445,13612,964,48556,533,39086,447,28553,421
47107,33662,1786,21046,1892,52266,2066,49015,2195,41878,2043
47109,18085,1248,16356,1557,26075,1550,24653,1537,22525,1434
47111,12197,121,14559,732,22248,93,20386,44,15700,70
47113,60655,20651,39357,16167,98294,35636,91837,29810,74546,22322
47115,21036,1339,18820,2289,28237,1012,27776,1149,24416,1102
47117,16859,1980,16872,3414,30617,2003,26767,2081,19698,1960
47119,41699,8374,40456,16169,80956,10154,69498,9904,51095,8464
47121,5160,254,6131,566,11753,116,11086,138,7431,138
47123,23316,908,20716,1167,44519,926,38961,884,28700,888
47125,55645,10754,33672,13430,172331,32982,134768,25848,83342,14684
47127,3454,295,4800,334,6362,145,5740,156,4510,209
47129,14304,307,11458,691,21987,806,19757,440,16604,118
47131,26957,3204,29946,5293,31807,3367,32450,3196,32781,3107
47133,14661,77,15854,299,22083,87,20118,56,17575,44
47135,5273,191,8815,633,7915,119,7631,130,6111,143
47137,4431,6,5087,11,5077,5,4945,5,4358,1
47139,12160,28,14116,284,16825,50,16050,22,13602,5
47141,29236,528,20023,892,72321,1455,62315,1064,47690,768
47143,15863,639,15410,1316,31809,616,28400,580,24235,611
47145,39133,1610,22860,2366,54181,1440,51910,1409,48425,1526
47147,27335,4782,25466,6492,66283,4934,54433,4691,37021,4960
47149,52368,7108,33199,11357,262604,32886,182023,17312,84058,8593
47151,15413,3,12947,97,22228,21,21127,19,19259,6
47153,5915,0,4202,139,14112,21,11370,22,8605,18
47155,24251,184,22296,378,89889,711,71170,396,41418,162
47157,627019,227445,191439,91719,927644,483381,897472,435824,777113,324664
47159,12059,614,18548,2325,19166,410,17712,448,14935,600
47161,7851,232,14860,1806,13324,188,12370,159,8665,133
47163,114139,2471,28120,1535,156823,3329,153048,2888,143968,2607
47165,36217,4118,25621,5386,160645,10311,130449,7540,85790,5084
47167,28564,11188,29459,13353,61081,11449,51271,10202,32930,8786
47169,4914,828,5874,1781,7870,754,7259,824,6137,898
47171,15082,5,7201,131,18313,36,17667,12,16362,4
47173,8498,2,11414,30,19109,22,17808,18,11707,1
47175,3671,31,2784,48,5548,23,5508,7,4728,4
47177,23102,1117,16534,1949,39839,1142,38276,1211,32653,1199
