"county","total_1960","black_1960","total_1910","black_1910","total_2010","black_2010","total_2000","black_2000","total_1980","black_1980"
16007,7148,2,7729,1,5986,6,6411,6,6931,2
16009,6036,12,NULL,NULL,9285,28,9171,11,8292,4
16011,28218,12,23306,44,45607,105,41735,70,36489,6
16013,4598,9,8387,10,21376,39,18991,25,9841,5
16015,1646,0,5250,3,7028,15,6670,8,2999,1
16017,15587,3,13588,16,40877,58,36835,40,24163,24
16019,46906,85,NULL,NULL,104234,585,82522,403,65980,199
16021,5809,0,NULL,NULL,10972,29,9871,16,7289,3
16023,3498,0,NULL,NULL,2891,6,2899,8,3342,1
16025,917,0,NULL,NULL,1117,3,991,12,818,0
16027,57662,123,25323,33,188923,1077,131441,421,83756,143
16029,5976,0,NULL,NULL,6963,4,7304,4,8695,3
16031,16121,31,7197,1,22952,64,21416,36,19427,3
16033,915,0,NULL,NULL,982,7,1022,1,798,0
16035,8548,3,NULL,NULL,8761,18,8930,13,10390,2
16037,2996,0,3001,1,4368,8,4342,0,3385,0
16039,16719,333,4785,1,27038,733,29130,946,21565,808
16041,8457,1,NULL,NULL,12786,28,11329,12,8895,0
16043,8679,6,24606,20,13242,46,11819,19,10813,2
16045,9127,2,NULL,NULL,16719,20,15181,11,11972,0
16047,9544,2,NULL,NULL,15464,37,14155,33,11874,5
16049,13542,12,12384,5,16267,42,15511,13,14769,9
16051,11672,9,NULL,NULL,26140,52,19155,53,15304,1
16053,11712,7,NULL,NULL,22374,62,18342,42,14840,2
16055,29556,1,22747,44,138494,416,108685,183,59770,39
16057,21170,25,18818,28,37244,293,34935,206,28749,93
16059,5816,1,4786,5,7936,18,7806,8,7460,2
16061,4423,0,NULL,NULL,3821,14,3747,13,4118,3
16063,3686,0,12676,28,5208,19,4044,19,3436,0
16065,9417,2,NULL,NULL,37536,185,27467,65,19480,5
16067,14394,34,NULL,NULL,20069,77,20174,53,19718,14
16069,27066,7,24860,48,39265,117,37410,105,33220,53
16071,3603,0,15170,2,4286,9,4125,5,3258,0
16073,6375,0,4044,3,11526,23,10644,16,8272,50
16075,12363,14,NULL,NULL,22623,52,20578,21,15722,4
16077,4111,1,NULL,NULL,7817,22,7538,7,6844,1
16079,20876,2,13963,18,12765,26,13771,15,19226,6
16081,2639,0,NULL,NULL,10170,25,5999,10,2897,1
16083,41842,22,13543,31,77230,342,64284,124,52927,44
16085,3663,0,NULL,NULL,9862,11,7651,3,5604,6
16087,8378,0,11101,12,10198,18,9977,10,8803,2
17001,68467,1385,64588,1880,67103,2331,68277,2094,71622,1703
17003,16061,5298,22741,7775,8238,2915,9590,3347,12264,3808
17005,14060,81,17075,160,17768,1080,17633,1306,16224,398
17007,20326,33,15481,43,54165,1064,41786,375,28630,94
17009,6210,2,10397,6,6937,1280,6950,1265,5411,1
17011,37594,35,43975,223,34978,212,35503,116,39114,44
17013,5933,1,8610,0,5089,7,5084,2,5867,0
17015,19507,84,18035,13,15387,123,16674,91,18779,66
17017,14539,2,17372,4,13642,419,13695,61,15084,12
17019,132436,6770,51829,950,201081,24946,179669,20045,168392,14661
17021,37207,106,34594,181,34800,495,35372,758,36446,75
17023,16546,7,23517,74,16335,48,17008,34,16913,5
17025,15815,5,18661,26,13815,47,14560,16,15283,0
17027,24029,75,22832,285,37762,1338,35535,1391,32617,309
17029,42860,203,34517,201,53873,2067,53196,1215,52260,883
17031,5129725,861146,2405233,46627,5194675,1287767,5376741,1405361,5253655,1346464
17033,20751,7,26281,38,19817,934,20452,927,20818,33
17035,9936,1,14281,7,11048,38,11253,12,11062,1
17037,51714,259,33457,151,105160,6732,88969,4084,74624,1659
17039,17253,35,18906,65,16561,87,16798,82,18108,26
17041,19243,3,19591,58,19980,58,19922,60,19774,6
17043,313459,677,33432,171,916924,42346,904161,27600,658835,7809
17045,22550,101,27336,312,18576,64,19704,362,21725,54
17047,7940,17,10049,86,6721,30,6971,10,7961,2
17049,23107,6,20055,23,34242,79,34264,56,30944,17
17051,21946,411,28075,19,22140,980,21802,1064,22167,301
17053,16606,55,17096,87,14081,85,14241,35,15265,58
17055,39281,34,25943,19,39561,123,39018,59,43201,33
17057,41954,130,49549,248,37069,1269,38250,1378,43687,119
17059,7638,84,14628,606,5589,12,6445,17,7590,28
17061,17460,18,22363,62,13886,119,14761,110,16661,13
17063,22350,17,24162,78,50063,605,37535,71,30582,42
17065,10010,2,18227,3,8457,31,8621,58,9172,1
17067,24574,18,30638,59,19104,52,20121,41,23877,54
17069,5879,16,7015,140,4320,13,4800,132,5383,2
17071,8237,9,9724,15,7331,15,8213,21,9114,1
17073,49317,506,41736,175,50486,796,51020,583,57968,655
17075,33562,145,35543,172,29718,233,31334,223,32976,193
17077,42151,2901,35143,2696,60218,8589,59612,7759,61522,5681
17079,11346,5,18157,69,9698,11,10117,8,11318,2
17081,32315,900,29111,378,38827,3251,40045,3134,36552,1603
17083,17023,44,13954,89,22985,93,21668,114,20538,62
17085,21821,8,22657,20,22678,107,22289,44,23520,12
17087,6928,23,14331,164,12582,1006,12878,1825,9624,354
17089,208246,4675,91862,760,515269,29422,404119,23279,278405,13724
17091,92063,8015,40752,315,113449,17187,103833,16065,102926,14965
17093,17540,7,10777,51,114736,6585,54544,718,37202,183
17095,61280,1806,46159,770,52919,3810,55836,3512,61607,2001
17097,293656,11719,55058,491,703462,49033,644356,44741,440372,28241
17099,110800,520,90132,311,113924,2186,111509,1723,112033,520
17101,18540,183,22661,289,16833,1608,15452,118,17807,140
17103,38749,797,27750,62,36031,1735,36062,1772,36328,598
17105,40341,937,40465,397,38950,1915,39678,2053,41381,1822
17107,33656,540,30216,377,30305,2285,31183,2045,31802,817
17109,28928,129,26887,123,32612,1642,32913,1138,37467,988
17111,84210,22,32509,29,308760,3283,260077,1523,147897,108
17113,83877,1241,68008,1118,169572,12426,150433,9305,119149,4743
17115,118257,6004,54186,906,110768,18027,114706,16130,131375,13785
17117,43524,44,50685,186,47765,359,49019,400,49384,331
17119,224689,11933,89847,3146,269282,21235,258941,18935,247691,14236
17121,39349,1344,35094,651,39437,1557,41691,1598,43523,1528
17123,13334,6,15679,41,12640,44,13180,46,14479,15
17125,15193,2,17377,10,14666,54,16038,19,19492,1
17127,14341,1018,14200,2584,15429,904,15161,831,14990,912
17129,9248,14,12796,107,12705,76,12486,48,11700,5
17131,17149,18,19723,34,16434,47,16957,50,19286,23
17133,15507,1,13508,13,32957,69,27619,14,20117,19
17135,31244,137,35311,238,30104,952,30652,1143,31686,55
17137,36571,1192,34420,1361,35547,2122,36616,1961,37502,1106
17139,13635,2,14630,4,14846,41,14287,28,14546,11
17141,38106,31,27864,33,53497,483,51032,224,46338,61
17143,189044,10157,100255,1737,186494,33030,183433,29532,200466,21528
17145,19184,363,22088,814,22350,1866,23094,1851,21714,418
17147,14960,1,16376,12,16729,58,16365,39,16581,13
17149,20552,10,28622,162,16430,275,17384,260,18896,9
17151,4061,70,11215,523,4470,269,4413,166,4404,183
17153,10490,3799,15650,5911,6161,1994,7348,2278,8840,2926
17155,4570,12,7561,10,6006,32,6086,38,6085,6
17157,29988,1453,29120,1525,33476,3263,33893,3147,35652,2266
17159,16299,27,15970,15,16233,78,16149,47,17587,12
17161,150991,4290,70404,822,147546,13289,149374,11260,165968,9811
17163,262509,47857,119870,8110,270056,82302,256082,73666,267531,73651
17165,26227,845,30204,918,24913,995,26733,1085,28448,865
17167,146539,5923,91024,3633,197465,23335,188951,18237,176089,11400
17169,8746,1,14852,6,7544,243,7189,16,8365,0
17171,6377,1,10067,15,5355,9,5537,2,6142,0
17173,23404,5,31693,75,22363,50,22893,35,23923,22
17175,8152,10,10098,9,5994,28,6332,4,7389,4
17177,46207,1445,36821,82,47711,4275,48979,3761,49536,2707
17179,99789,14,34027,25,135394,1374,128485,1131,132078,208
17181,17645,282,21856,211,17808,156,18293,150,17765,68
17183,96176,5203,77996,2038,81625,10571,83919,8882,95222,6778
17185,14047,0,14913,45,11947,77,12937,51,13713,22
17187,21587,318,23313,576,17707,303,18735,298,21943,362
17189,13569,2,18759,73,14716,101,15148,50,15472,38
17191,19008,2,25697,11,16760,42,17151,26,18059,6
17193,19373,62,23052,470,14665,56,15371,40,17864,28
17195,59887,120,34507,62,58498,781,60653,616,65970,328
17197,191617,11915,84371,1134,677560,75743,502266,52509,324460,31480
17199,46117,703,45098,866,66357,2540,61296,1527,56538,845
17201,209765,8574,63153,257,295266,36108,278418,29317,250884,21042
17203,24579,4,20506,37,38664,187,35469,89,33320,90
18001,24643,1,21840,2,34387,107,33625,46,29619,7
18003,232196,11702,93386,601,355329,41618,331849,37527,294335,26396
18005,48198,315,24813,319,76794,1420,71435,1310,65088,974
18007,11912,11,12688,71,8854,42,9421,20,10218,11
18009,14792,2,15820,40,12766,49,14048,17,15570,4
18011,27543,41,24673,123,56640,495,46107,163,36446,45
18013,7024,3,7975,1,15242,53,14957,32,12377,18
18015,16934,16,17970,7,20155,48,20165,40,19722,17
18017,40931,318,36368,240,38966,578,40930,527,40936,318
18019,62795,2821,30260,2745,110232,7661,96472,6393,88838,4317
18021,24207,189,32535,227,26890,87,26556,88,24862,90
18023,30765,38,26674,84,33224,142,33866,103,31545,13
18025,8379,0,12057,0,10713,24,10743,17,9820,13
18027,26636,109,27747,210,31648,172,29820,134,27836,124
18029,28674,236,21396,180,50047,300,46109,287,34291,227
18031,20019,3,18793,89,25740,82,24555,12,23841,2
18033,28271,38,25054,21,42223,148,40285,101,33606,28
18035,110938,5762,51414,1460,117671,8146,118769,7977,128587,7587
18037,27463,0,19843,9,41889,122,39674,56,34238,8
18039,106790,2219,49008,91,197559,11307,182791,9551,137330,5761
18041,24454,486,14415,440,24277,322,25588,428,28272,459
18043,51397,2010,30293,1749,74578,3873,70823,3126,61169,2182
18045,18706,5,20439,30,17240,28,17954,19,19033,4
18047,17015,3,15335,6,23087,37,22151,7,19612,2
18049,16957,39,16879,6,20836,150,20511,156,19335,156
18051,29949,657,30137,1445,33503,597,32500,622,33156,618
18053,75741,3199,51426,1528,70061,4888,73403,5281,80934,5264
18055,26327,5,36873,85,33165,49,33157,26,30416,10
18057,40132,319,27026,555,274569,9603,182740,2806,82027,361
18059,26665,41,19030,125,70002,1452,55391,74,43939,43
18061,19207,117,20232,293,39364,178,34325,126,27276,145
18063,40896,253,20840,301,145448,7084,104093,1162,69804,353
18065,48899,421,29758,415,49462,1070,48508,416,53336,496
18067,69509,2598,33177,490,82752,5680,84964,5563,86896,4279
18069,33814,3,28982,16,37124,160,38075,69,35596,40
18071,30556,149,24727,136,42376,282,41335,227,36523,129
18073,18842,8,13044,6,33478,212,30043,104,26138,55
18075,22572,85,24961,171,21253,60,21806,55,23239,48
18077,24061,392,20483,604,32428,542,31705,461,30419,396
18079,17267,286,14203,295,28525,216,27554,206,22854,197
18081,43704,370,20394,360,139654,1578,115209,914,77240,833
18083,41561,250,39183,572,38440,1009,39256,728,41838,445
18085,40373,84,27936,28,77358,572,74057,445,59555,212
18087,17380,9,15148,10,37128,117,34909,66,25550,3
18089,513269,87109,82864,493,496005,128263,484564,122723,522965,126051
18091,95111,4890,45797,338,111467,12001,110106,11156,108632,8662
18093,36564,109,30625,345,46134,186,45922,178,42472,115
18095,125819,4976,65224,690,131636,10963,133358,10511,139336,9652
18097,697567,99912,263661,23256,903393,240975,860454,207964,765233,155310
18099,32443,65,24175,71,47051,220,45128,136,39155,61
18101,10608,29,12950,18,10334,10,10369,16,11001,7
18103,38000,630,29350,109,36903,1673,36082,1084,39820,1087
18105,59225,704,23426,438,137974,4491,120563,3615,98785,2570
18107,32089,200,29296,246,38124,327,37629,288,35501,154
18109,33875,8,21182,94,68894,176,66689,50,51999,8
18111,11502,11,10504,20,14244,56,14566,25,14844,11
18113,28162,12,24009,26,47536,185,46275,189,35443,28
18115,4165,52,4329,144,6128,22,5623,27,5114,48
18117,16877,144,17192,363,19840,170,19306,122,18677,227
18119,11400,15,14053,89,21575,65,21786,55,15841,38
18121,14804,36,22214,160,17339,397,17241,370,16372,41
18123,17232,17,18078,193,19338,471,18899,274,19346,12
18125,12797,15,19684,133,12845,39,12837,13,13465,12
18127,60279,69,20540,8,164343,4894,146798,1344,119816,299
18129,19214,278,21670,963,25910,233,27061,234,26414,302
18131,12837,42,13312,2,13402,88,13755,127,13258,57
18133,24927,409,20520,221,37963,1505,36019,1057,29163,434
18135,28434,90,29013,235,26171,117,27401,70,29997,69
18137,20641,8,19452,31,28818,69,26523,13,24398,7
18139,20393,235,19349,418,17392,132,18261,109,19604,164
18141,238614,14022,84312,722,266931,33958,265559,30422,241617,21604
18143,14643,3,8323,1,24181,57,22960,11,20422,2
18145,34093,379,26802,483,44436,455,43445,330,39887,301
18147,16074,189,20676,837,20952,96,20391,123,19361,118
18149,17911,19,10567,14,23363,66,23556,53,21997,32
18151,17184,25,14274,22,34185,179,33214,123,24694,65
18153,21721,44,32439,120,21475,961,21751,928,21107,22
18155,7092,11,9914,48,10613,32,9065,21,7153,14
18157,89122,632,40063,387,172780,6913,148955,3752,121702,2040
18159,15856,1,17459,9,15936,29,16577,23,16819,2
18161,6457,64,6260,101,7516,33,7349,17,6860,21
18163,165794,9547,77438,6548,179703,16347,171922,14078,167515,11934
18165,17683,18,18865,121,16212,24,16788,44,18229,13
18167,108458,4802,87930,3323,107848,7437,105848,6392,112385,6170
18169,32605,67,26926,167,32888,163,34960,142,36640,147
18171,8545,0,10899,18,8508,11,8419,7,8976,3
18173,23577,251,21911,456,59689,803,52383,525,41474,295
18175,17819,0,17445,8,28262,64,27223,36,21932,7
18177,74039,3522,43757,1591,68917,3418,71097,3627,76058,3856
18179,21220,1,22418,3,27636,96,27600,45,25401,4
18181,19709,0,17602,11,24643,68,25267,40,23867,10
18183,20954,0,16892,40,33292,99,30707,57,26215,9
19001,10893,0,14420,21,7682,11,8243,6,9509,1
19003,7468,2,10998,13,4029,8,4482,3,5731,1
19005,15982,3,17328,19,14330,113,14675,21,15108,8
19007,16015,124,28701,486,12887,63,13721,58,15511,103
19009,10919,2,12671,5,6119,10,6830,10,8559,0
19011,23422,12,23156,9,26076,102,25308,51,23649,6
19013,122482,4850,44865,29,131090,11640,128012,10179,137961,8595
19015,28037,29,27626,105,26306,206,26224,95,26184,50
19017,21108,21,15843,6,24276,191,23325,112,24820,46
19019,22293,30,19748,18,20958,67,21093,57,22900,25
19021,21189,3,15981,0,20260,540,20411,72,20774,9
19023,17467,0,17119,1,14867,26,15305,13,17668,4
19025,15923,11,17090,11,9670,22,11115,77,13542,21
19027,23431,3,20117,31,20816,83,21421,38,22951,3
19029,17919,14,19047,22,13956,35,14684,31,16932,10
19031,17791,1,17765,21,18499,52,18187,34,18635,12
19033,49894,213,25011,148,44151,578,46447,373,48458,238
19035,18598,13,16741,5,12072,66,13035,41,16238,7
19037,15034,2,15375,0,12439,41,13095,7,15437,2
19039,8222,4,10736,43,9286,39,9133,10,8612,4
19041,18504,0,12766,0,16667,69,17372,30,19576,4
19043,21962,0,25576,26,18129,61,18678,26,21098,8
19045,55060,334,45394,436,49116,1291,50149,946,57122,551
19047,18569,5,20041,25,17096,208,16942,129,18935,9
19049,24123,112,23628,131,66135,918,40750,300,29513,56
19051,9199,8,13315,43,8753,7,8541,15,9104,16
19053,10539,1,16347,34,8457,152,8689,85,9794,27
19055,18483,1,17888,2,17764,48,18404,13,18933,3
19057,44605,489,36145,429,40325,2048,42351,1511,46203,1021
19059,12574,2,8137,5,16667,29,16424,29,15629,4
19061,80048,83,57450,96,93653,2486,89143,767,93745,237
19063,14871,1,9816,19,10302,65,11027,26,13336,13
19065,28581,39,27919,107,20880,198,22008,116,25488,44
19067,21102,1,17119,17,16303,203,16900,39,19597,4
19069,15472,3,14780,10,10680,38,10704,9,13036,7
19071,10282,3,15623,39,7441,39,8010,3,9401,5
19073,14379,4,16023,1,9336,26,10366,15,12119,4
19075,14132,2,13574,11,12453,28,12369,10,14366,1
19077,13607,6,17374,2,10954,16,11353,14,11983,3
19079,20032,15,19242,37,15673,50,16438,38,17862,10
19081,14604,1,12731,11,11341,56,12100,11,13833,6
19083,22533,18,20921,46,17534,217,18812,116,21776,60
19085,17600,9,23162,15,14928,25,15666,13,16348,8
19087,18187,100,18640,264,20145,447,20336,302,18890,125
19089,12734,0,12920,12,9566,25,9932,11,11114,3
19091,13156,0,12182,4,9815,44,10381,11,12246,11
19093,10269,0,11296,2,7089,17,7837,8,8908,1
19095,16396,3,18409,5,16355,57,15671,27,15429,4
19097,20754,4,21258,0,19848,61,20296,20,22503,4
19099,35282,40,27034,182,36842,470,37213,309,36425,40
19101,15818,50,15951,79,16843,214,16181,104,16316,74
19103,53663,317,25914,65,130882,6305,111006,3223,81717,1194
19105,20693,63,19050,83,20638,408,20221,361,20401,102
19107,15492,3,21160,17,10511,50,11400,8,12921,3
19109,25314,9,21971,6,15543,44,17163,19,21891,6
19111,44207,1039,36702,1471,35862,1118,38052,1066,43106,1121
19113,136899,1183,60720,258,211226,8346,191701,4919,169775,2740
19115,10290,0,12855,17,11387,60,12183,31,12055,7
19117,10923,10,13462,83,8898,17,9422,12,10313,2
19119,14468,1,14624,4,11581,10,11763,11,12896,2
19121,12295,2,15621,5,15679,46,14019,12,12597,5
19123,23602,52,29860,677,22381,254,22335,142,22867,116
19125,25886,88,22995,93,33309,225,32052,134,29669,103
19127,37984,253,30279,148,40648,679,39311,365,41652,266
19129,13050,15,15811,47,15059,57,14547,41,13406,16
19131,14043,0,13435,5,10776,21,10874,19,12329,0
19133,13916,1,16633,0,9243,33,10020,8,11692,0
19135,10463,53,25429,2371,7970,22,8016,16,9209,25
19137,14467,16,16604,48,10740,25,11771,9,13413,8
19139,33840,144,29505,137,42745,606,41722,294,40436,187
19141,18840,3,17262,2,14398,67,15102,52,16972,3
19143,10064,0,8956,6,6462,18,7003,8,8371,10
19145,21023,48,24002,262,15932,352,16976,282,19063,37
19147,14736,2,13845,4,9421,44,10147,9,12721,6
19149,23906,2,23129,10,24986,76,24849,72,24743,46
19151,14234,1,14808,3,7310,26,8662,21,11369,1
19153,266315,10535,110438,3591,430640,25853,374601,18113,303170,13700
19155,83102,593,55832,353,93158,1267,87704,671,86561,443
19157,19300,26,19589,55,18914,220,18815,103,19306,66
19159,7910,0,12904,1,5131,17,5469,6,6112,0
19161,17007,1,16555,30,10350,31,11529,30,14118,3
19163,119067,1866,60000,572,165224,11728,158668,9689,160022,6620
19165,15825,1,16552,7,12167,32,13173,13,15043,6
19167,26375,9,25248,2,33704,129,31589,64,30813,35
19169,49327,127,24083,8,89542,2196,79981,1463,72326,789
19171,21413,46,22156,33,17767,60,18103,46,19533,13
19173,10288,7,16312,61,6317,14,6958,2,8353,1
19175,13712,9,16616,70,12534,89,12309,28,13858,16
19177,9778,6,15020,60,7570,15,7809,5,8626,6
19179,46126,468,37743,624,35625,482,36051,337,40241,277
19181,20829,6,18194,47,46225,216,40671,108,34878,118
19183,19406,16,19925,104,21704,146,20670,60,20141,29
19185,9800,0,16184,9,6403,18,6730,4,8199,0
19187,47810,350,34629,84,38013,1462,40235,1364,45953,797
19189,13099,3,11914,2,10866,85,11723,21,13010,26
19191,21651,4,21729,18,21056,133,21310,108,21876,93
19193,107849,1257,67616,317,102172,2456,103877,2097,100884,1126
19195,10259,43,9950,16,7598,27,7909,22,9075,22
19197,19447,5,17951,4,13229,57,14334,24,16319,0
21001,14699,778,16503,1475,18656,503,17244,440,15233,524
21003,12269,265,14882,910,19956,164,17800,191,14128,176
21005,8618,386,10146,734,21421,433,19111,449,12567,474
21007,8291,407,12690,1585,8249,238,8286,238,8798,311
21009,28303,2106,25293,3590,42173,1630,38033,1556,34009,1693
21011,9114,472,13988,1336,11591,152,11085,205,10025,319
21013,35336,1271,28447,2920,28691,644,30060,720,34330,858
21015,21940,149,9420,478,118811,2992,85991,1306,45842,219
21017,18178,2608,17462,5642,19985,1198,19360,1343,19405,1943
21019,52163,921,23444,822,49542,1401,49752,1267,55513,1078
21021,21257,2287,14668,4153,28432,2121,27697,2680,25066,2313
21023,7422,63,10308,339,8488,29,8279,51,7738,46
21025,15490,49,17540,260,13878,43,16100,63,17004,43
21027,14734,691,21034,1581,20059,409,18648,534,16861,611
21029,15726,223,9487,679,74319,484,61236,233,43346,226
21031,9586,72,15805,561,12690,48,13010,68,11064,42
21033,13073,923,14063,2520,12984,668,13060,628,13473,825
21035,20972,644,19867,1069,37191,1392,34177,1218,30031,871
21037,86803,823,59369,735,90336,2290,88616,1394,83317,817
21039,5608,84,9048,393,5104,39,5351,51,5487,53
21041,7978,232,8110,530,10811,163,10155,197,9270,171
21043,20817,11,21966,110,27720,147,26889,35,25060,7
21045,14327,45,15479,278,15955,85,15447,51,14818,22
21047,56904,12462,38845,15956,73955,15707,72265,17148,66878,17112
21049,21075,1953,17987,4462,35613,1708,33144,1582,28322,1789
21051,20748,455,17789,494,21730,915,24556,1178,22752,347
21053,8886,30,8153,94,10272,39,9634,10,9321,10
21055,8648,109,13296,588,9315,76,9384,61,9207,75
21057,7835,478,9846,1024,6856,178,7147,244,7289,388
21059,70588,3107,41020,5195,96656,4626,91545,3982,85949,3390
21061,8085,102,10469,439,12161,169,11644,67,9962,163
21063,6330,0,9814,1,7852,268,6748,2,6908,0
21065,12466,41,12273,106,14672,29,15307,17,14495,13
21067,131906,20037,47715,14879,295803,42972,260512,35116,204165,27121
21069,10890,364,16066,1027,14348,183,13792,195,12323,228
21071,41642,327,18623,99,39451,294,42441,546,48764,202
21073,29421,2473,21135,3746,49285,5128,47687,4463,41830,3371
21075,11256,1983,14114,3356,6813,1609,7752,1798,8971,1495
21077,3867,100,4697,274,8589,113,7870,125,4842,108
21079,9747,888,11894,2284,16912,346,14792,453,10853,582
21081,9489,59,10581,292,24662,178,22384,57,13308,26
21083,30021,1573,33539,2899,37121,1607,37028,1645,34049,1542
21085,15834,80,19958,333,25746,264,24053,120,20854,83
21087,11249,609,11871,1343,11258,224,11518,301,11043,374
21089,29238,151,18475,257,36910,257,36891,212,39132,144
21091,5330,146,8512,566,8565,75,8392,71,7742,104
21093,67789,4597,22696,1826,105543,12275,94174,11178,88917,9899
21095,51107,4055,10566,564,29278,643,33202,869,41889,1927
21097,13704,573,16873,1750,18846,385,17983,454,15166,463
21099,14119,1495,18173,1991,18199,885,17445,1081,15402,1211
21101,33519,3392,29352,6818,46250,3590,44829,3181,40849,2973
21103,10987,863,13716,1792,15416,419,15060,497,12740,652
21105,6747,813,11750,1766,4902,452,5262,521,6065,630
21107,38458,3381,34291,6573,46920,3086,46519,2887,46174,3169
21109,10677,0,10734,22,13494,16,13495,7,11996,0
21111,610947,78350,262920,45794,741096,154246,693604,130928,685004,109702
21113,13625,1254,12613,2962,48586,1499,39041,1222,26146,1055
21115,19748,1,17482,47,23356,56,23445,59,24432,20
21117,120700,3861,70355,3228,159720,7359,151464,5810,137058,3767
21119,17362,170,10791,157,16346,118,17649,129,17940,128
21121,25258,390,22116,1059,31883,346,31795,262,30239,322
21123,10346,548,10701,785,14193,444,13373,473,11922,546
21125,24901,254,19872,657,58849,417,52715,331,38982,309
21127,12134,41,20067,163,15860,33,15569,15,14121,31
21129,7420,52,9531,234,7887,185,7916,300,7754,35
21131,10941,0,8976,132,11310,22,12401,9,14882,6
21133,30102,729,10623,17,24519,85,25277,129,30687,302
21135,13115,20,16887,141,13870,37,14092,29,14545,29
21137,16503,909,17897,2955,24742,565,23361,592,19053,762
21139,7029,78,10627,670,9519,21,9804,14,9219,16
21141,20896,2316,24977,5349,26835,1767,26573,2025,24138,2195
21143,5924,532,9423,1799,8314,441,8080,543,6490,319
21145,57306,6207,35064,7934,65565,7224,65514,7128,61310,6083
21147,12463,0,NULL,NULL,18306,1009,17080,108,15634,195
21149,9355,60,13241,750,9531,55,9938,36,10090,52
21151,33482,2586,26951,5698,82916,3611,70872,3150,53352,3185
21153,11156,1,13654,54,13333,18,13332,20,13515,1
21155,16887,1370,16330,2266,19820,1604,18212,1661,17910,1416
21157,16736,10,15771,135,31448,49,30125,37,25637,6
21159,10201,2,7291,4,12929,896,12578,4,13925,1
21161,18454,1829,18611,2868,17490,1120,16800,1203,17765,1348
21163,18938,842,9783,655,28602,948,26349,1088,22854,1466
21165,4276,11,6153,40,6306,116,6556,90,5117,51
21167,14596,872,14063,2171,21331,765,20817,769,19011,833
21169,8367,331,10453,794,10099,154,10037,165,9484,278
21171,11799,351,13663,705,10963,231,11756,324,12353,358
21173,13461,1312,12868,3192,26499,731,22554,784,20046,1063
21175,11056,7,16259,34,13923,600,13948,611,12103,21
21177,27791,1343,28598,2911,31499,1426,31839,1480,32238,1633
21179,22168,1745,16830,2935,43437,2183,37477,2064,27584,1776
21181,6677,193,10601,896,7135,41,6813,57,7157,119
21183,17725,338,27642,1288,23842,196,22916,171,21765,228
21185,13388,1212,7248,1078,60316,2620,46178,1943,27795,1410
21187,8237,354,14248,943,10841,91,10547,119,8924,204
21189,5369,15,7979,75,4755,13,4858,5,5709,5
21191,9968,89,11985,261,14877,53,14390,71,10989,42
21193,34961,1040,11255,214,28712,435,29390,482,33763,639
21195,68264,564,31679,332,65024,349,68736,312,81123,320
21197,6674,94,6268,337,12613,79,13237,82,11101,106
21199,34403,622,35986,1187,63063,727,56217,604,45803,564
21201,2443,18,4121,70,2282,4,2266,1,2265,5
21203,12334,2,14473,125,17056,19,16582,23,13973,3
21205,12808,25,9438,59,23333,349,22094,345,19049,239
21207,11076,142,10861,207,17565,82,16315,95,13708,109
21209,15376,1771,16956,4044,47173,2468,33061,1769,21813,1521
21211,18493,2479,18041,3991,42074,3146,33337,2942,23328,2628
21213,11548,1606,11460,2165,17327,1625,16405,1676,14673,1781
21215,5680,356,7567,758,17061,258,11766,133,5929,157
21217,16285,917,11961,1429,24512,1216,22927,1159,21178,1135
21219,11364,1881,16488,5343,12460,996,11971,1048,11874,1439
21221,8870,1505,14539,3322,14339,1171,12597,1233,9384,1175
21223,5102,3,6512,142,8809,27,8125,24,6253,2
21225,14537,1324,19886,2414,15007,1808,15637,2015,17821,3290
21227,45491,4420,30579,6113,113792,10311,92522,7934,71828,5913
21229,11168,1148,13940,1779,11717,742,10916,820,10764,1082
21231,14700,391,17518,739,20813,316,19923,297,17022,365
21233,14244,1137,20974,2643,13621,563,14120,660,14832,871
21235,25815,150,31982,1111,35637,205,35865,123,33396,205
21237,6534,0,9864,56,7355,10,7065,17,6698,2
21239,11913,1563,12571,3724,24939,1230,23208,1256,17778,1375
22001,49931,9817,31847,6546,61773,11175,58861,10740,56427,9902
22003,19867,4751,NULL,NULL,25764,5985,25440,6259,21390,4383
22005,27927,8906,23887,11255,107215,23846,76627,15539,50068,11262
22007,17991,7417,24128,10105,23421,7141,23388,7371,22084,6995
22009,37606,10448,34102,12039,42073,12398,41481,12233,41393,10532
22011,19191,4295,NULL,NULL,35654,4655,32986,4261,29692,4756
22013,16726,8255,21776,9464,14353,6076,15752,6897,16387,6939
22015,57622,14241,21738,16735,116979,24461,98310,20468,80721,15236
22017,223859,81486,58200,36142,254969,120264,252161,112483,252358,95242
22019,145475,30239,62767,16562,192768,47782,183577,44025,167223,36284
22021,9004,2503,8593,3465,10132,1746,10560,1890,10761,1969
22023,6909,434,4288,538,6839,119,9991,388,9336,524
22025,11421,4015,10415,5195,10407,3280,10920,2962,12287,3175
22027,19407,9755,25050,14938,17195,8733,16851,7982,17095,8002
22029,20467,9462,14278,11941,20822,8513,20247,7637,22981,8056
22031,24248,13949,27689,17932,26656,10449,25494,10748,25727,11556
22033,230058,72993,34580,21342,440171,199505,412852,165526,366191,114741
22035,14433,8800,11637,10390,7759,5356,9421,6339,11772,7201
22037,20198,10907,20055,14536,20267,9108,21360,10057,19015,9240
22039,31639,8478,NULL,NULL,33984,9632,35434,10122,33343,8027
