"county","pop_2010","pop_1960","pop_1910"
26097,0.01,0,0
26099,0.09,0.02,0
26101,0.03,0,0
26103,0.02,0.02,0
26105,0.01,0,0
26107,0.03,0.01,0.01
26109,0,0,0
26111,0.01,0,0.01
26113,0,0,0
26115,0.02,0.02,0
26117,0.02,0,0
26119,0,0,0
26121,0.14,0.08,0
26123,0.01,0.02,0
26125,0.14,0.03,0.01
26127,0,0,0
26129,0,0,0
26131,0,0,0
26133,0.01,0,0
26135,0,0,0
26137,0,0,0
26139,0.01,0,0
26141,0,0,0
26143,0,0,0
26145,0.19,0.1,0
26147,0.02,0.02,0
26149,0.03,0.02,0
26151,0,0,0
26153,0,0,0
26155,0,0,0
26157,0.01,0.01,0
26159,0.04,0.07,0.02
26161,0.13,0.07,0.03
26163,0.41,0.2,0.01
26165,0,0,0
28001,0.54,0.49,0.75
28003,0.11,0.13,0.24
28005,0.41,0.54,0.55
28007,0.42,0.45,0.46
28009,0.37,0.47,0.49
28011,0.64,0.67,0.87
28013,0.28,0.27,0.22
28015,0.33,0.58,0.58
28017,0.42,0.38,0.56
28019,0.3,0.3,0.29
28021,0.84,0.76,0.78
28023,0.34,0.39,0.47
28025,0.58,0.51,0.7
28027,0.76,0.68,0.89
28029,0.51,0.52,0.56
28031,0.35,0.35,0.31
28033,0.22,0.61,0.76
28035,0.36,0.28,0.37
28037,0.34,0.41,0.45
28039,0.08,0.12,0.28
28041,0.26,0.23,0.22
28043,0.42,0.49,0.71
28045,0.07,0.16,0.39
28047,0.22,0.16,0.31
28049,0.69,0.4,0.71
28051,0.83,0.72,0.8
28053,0.75,0.7,NULL
28055,0.64,0.67,0.94
28057,0.06,0.06,0.08
28059,0.22,0.19,0.35
28061,0.53,0.5,0.49
28063,0.86,0.75,0.78
28065,0.6,0.55,0.53
28067,0.28,0.26,0.28
28069,0.6,0.59,0.57
28071,0.24,0.34,0.45
28073,0.2,0.16,0.31
28075,0.43,0.35,0.47
28077,0.31,0.38,0.39
28079,0.41,0.41,0.34
28081,0.27,0.25,0.37
28083,0.72,0.64,0.84
28085,0.3,0.31,0.42
28087,0.43,0.38,0.71
28089,0.38,0.72,0.81
28091,0.32,0.34,0.39
28093,0.47,0.7,0.72
28095,0.31,0.35,0.56
28097,0.45,0.45,0.5
28099,0.21,0.22,0.16
28101,0.3,0.32,0.39
28103,0.72,0.72,0.84
28105,0.37,0.44,0.64
28107,0.49,0.56,0.68
28109,0.12,0.23,0.23
28111,0.2,0.28,0.34
28113,0.52,0.44,0.47
28115,0.14,0.19,0.24
28117,0.14,0.12,0.17
28119,0.7,0.63,0.76
28121,0.19,0.37,0.6
28123,0.37,0.38,0.41
28125,0.71,0.7,0.89
28127,0.35,0.35,0.35
28129,0.23,0.23,0.17
28131,0.19,0.24,NULL
28133,0.73,0.67,0.81
28135,0.56,0.64,0.69
28137,0.3,0.58,0.59
28139,0.16,0.18,0.19
28141,0.03,0.05,0.08
28143,0.73,0.79,0.91
28145,0.15,0.18,0.22
28147,0.45,0.45,NULL
28149,0.47,0.47,0.7
28151,0.71,0.55,0.85
28153,0.39,0.36,0.4
28155,0.2,0.25,0.22
28157,0.71,0.71,0.77
28159,0.46,0.43,0.4
28161,0.38,0.44,0.52
28163,0.57,0.59,0.76
29001,0.02,0,0.01
29003,0,0,0.01
29005,0,0,0
29007,0.06,0.06,0.07
29009,0,0,0
29011,0,0,0
29013,0.01,0.01,0.01
29015,0,0,0.01
29017,0,0,0
29019,0.09,0.06,0.14
29021,0.05,0.03,0.05
29023,0.05,0.07,0.07
29025,0,0,0.02
29027,0.05,0.09,0.14
29029,0,0,0
29031,0.07,0.03,0.07
29033,0.02,0.02,0.04
29035,0,0,0
29037,0.04,0.01,0.02
29039,0,0,0
29041,0.02,0.07,0.09
29043,0.01,0,0
29045,0,0,0
29047,0.05,0.01,0.05
29049,0.01,0.03,0.05
29051,0.11,0.08,0.1
29053,0.07,0.08,0.14
29055,0,0,0
29057,0,0.01,0.02
29059,0,0,0
29061,0,0,0.01
29063,0.11,0,0.01
29065,0,0,0
29067,0,0,0
29069,0.1,0.04,0
29071,0.01,0.01,0.05
29073,0,0,0
29075,0,0,0
29077,0.03,0.02,0.04
29079,0.01,0,0.01
29081,0,0,0
29083,0.01,0.01,0.03
29085,0,0,0
29087,0,0,0.01
29089,0.05,0.1,0.2
29091,0,0,0.01
29093,0.01,0.01,0.02
29095,0.24,0.13,0.09
29097,0.02,0.01,0.02
29099,0.01,0.01,0.06
29101,0.04,0.03,0.05
29103,0,0,0.01
29105,0.01,0.01,0.01
29107,0.02,0.04,0.1
29109,0,0,0
29111,0.03,0.04,0.05
29113,0.02,0.04,0.08
29115,0.01,0.01,0.03
29117,0.02,0.02,0.03
29119,0.01,0,0
29121,0.02,0.02,0.03
29123,0,0,0.02
29125,0,0,0
29127,0.05,0.05,0.09
29129,0,0,0
29131,0,0,0.01
29133,0.24,0.24,0.14
29135,0.04,0.01,0.03
29137,0.03,0.05,0.07
29139,0.02,0.05,0.08
29141,0.01,0.02,0.03
29143,0.16,0.2,0.11
29145,0.01,0.01,0.02
29147,0.02,0,0.01
29149,0,0,0
29151,0,0,0.01
29153,0,0,0
29155,0.27,0.27,0.08
29157,0,0,0.02
29159,0.03,0.05,0.08
29161,0.02,0.01,0.01
29163,0.07,0.08,0.15
29165,0.06,0.01,0.05
29167,0.01,0,0.01
29169,0.11,0.06,0
29171,0,0,0
29173,0.01,0.03,0.05
29175,0.06,0.05,0.09
29177,0.01,0.02,0.06
29179,0.01,0,0
29181,0,0,0
29183,0.04,0.02,0.07
29185,0.01,0,0.01
29186,0.01,0.01,0.04
29187,0.04,0,0.02
29189,0.23,0.03,0.05
29195,0.05,0.05,0.13
29197,0,0,0
29199,0,0,0
29201,0.11,0.1,0.02
29203,0,0,0
29205,0.01,0.02,0.04
29207,0.01,0.07,0
29209,0,0,0
29211,0.01,0,0.01
29213,0.01,0,0
29215,0.03,0,0
29217,0,0,0
29219,0.02,0.04,0.05
29221,0.02,0.01,0.03
29223,0,0,0
29225,0.01,0,0.01
29227,0.01,0,0
29229,0,0.01,0.01
33001,0,0,0
33003,0,0,0
33005,0.01,0,0
33007,0,0,0
33009,0.01,0,0
33011,0.02,0,0
33013,0.01,0,0
33015,0.01,0.01,0
33017,0.01,0,0
33019,0,0,0
34001,0.16,0.18,0.15
34003,0.06,0.02,0.02
34005,0.17,0.06,0.05
34007,0.2,0.09,0.07
34009,0.05,0.08,0.07
34011,0.2,0.12,0.05
34013,0.41,0.2,0.04
34015,0.1,0.09,0.06
34017,0.13,0.07,0.01
34019,0.03,0.02,0.01
34021,0.2,0.13,0.04
34023,0.1,0.04,0.02
34025,0.07,0.09,0.09
34027,0.03,0.02,0.03
34029,0.03,0.03,0.02
34031,0.13,0.07,0.01
34033,0.14,0.15,0.12
34035,0.09,0.03,0.04
34037,0.02,0,0.01
34039,0.22,0.08,0.04
34041,0.04,0.01,0.01
36001,0.13,0.04,0.01
36003,0.01,0,0.01
36005,0.36,0.12,NULL
36007,0.05,0.01,0.01
36009,0.01,0.01,0.01
36011,0.04,0.02,0.01
36013,0.02,0.01,0
36015,0.07,0.03,0.01
36017,0.01,0,0.01
36019,0.04,0.04,0.01
36021,0.05,0.03,0.03
36023,0.02,0,0
36025,0.02,0,0
36027,0.1,0.06,0.03
36029,0.13,0.07,0
36031,0.03,0,0
36033,0.06,0,0
36035,0.02,0.01,0.01
36037,0.03,0.01,0
36039,0.06,0.03,0.02
36041,0.01,0,0
36043,0.01,0,0
36045,0.05,0,0
36047,0.34,0.14,0.01
36049,0.01,0,0
36051,0.02,0.02,0.01
36053,0.02,0.01,0.01
36055,0.15,0.04,0
36057,0.02,0,0
36059,0.11,0.03,0.03
36061,0.16,0.23,0.02
36063,0.07,0.03,0
36065,0.06,0.02,0
36067,0.11,0.03,0.01
36069,0.02,0.01,0.01
36071,0.1,0.05,0.03
36073,0.06,0.04,0
36075,0.01,0,0.01
36077,0.02,0,0
36079,0.02,0,0.01
36081,0.19,0.08,0.01
36083,0.06,0.02,0.01
36085,0.11,0.04,0.01
36087,0.12,0.05,0.03
36089,0.02,0,0
36091,0.01,0.01,0.01
36093,0.1,0.01,0
36095,0.01,0,0.01
36097,0.01,0.01,0.01
36099,0.05,0.01,0
36101,0.02,0.01,0
36103,0.07,0.05,0.03
36105,0.09,0.04,0
36107,0.01,0,0.01
36109,0.04,0.02,0.02
36111,0.06,0.03,0.02
36113,0.01,0,0
36115,0.03,0.01,0
36117,0.03,0.02,0
36119,0.15,0.07,0.03
36121,0.06,0.02,0
36123,0.01,0.01,0.01
37001,0.19,0.17,0.25
37003,0.05,0.07,0.08
37005,0.01,0.03,0.04
37007,0.49,0.48,0.52
37009,0.01,0.01,0.03
37011,0.04,0.01,NULL
37013,0.26,0.37,0.42
37015,0.62,0.59,0.59
37017,0.35,0.41,0.47
37019,0.11,0.35,0.37
37021,0.06,0.11,0.16
37023,0.07,0.07,0.12
37025,0.15,0.16,0.23
37027,0.05,0.07,0.12
37029,0.13,0.42,0.39
37031,0.06,0.12,0.17
37033,0.34,0.48,0.51
37035,0.08,0.09,0.12
37037,0.13,0.31,0.34
37039,0.01,0.02,0.04
37041,0.34,0.47,0.54
37043,0.01,0.01,0.04
37045,0.21,0.22,0.2
37047,0.3,0.33,0.32
37049,0.22,0.28,0.56
37051,0.37,0.25,0.44
37053,0.06,0.32,0.34
37055,0.02,0.07,0.1
37057,0.09,0.11,0.13
37059,0.06,0.12,0.18
37061,0.25,0.38,0.36
37063,0.38,0.32,0.35
37065,0.57,0.52,0.61
37067,0.26,0.24,0.3
37069,0.27,0.44,0.47
37071,0.15,0.13,0.23
37073,0.33,0.54,0.45
37075,0,0,0
37077,0.33,0.44,0.49
37079,0.37,0.5,0.47
37081,0.33,0.21,0.25
37083,0.53,0.54,0.65
37085,0.21,0.27,0.29
37087,0.01,0.02,0.03
37089,0.03,0.05,0.11
37091,0.61,0.59,0.59
37093,0.33,0.48,NULL
37095,0.32,0.42,0.42
37097,0.12,0.18,0.22
37099,0.02,0.02,0.05
37101,0.15,0.22,0.25
37103,0.32,0.47,0.47
37105,0.2,0.22,0.31
37107,0.41,0.4,0.45
37109,0.06,0.12,0.16
37111,0.04,0.05,0.15
37113,0.01,0.02,0.05
37115,0.01,0.01,0.02
37117,0.43,0.5,0.5
37119,0.31,0.25,0.38
37121,0,0,0.02
37123,0.19,0.25,0.24
37125,0.13,0.26,0.33
37127,0.37,0.4,0.42
37129,0.15,0.28,0.48
37131,0.58,0.64,0.59
37133,0.16,0.13,0.3
37135,0.12,0.24,0.33
37137,0.2,0.37,0.38
37139,0.38,0.39,0.5
37141,0.18,0.48,0.49
37143,0.25,0.47,0.51
37145,0.27,0.35,0.43
37147,0.34,0.44,0.5
37149,0.04,0.12,0.14
37151,0.06,0.08,0.12
37153,0.31,0.3,0.47
37155,0.24,0.29,0.43
37157,0.19,0.21,0.29
37159,0.16,0.17,0.24
37161,0.1,0.12,0.15
37163,0.27,0.36,0.33
37165,0.39,0.41,0.55
37167,0.11,0.11,0.11
37169,0.04,0.1,0.13
37171,0.04,0.06,0.09
37173,0.01,0.01,0.02
37175,0.04,0.05,0.09
37177,0.38,0.44,0.31
37179,0.12,0.21,0.28
37181,0.5,0.44,0.52
37183,0.21,0.26,0.41
37185,0.52,0.63,0.65
37187,0.5,0.45,0.5
37189,0.02,0.01,0.02
37191,0.31,0.37,0.44
37193,0.04,0.06,0.09
37195,0.39,0.4,0.44
37197,0.03,0.05,0.08
37199,0.01,0.01,0.02
39001,0,0,0.01
39003,0.12,0.07,0.02
39005,0.01,0,0
39007,0.04,0.02,0
39009,0.03,0.02,0.03
39011,0,0,0
39013,0.04,0.02,0.02
39015,0.01,0.02,0.05
39017,0.07,0.05,0.03
39019,0,0.02,0
39021,0.02,0.04,0.05
39023,0.09,0.09,0.08
39025,0.01,0.01,0.03
39027,0.02,0.02,0.04
39029,0.02,0.02,0.01
39031,0.01,0.01,0
39033,0.01,0.01,0
39035,0.3,0.15,0.01
39037,0,0.01,0.01
39039,0.02,0,0
39041,0.03,0.02,0.02
39043,0.09,0.07,0.01
39045,0.06,0.01,0.01
39047,0.02,0.03,0.06
39049,0.21,0.12,0.06
39051,0,0,0
39053,0.03,0.05,0.07
39055,0.01,0.02,0
39057,0.07,0.07,0.13
39059,0.01,0.02,0.01
39061,0.26,0.14,0.05
39063,0.02,0,0.01
39065,0.01,0.01,0.02
39067,0.02,0.03,0.03
39069,0,0,0
39071,0.01,0.03,0.05
39073,0.01,0.01,0.01
39075,0,0,0
39077,0.01,0.01,0.01
39079,0.01,0.01,0.02
39081,0.06,0.05,0.03
39083,0.01,0.01,0.01
39085,0.03,0.01,0.01
39087,0.02,0.03,0.05
39089,0.03,0.01,0.01
39091,0.02,0.02,0.03
39093,0.09,0.06,0.02
39095,0.19,0.09,0.01
39097,0.07,0.06,0.04
39099,0.16,0.12,0.02
39101,0.06,0.02,0.01
39103,0.01,0.01,0
39105,0.01,0.02,0.03
39107,0,0,0
39109,0.02,0.02,0.02
39111,0,0,0
39113,0.21,0.12,0.03
39115,0.03,0.04,0.01
39117,0,0,0
39119,0.04,0.04,0.03
39121,0.03,0,0
39123,0.01,0.01,0
39125,0.01,0.02,0.02
39127,0,0.01,0.02
39129,0.03,0.02,0.03
39131,0.01,0.02,0.05
39133,0.04,0.03,0.01
39135,0,0,0.01
39137,0,0,0
39139,0.09,0.06,0.01
39141,0.06,0.05,0.06
39143,0.03,0.01,0
39145,0.03,0.02,0.02
39147,0.02,0.01,0
39149,0.02,0.01,0.01
39151,0.08,0.05,0.01
39153,0.14,0.08,0.01
39155,0.08,0.06,0
39157,0.01,0.01,0
39159,0.02,0.01,0.01
39161,0.01,0,0.01
39163,0,0,0.02
39165,0.03,0.01,0.03
39167,0.01,0.02,0.03
39169,0.01,0.01,0
39171,0.01,0,0
39173,0.02,0.01,0
39175,0,0,0
41001,0,0,0
41003,0.01,0,0
41005,0.01,0,0
41007,0.01,0,0
41009,0,0,0
41011,0,0,0
41013,0,0,0
41015,0,0,0
41017,0,0,NULL
41019,0,0,0
41021,0,0,0
41023,0,0,0
41025,0,0,0
41027,0,0,0
41029,0.01,0,0
41031,0.01,0,NULL
41033,0,0,0
41035,0.01,0.01,0
41037,0,0,0
41039,0.01,0,0
41041,0,0,0
41043,0,0,0
41045,0.01,0,0
41047,0.01,0,0
41049,0,0,0
41051,0.06,0.03,0
41053,0.01,0,0
41055,0,0,0
41057,0,0,0
41059,0.01,0.01,0
41061,0.01,0,0
41063,0,0,0
41065,0,0,0
41067,0.02,0,0
41069,0,0,0
41071,0.01,0,0
42001,0.02,0.01,0.01
42003,0.13,0.08,0.03
42005,0.01,0.01,0.01
42007,0.06,0.05,0.02
42009,0,0,0.01
42011,0.05,0.02,0.01
42013,0.02,0.01,0.01
42015,0,0,0
42017,0.04,0.02,0.02
42019,0.01,0,0
42021,0.04,0.02,0
42023,0,0,0
42025,0.01,0,0
42027,0.03,0.01,0.01
42029,0.06,0.08,0.1
42031,0.01,0,0
42033,0.02,0,0
42035,0.02,0,0.01
42037,0.02,0,0
42039,0.02,0.01,0.01
42041,0.03,0.01,0.03
42043,0.18,0.1,0.05
42045,0.2,0.07,0.1
42047,0,0,0
42049,0.07,0.03,0
42051,0.05,0.05,0.03
42053,0.18,0,0
42055,0.03,0.02,0.03
42057,0.01,0.01,0.01
42059,0.03,0.01,0.01
42061,0.05,0.02,0.01
42063,0.03,0.01,0
42065,0,0,0
42067,0.01,0,0.01
42069,0.03,0,0
42071,0.04,0.01,0.01
42073,0.04,0.02,0.01
42075,0.02,0,0
42077,0.06,0,0
42079,0.03,0,0
42081,0.04,0.01,0.01
42083,0.02,0,0.01
42085,0.06,0.04,0.01
42087,0.01,0,0.01
42089,0.13,0.01,0.01
42091,0.09,0.04,0.04
42093,0.01,0,0.01
42095,0.05,0.01,0
42097,0.02,0,0
42099,0.01,0,0
42101,0.43,0.26,0.05
42103,0.06,0,0.01
42105,0,0,0
42107,0.03,0,0
42109,0.01,0.01,0
42111,0.02,0,0
42113,0.03,0,0
42115,0,0,0
42117,0.01,0,0
42119,0.07,0.03,0
42121,0.01,0.01,0.01
42123,0,0,0
42125,0.03,0.04,0.04
42127,0.03,0.01,0
42129,0.02,0.02,0.01
42131,0.01,0,0
42133,0.06,0.02,0.02
44001,0.01,0,0.01
44003,0.01,0,0.01
44005,0.03,0.04,0.05
44007,0.08,0.02,0.02
44009,0.01,0.02,0.03
45001,0.28,0.32,0.65
45003,0.25,0.26,0.55
45005,0.74,0.63,NULL
45007,0.16,0.2,0.38
45009,0.62,0.56,0.69
45011,0.44,0.43,0.72
45013,0.19,0.38,0.87
45015,0.25,0.5,0.78
45017,0.43,0.67,0.77
45019,0.3,0.36,0.63
45021,0.2,0.21,0.33
45023,0.37,0.4,0.65
45025,0.33,0.37,0.4
45027,0.5,0.68,0.73
45029,0.39,0.51,0.63
45031,0.42,0.44,0.59
45033,0.46,0.46,0.51
45035,0.26,0.49,0.61
45037,0.37,0.58,0.71
45039,0.59,0.59,0.76
45041,0.41,0.43,0.57
45043,0.34,0.52,0.72
45045,0.18,0.18,0.31
45047,0.31,0.3,0.62
45049,0.54,0.54,0.64
45051,0.13,0.27,0.25
45053,0.46,0.62,NULL
45055,0.25,0.4,0.61
45057,0.24,0.27,0.49
45059,0.25,0.3,0.55
45061,0.64,0.66,0.68
45063,0.14,0.17,0.36
45065,0.5,0.62,NULL
45067,0.56,0.55,0.54
45069,0.51,0.48,0.61
45071,0.31,0.35,0.64
45073,0.08,0.11,0.25
45075,0.62,0.6,0.66
45077,0.07,0.1,0.21
45079,0.46,0.32,0.54
45081,0.26,0.37,0.53
45083,0.21,0.22,0.32
45085,0.47,0.47,0.73
45087,0.31,0.3,0.52
45089,0.66,0.66,0.62
45091,0.19,0.28,0.53
47001,0.04,0.03,0.05
47003,0.08,0.12,0.24
47005,0.02,0.03,0.03
47007,0.04,0.06,0.06
47009,0.03,0.05,0.06
47011,0.04,0.05,0.11
47013,0,0.01,0.07
47015,0.01,0.02,0.05
47017,0.1,0.13,0.21
47019,0.01,0.01,0.03
47021,0.01,0.07,0.15
47023,0.09,0.13,0.17
47025,0.01,0.02,0.03
47027,0.01,0.02,0.03
47029,0.02,0.03,0.05
47031,0.03,0.04,0.1
47033,0.13,0.24,0.22
47035,0,0,0.01
47037,0.28,0.19,0.31
47039,0.03,0.06,0.1
47041,0.01,0.03,0.05
47043,0.04,0.07,0.15
47045,0.14,0.15,0.21
47047,0.28,0.69,0.75
47049,0,0,0.01
47051,0.05,0.09,0.15
47053,0.19,0.22,0.23
47055,0.1,0.18,0.33
47057,0,0.01,0.03
47059,0.02,0.03,0.04
47061,0,0,0.02
47063,0.04,0.06,0.12
47065,0.2,0.2,0.29
47067,0,0.01,0.04
47069,0.41,0.39,0.44
47071,0.03,0.06,0.12
47073,0.01,0.03,0.08
47075,0.5,0.61,0.68
47077,0.08,0.11,0.11
47079,0.08,0.15,0.23
47081,0.05,0.05,0.15
47083,0.02,0.08,0.15
47085,0.02,0.05,0.09
47087,0,0,0.02
47089,0.02,0.04,0.09
47091,0.02,0.01,0.03
47093,0.09,0.09,0.13
47095,0.28,0.23,0.38
47097,0.35,0.38,0.45
47099,0.02,0.02,0.06
47101,0.02,0.02,0.14
47103,0.07,0.13,0.21
47105,0.01,0.02,0.07
47107,0.04,0.05,0.09
47109,0.06,0.07,0.1
47111,0,0.01,0.05
47113,0.36,0.34,0.41
47115,0.04,0.06,0.12
47117,0.07,0.12,0.2
47119,0.13,0.2,0.4
47121,0.01,0.05,0.09
47123,0.02,0.04,0.06
47125,0.19,0.19,0.4
47127,0.02,0.09,0.07
47129,0.04,0.02,0.06
47131,0.11,0.12,0.18
47133,0,0.01,0.02
47135,0.02,0.04,0.07
47137,0,0,0
47139,0,0,0.02
47141,0.02,0.02,0.04
47143,0.02,0.04,0.09
47145,0.03,0.04,0.1
47147,0.07,0.17,0.25
47149,0.13,0.14,0.34
47151,0,0,0.01
47153,0,0,0.03
47155,0.01,0.01,0.02
47157,0.52,0.36,0.48
47159,0.02,0.05,0.13
47161,0.01,0.03,0.12
47163,0.02,0.02,0.05
47165,0.06,0.11,0.21
47167,0.19,0.39,0.45
47169,0.1,0.17,0.3
47171,0,0,0.02
47173,0,0,0
47175,0,0.01,0.02
47177,0.03,0.05,0.12
47179,0.04,0.04,0.08
47181,0.06,0.02,0.07
47183,0.08,0.07,0.11
47185,0.02,0.03,0.06
47187,0.04,0.2,0.32
47189,0.06,0.15,0.25
48001,0.21,0.3,0.38
48003,0.02,0.02,0
48005,0.15,0.18,0.14
48007,0.01,0.04,0.06
48009,0,0,0
48011,0.01,0,0
48013,0.01,0.01,0.02
48015,0.09,0.21,0.28
48017,0.01,0.04,0
48019,0,0,0.01
48021,0.08,0.31,0.37
48023,0.02,0.04,0
48025,0.08,0.02,0.05
48027,0.21,0.11,0.13
48029,0.08,0.07,0.1
48031,0.01,0.03,0.08
48033,0,0,0
48035,0.02,0.03,0.04
48037,0.24,0.24,0.37
48039,0.12,0.12,0.47
48041,0.11,0.21,0.47
48043,0.01,0.01,0.01
48045,0.03,0.05,0
48047,0.01,0,NULL
48049,0.04,0.03,0.02
48051,0.12,0.31,0.46
48053,0.02,0.02,0.03
48055,0.07,0.15,0.22
48057,0.03,0.05,0.14
48059,0.01,0,0
48061,0.01,0.01,0
48063,0.17,0.38,0.46
48065,0.01,0,0
48067,0.17,0.3,0.36
48069,0.02,0.04,0
48071,0.08,0.22,0.24
48073,0.15,0.26,0.26
48075,0.1,0.06,0
48077,0.01,0.01,0.01
48079,0.04,0.05,0
48081,0,0,0
48083,0.02,0.03,0.01
48085,0.08,0.11,0.05
48087,0.04,0.09,0
48089,0.13,0.25,0.37
48091,0.02,0.02,0.03
48093,0,0,0
48095,0.02,0,0
48097,0.03,0.04,0.06
48099,0.16,0.05,0.02
48101,0.09,0.08,0
48103,0.03,0.05,0
48105,0.01,0.03,0
48107,0.03,0.08,0
48109,0.01,0,NULL
48111,0.01,0.01,0
48113,0.22,0.14,0.18
48115,0.07,0.06,0
48117,0.01,0.02,0.02
48119,0.07,0.14,0.06
48121,0.08,0.06,0.07
48123,0.09,0.13,0.2
48125,0.04,0.05,0
48127,0.01,0.01,0.01
48129,0.04,0.05,0.01
48131,0.01,0,0
48133,0.02,0.02,0
48135,0.04,0.05,0
48137,0.01,0,0
48139,0.09,0.24,0.18
48141,0.03,0.03,0.03
48143,0.01,0.01,0.02
48145,0.25,0.33,0.35
48147,0.07,0.1,0.12
48149,0.07,0.14,0.25
48151,0.03,0.05,0
48153,0.04,0.07,0
48155,0.04,0.09,0
48157,0.21,0.2,0.63
48159,0.04,0.08,0.08
48161,0.16,0.39,0.43
48163,0.03,0.01,0.02
48165,0.02,0.03,0
48167,0.14,0.21,0.2
48169,0.07,0.05,0.02
48171,0,0,0.01
48173,0.01,0.01,0
48175,0.05,0.12,0.15
48177,0.07,0.18,0.29
48179,0.05,0.03,0
48181,0.06,0.09,0.12
48183,0.2,0.23,0.55
48185,0.17,0.38,0.46
48187,0.06,0.11,0.23
48189,0.05,0.05,0
48191,0.07,0.13,0
48193,0.01,0,0
48195,0.01,0,0
48197,0.06,0.12,0
48199,0.06,0.16,0.2
48201,0.19,0.2,0.27
48203,0.22,0.43,0.64
48205,0.07,0,0
48207,0.04,0.06,0.01
48209,0.04,0.06,0.14
48211,0,0,0
48213,0.06,0.21,0.21
48215,0.01,0,0
48217,0.06,0.15,0.1
48219,0.04,0.06,0
48221,0,0.01,0.02
48223,0.07,0.12,0.11
48225,0.26,0.38,0.42
48227,0.06,0.04,0
48229,0.01,0,NULL
48231,0.08,0.16,0.1
48233,0.03,0.02,0
48235,0.01,0.01,0
48237,0.04,0.01,0.01
48239,0.07,0.12,0.33
48241,0.17,0.25,0.34
48243,0.01,0,0.03
48245,0.34,0.23,0.28
48247,0,0,NULL
48249,0.01,0.01,NULL
48251,0.03,0.05,0.05
48253,0.12,0.06,0.01
48255,0.09,0.03,0.05
48257,0.1,0.3,0.24
48259,0,0.01,0.06
48261,0.01,0,NULL
48263,0.01,0.03,0
48265,0.02,0.04,0.05
48267,0,0,0
48269,0,0.07,0.01
48271,0.01,0.08,0.05
48273,0.04,0.03,NULL
48275,0.06,0.07,0
48277,0.13,0.19,0.24
48279,0.04,0.08,0
48281,0.03,0.03,0.05
48283,0,0,0.02
48285,0.07,0.1,0.17
48287,0.11,0.24,0.31
48289,0.07,0.38,0.41
48291,0.11,0.23,0.32
48293,0.18,0.28,0.27
48295,0.01,0,0
48297,0.04,0,0.01
48299,0.01,0.01,0.01
48301,0,0.04,0
48303,0.08,0.08,0
48305,0.02,0.06,0
48307,0.02,0.04,0.01
48309,0.15,0.16,0.24
48311,0.01,0,0.05
48313,0.2,0.33,0.27
48315,0.22,0.52,0.64
48317,0.02,0.04,0
48319,0,0.01,0.01
48321,0.11,0.21,0.33
48323,0,0,0.02
48325,0.02,0.01,0.03
48327,0.01,0.01,0.01
48329,0.07,0.09,0.01
48331,0.1,0.18,0.26
48333,0.01,0,0
48335,0.11,0.07,0.02
48337,0,0,0
48339,0.04,0.23,0.45
48341,0.02,0,0
48343,0.23,0.27,0.36
48345,0.02,0.09,0
48347,0.18,0.27,0.26
48349,0.14,0.25,0.23
48351,0.2,0.33,0.36
48353,0.05,0.04,0.01
48355,0.04,0.05,0.03
48357,0,0,0
48359,0.03,0,0
48361,0.09,0.1,0.2
48363,0.02,0.04,0.03
48365,0.16,0.31,0.43
48367,0.02,0.02,0.03
48369,0.01,0.03,0
48371,0.04,0.01,0
48373,0.11,0.29,0.38
48375,0.1,0.07,0.01
48377,0.01,0,0.01
48379,0.02,0.1,0.09
48381,0.02,0,0
48383,0.02,0.07,0.01
48385,0.01,0,NULL
48387,0.17,0.24,0.3
48389,0.05,0.04,0.02
48391,0.07,0.09,0.17
48393,0,0,0
48395,0.22,0.4,0.53
48397,0.06,0.23,0.09
48399,0.02,0.03,0.01
48401,0.18,0.29,0.42
48403,0.07,0.26,0.2
48405,0.23,0.39,0.31
48407,0.1,0.52,0.54
48409,0.02,0.02,0.01
48411,0.03,0.01,0.01
48413,0.01,0.03,0.02
48415,0.05,0.03,0
48417,0.01,0.03,0.03
48419,0.17,0.26,0.2
48421,0,0,0
48423,0.18,0.27,0.41
48425,0.01,0,0
48427,0,0,0
48429,0.02,0.04,0
48431,0.01,0.01,0
48433,0.03,0.04,0
48435,0,0.01,0
48437,0.07,0.04,0
48439,0.15,0.11,0.14
48441,0.07,0.05,0.02
48443,0.01,0,0
48445,0.05,0.04,0
48447,0.01,0,0
48449,0.1,0.18,0.19
48451,0.04,0.05,0.04
48453,0.09,0.13,0.28
48455,0.09,0.27,0.25
48457,0.11,0.21,0.22
48459,0.09,0.26,0.28
48461,0.02,0.04,0.02
48463,0.01,0.01,0.02
48465,0.02,0.03,0.02
48467,0.03,0.07,0.06
48469,0.06,0.09,0.24
48471,0.22,0.33,0.52
48473,0.25,0.54,0.55
48475,0.05,0.03,0
48477,0.18,0.32,0.47
48479,0,0,0
48481,0.14,0.2,0.42
48483,0.02,0.04,0
48485,0.11,0.07,0.04
48487,0.08,0.09,0.01
48489,0.02,0.01,NULL
48491,0.06,0.14,0.17
48493,0.02,0.02,0.06
48495,0.02,0.03,0
48497,0.01,0.01,0
48499,0.05,0.16,0.17
48501,0.01,0.01,0
48503,0.01,0.01,0
48505,0,0,0
48507,0.01,0.01,0
50001,0.01,0,0
50003,0.01,0,0
50005,0.01,0,0
50007,0.02,0,0.03
50009,0,0,0
50011,0,0,0
50013,0,0,0
50015,0.01,0,0
50017,0,0,0
