"point_id","x","y","slaves_1860","total_1860"
537,-188650,1261950,"",""
538,-163204,1261950,"",""
539,-137758,1261950,"",""
540,-112312,1261950,"",""
541,-86866,1261950,"",27.6944
542,-61420,1261950,"",55.1819
543,-35974,1261950,"",55.1819
544,-10528,1261950,"",55.1819
545,14918,1261950,"",55.1819
546,40364,1261950,"",55.1819
547,65810,1261950,"",55.1819
548,91256,1261950,"",43.5247
549,116702,1261950,"",0.796057
550,1974257,1261950,"",1428.9
551,1999703,1261950,"",1726.81
552,2025149,1261950,"",858.534
553,2050595,1261950,"",858.534
554,2076041,1261950,"",2412.93
555,2101487,1261950,"",3116.58
556,2126932,1261950,"",822.864
557,2152378,1261950,"",666.006
558,-2147989,1236504,"",44.0859
559,-2122543,1236504,"",121.385
560,-2097097,1236504,"",268.829
561,-2071651,1236504,"",171.103
562,-2046205,1236504,"",373.882
563,-2020759,1236504,"",409.742
564,-1995313,1236504,"",33.3715
565,-1969867,1236504,"",20.463
566,-1944421,1236504,"",31.7789
567,-1918975,1236504,"",25.6234
568,-1893529,1236504,"",14.2766
569,-1868083,1236504,"",14.2766
570,-1842637,1236504,"",14.2766
571,-1817191,1236504,"",14.0113
572,-1791745,1236504,"",13.1605
573,-1766299,1236504,"",2.55353
574,-1740853,1236504,"",1.78865
575,-1715407,1236504,"",1.78865
576,-1689962,1236504,"",1.78865
577,-1664516,1236504,"",1.78865
578,-1639070,1236504,"",1.78865
579,-1613624,1236504,"",1.78865
580,-1588178,1236504,"",1.78865
581,-1562732,1236504,"",1.78865
582,-1537286,1236504,"",1.78865
583,-1511840,1236504,"",1.78865
584,-1486394,1236504,"",1.78865
585,-1460948,1236504,"",1.78865
586,-1435502,1236504,"",1.78865
587,-1410056,1236504,"",1.78865
588,-1384610,1236504,"",1.78865
589,-1359164,1236504,"",1.78865
590,-1333718,1236504,"",1.78865
591,-1308272,1236504,"",1.78865
592,-1282826,1236504,"",0.50641
593,-1257380,1236504,"",""
594,-1231934,1236504,"",""
595,-1206488,1236504,"",""
596,-1181042,1236504,"",""
597,-1155596,1236504,"",""
598,-1130150,1236504,"",""
599,-1104704,1236504,"",""
600,-1079258,1236504,"",""
601,-1053813,1236504,"",""
602,-1028367,1236504,"",""
603,-1002921,1236504,"",""
604,-977475,1236504,"",""
605,-952029,1236504,"",""
606,-926583,1236504,"",""
607,-901137,1236504,"",""
608,-875691,1236504,"",""
609,-850245,1236504,"",""
610,-824799,1236504,"",""
611,-799353,1236504,"",""
612,-773907,1236504,"",""
613,-748461,1236504,"",""
614,-723015,1236504,"",""
615,-697569,1236504,"",""
616,-672123,1236504,"",""
617,-646677,1236504,"",""
618,-621231,1236504,"",""
619,-595785,1236504,"",""
620,-570339,1236504,"",""
621,-544893,1236504,"",""
622,-519447,1236504,"",""
623,-494001,1236504,"",""
624,-468555,1236504,"",""
625,-443109,1236504,"",""
626,-417664,1236504,"",""
627,-392218,1236504,"",""
628,-366772,1236504,"",""
629,-341326,1236504,"",""
630,-315880,1236504,"",""
631,-290434,1236504,"",""
632,-264988,1236504,"",""
633,-239542,1236504,"",""
634,-214096,1236504,"",""
635,-188650,1236504,"",""
636,-163204,1236504,"",""
637,-137758,1236504,"",""
638,-112312,1236504,"",""
639,-86866,1236504,"",22.4521
640,-61420,1236504,"",55.1819
641,-35974,1236504,"",55.1819
642,-10528,1236504,"",55.1819
643,14918,1236504,"",55.1819
644,40364,1236504,"",55.1819
645,65810,1236504,"",55.1819
646,91256,1236504,"",55.1819
647,116702,1236504,"",29.4132
648,142148,1236504,"",1.56687
649,167594,1236504,"",0.831932
650,193040,1236504,"",1.1851
651,218485,1236504,"",6.95668
652,243931,1236504,"",5.49742
653,269377,1236504,"",0.186987
654,1974257,1236504,"",1764.04
655,1999703,1236504,"",2115.49
656,2025149,1236504,"",907.877
657,2050595,1236504,"",858.534
658,2076041,1236504,"",1513.63
659,2101487,1236504,"",3910.55
660,2126932,1236504,"",1016.95
661,2152378,1236504,"",1615.26
662,2177824,1236504,"",1963.26
663,2203270,1236504,"",542.527
664,-2147989,1211058,"",10.9269
665,-2122543,1211058,"",41.8985
666,-2097097,1211058,"",866.789
667,-2071651,1211058,"",1099.54
668,-2046205,1211058,"",453.438
669,-2020759,1211058,"",305.209
670,-1995313,1211058,"",20.463
671,-1969867,1211058,"",21.0971
672,-1944421,1211058,"",35.5932
673,-1918975,1211058,"",30.9631
674,-1893529,1211058,"",14.7806
675,-1868083,1211058,"",14.2766
676,-1842637,1211058,"",14.2766
677,-1817191,1211058,"",14.2766
678,-1791745,1211058,"",14.261
679,-1766299,1211058,"",3.17793
680,-1740853,1211058,"",2.16329
681,-1715407,1211058,"",10.2571
682,-1689962,1211058,"",8.84435
683,-1664516,1211058,"",8.26678
684,-1639070,1211058,"",8.07166
685,-1613624,1211058,"",1.78865
686,-1588178,1211058,"",1.78865
687,-1562732,1211058,"",1.78865
688,-1537286,1211058,"",1.78865
689,-1511840,1211058,"",1.78865
690,-1486394,1211058,"",1.78865
691,-1460948,1211058,"",1.78865
692,-1435502,1211058,"",1.78865
693,-1410056,1211058,"",1.78865
694,-1384610,1211058,"",1.78865
695,-1359164,1211058,"",1.78865
696,-1333718,1211058,"",1.78865
697,-1308272,1211058,"",1.78865
698,-1282826,1211058,"",1.40744
699,-1257380,1211058,"",0.0536594
700,-1231934,1211058,"",""
701,-1206488,1211058,"",""
702,-1181042,1211058,"",""
703,-1155596,1211058,"",""
704,-1130150,1211058,"",""
705,-1104704,1211058,"",""
706,-1079258,1211058,"",""
707,-1053813,1211058,"",""
708,-1028367,1211058,"",""
709,-1002921,1211058,"",""
710,-977475,1211058,"",""
711,-952029,1211058,"",""
712,-926583,1211058,"",""
713,-901137,1211058,"",""
714,-875691,1211058,"",""
715,-850245,1211058,"",""
716,-824799,1211058,"",""
717,-799353,1211058,"",""
718,-773907,1211058,"",""
719,-748461,1211058,"",""
720,-723015,1211058,"",""
721,-697569,1211058,"",""
722,-672123,1211058,"",""
723,-646677,1211058,"",""
724,-621231,1211058,"",""
725,-595785,1211058,"",""
726,-570339,1211058,"",""
727,-544893,1211058,"",""
728,-519447,1211058,"",""
729,-494001,1211058,"",""
730,-468555,1211058,"",""
731,-443109,1211058,"",""
732,-417664,1211058,"",""
733,-392218,1211058,"",""
734,-366772,1211058,"",""
735,-341326,1211058,"",""
736,-315880,1211058,"",""
737,-290434,1211058,"",""
738,-264988,1211058,"",""
739,-239542,1211058,"",""
740,-214096,1211058,"",""
741,-188650,1211058,"",""
742,-163204,1211058,"",""
743,-137758,1211058,"",""
744,-112312,1211058,"",""
745,-86866,1211058,"",23.4178
746,-61420,1211058,"",55.1819
747,-35974,1211058,"",55.1819
748,-10528,1211058,"",55.1819
749,14918,1211058,"",55.1819
750,40364,1211058,"",55.1819
751,65810,1211058,"",55.1819
752,91256,1211058,"",55.1819
753,116702,1211058,"",30.6802
754,142148,1211058,"",1.98967
755,167594,1211058,"",1.98967
756,193040,1211058,"",1.98967
757,218485,1211058,"",8.98498
758,243931,1211058,"",14.959
759,269377,1211058,"",8.56401
760,294823,1211058,"",8.11524
761,320269,1211058,"",0.977097
762,371161,1211058,"",2.48032
763,396607,1211058,"",1.099
764,549283,1211058,"",267.066
765,574729,1211058,"",20.6125
766,1974257,1211058,"",1330.74
767,1999703,1211058,"",2243.61
768,2025149,1211058,"",1179.7
769,2050595,1211058,"",858.534
770,2076041,1211058,"",1368.27
771,2101487,1211058,"",3955.69
772,2126932,1211058,"",3334.18
773,2152378,1211058,"",3931.44
774,2177824,1211058,"",3857.97
775,2203270,1211058,"",1796.37
776,-2173435,1185612,"",1.60261
777,-2147989,1185612,"",70.0192
778,-2122543,1185612,"",368.611
779,-2097097,1185612,"",1114.81
780,-2071651,1185612,"",1191.49
781,-2046205,1185612,"",1543.72
782,-2020759,1185612,"",974.381
783,-1995313,1185612,"",403.389
784,-1969867,1185612,"",16.4438
785,-1944421,1185612,"",33.2102
786,-1918975,1185612,"",36.0712
787,-1893529,1185612,"",20.6924
788,-1868083,1185612,"",14.2766
789,-1842637,1185612,"",14.2766
790,-1817191,1185612,"",14.2766
791,-1791745,1185612,"",14.2766
792,-1766299,1185612,"",10.6161
793,-1740853,1185612,"",12.4503
794,-1715407,1185612,"",14.2766
795,-1689962,1185612,"",14.2766
796,-1664516,1185612,"",14.2766
797,-1639070,1185612,"",14.2688
798,-1613624,1185612,"",5.06674
799,-1588178,1185612,"",1.78865
800,-1562732,1185612,"",1.78865
801,-1537286,1185612,"",1.78865
802,-1511840,1185612,"",1.78865
803,-1486394,1185612,"",1.78865
804,-1460948,1185612,"",1.78865
805,-1435502,1185612,"",1.78865
806,-1410056,1185612,"",1.78865
807,-1384610,1185612,"",1.78865
808,-1359164,1185612,"",1.78865
809,-1333718,1185612,"",1.78865
810,-1308272,1185612,"",1.78865
811,-1282826,1185612,"",1.78865
812,-1257380,1185612,"",1.36496
813,-1231934,1185612,"",""
814,-1206488,1185612,"",""
815,-1181042,1185612,"",""
816,-1155596,1185612,"",""
817,-1130150,1185612,"",""
818,-1104704,1185612,"",""
819,-1079258,1185612,"",""
820,-1053813,1185612,"",""
821,-1028367,1185612,"",""
822,-1002921,1185612,"",""
823,-977475,1185612,"",""
824,-952029,1185612,"",""
825,-926583,1185612,"",""
826,-901137,1185612,"",""
827,-875691,1185612,"",""
828,-850245,1185612,"",""
829,-824799,1185612,"",""
830,-799353,1185612,"",""
831,-773907,1185612,"",""
832,-748461,1185612,"",""
833,-723015,1185612,"",""
834,-697569,1185612,"",""
835,-672123,1185612,"",""
836,-646677,1185612,"",""
837,-621231,1185612,"",""
838,-595785,1185612,"",""
839,-570339,1185612,"",""
840,-544893,1185612,"",""
841,-519447,1185612,"",""
842,-494001,1185612,"",""
843,-468555,1185612,"",""
844,-443109,1185612,"",""
